Name,G,W,L,SV,HLD,HP,CG,SHO,NHB,WPCT,BF,IP,HA,HRA,BB,IBB,HBP,SO,WP,BK,R,ER,ERA,Hand,WHIP,Team
小杉　陽太,27,3,3,0,2,5,0,0,0,0.5,164,35.333333333333336,37,3,20,0,1,27,3,0,21,17,4.33,Right,1.613,横浜DeNAベイスターズ
小林　寛,11,0,0,0,1,1,0,0,0,0.0,64,14.333333333333334,13,0,10,1,0,11,1,0,6,6,3.77,Right,1.605,横浜DeNAベイスターズ
須田　幸太,29,3,2,1,3,5,0,0,0,0.6,241,56.0,59,10,23,1,0,42,1,1,26,24,3.86,Right,1.464,横浜DeNAベイスターズ
砂田　毅樹,14,3,5,0,0,0,0,0,0,0.375,335,76.0,85,5,28,0,2,57,0,0,34,27,3.2,Left,1.487,横浜DeNAベイスターズ
高崎　健太郎,7,2,3,0,0,0,0,0,0,0.4,149,34.333333333333336,46,1,10,0,0,19,1,0,19,19,4.98,Right,1.631,横浜DeNAベイスターズ
高橋　尚成,6,0,1,0,0,0,0,0,0,0.0,45,8.333333333333334,14,3,4,0,0,4,0,0,12,8,8.64,Left,2.16,横浜DeNAベイスターズ
田中　健二朗,35,2,2,1,16,18,0,0,0,0.5,140,32.666666666666664,29,1,16,0,0,29,3,0,9,8,2.2,Left,1.378,横浜DeNAベイスターズ
東野　峻,3,0,0,0,0,0,0,0,0,0.0,20,4.0,4,0,4,0,0,0,0,0,3,3,6.75,Right,2.0,横浜DeNAベイスターズ
林　昌範,24,1,1,0,4,5,0,0,0,0.5,89,18.666666666666668,26,1,6,1,0,10,2,0,15,15,7.23,Left,1.714,横浜DeNAベイスターズ
ビロウ,1,0,1,0,0,0,0,0,0,0.0,11,1.3333333333333333,2,0,5,0,0,0,0,0,5,5,33.75,Left,5.25,横浜DeNAベイスターズ
平田　真吾,28,0,2,0,4,4,0,0,0,0.0,140,32.0,29,2,14,0,1,27,4,0,12,12,3.38,Right,1.344,横浜DeNAベイスターズ
福地　元春,13,0,0,0,0,0,0,0,0,0.0,74,15.666666666666666,16,0,12,0,0,16,1,0,9,5,2.87,Left,1.787,横浜DeNAベイスターズ
萬谷　康平,4,1,0,0,0,1,0,0,0,1.0,26,6.0,6,0,2,0,0,4,0,0,2,1,1.5,Right,1.333,横浜DeNAベイスターズ
三浦　大輔,17,6,6,0,0,0,0,0,0,0.5,416,98.0,103,9,25,0,1,62,5,0,47,45,4.13,Right,1.306,横浜DeNAベイスターズ
三上　朋也,21,1,1,0,9,10,0,0,0,0.5,93,22.333333333333332,16,0,9,0,1,20,3,0,3,2,0.81,Right,1.119,横浜DeNAベイスターズ
三嶋　一輝,20,5,5,0,0,0,0,0,0,0.5,384,88.0,84,9,34,0,3,67,9,0,52,47,4.81,Right,1.341,横浜DeNAベイスターズ
モスコーソ,15,3,6,0,2,2,0,0,0,0.333,267,60.666666666666664,62,8,27,1,1,54,2,0,36,35,5.19,Right,1.467,横浜DeNAベイスターズ
山口　俊,20,3,6,0,0,0,2,0,0,0.333,508,114.33333333333333,127,13,42,0,3,119,6,1,67,57,4.49,Right,1.478,横浜DeNAベイスターズ
山崎　康晃,58,2,4,37,7,9,0,0,0,0.333,215,56.333333333333336,38,2,11,0,1,66,4,1,13,12,1.92,Right,0.87,横浜DeNAベイスターズ
秋吉　亮,74,6,1,0,22,28,0,0,0,0.857,305,76.33333333333333,51,6,28,3,6,81,2,0,24,20,2.36,Right,1.035,東京ヤクルトスワローズ
新垣　渚,15,3,10,0,0,0,0,0,0,0.231,367,83.33333333333333,89,13,36,1,2,70,9,0,48,43,4.64,Right,1.5,東京ヤクルトスワローズ
石川　雅規,25,13,9,0,0,0,1,1,1,0.591,598,146.66666666666666,150,16,28,1,3,90,3,0,59,54,3.31,Left,1.214,東京ヤクルトスワローズ
石山　泰稚,21,5,5,0,0,0,0,0,0,0.5,479,111.33333333333333,118,7,38,1,2,78,4,0,50,45,3.64,Right,1.401,東京ヤクルトスワローズ
岩橋　慶侍,1,0,0,0,0,0,0,0,0,0.0,6,1.0,2,1,1,0,0,0,0,0,2,2,18.0,Left,3.0,東京ヤクルトスワローズ
オンドルセク,72,5,2,0,33,38,0,0,0,0.714,276,70.33333333333333,52,2,22,0,1,62,0,1,17,16,2.05,Right,1.052,東京ヤクルトスワローズ
小川　泰弘,27,11,8,0,0,0,1,1,0,0.579,700,168.0,152,18,48,0,4,128,0,0,66,58,3.11,Right,1.19,東京ヤクルトスワローズ
風張　蓮,1,0,0,0,0,0,0,0,0,0.0,2,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0.0,Right,0.0,東京ヤクルトスワローズ
金伏　ウーゴ,1,0,0,0,0,0,0,0,0,0.0,9,1.0,4,0,1,0,0,0,0,0,4,4,36.0,Left,5.0,東京ヤクルトスワローズ
木谷　良平,2,0,0,0,0,0,0,0,0,0.0,15,3.0,6,2,0,0,0,2,0,0,3,3,9.0,Right,2.0,東京ヤクルトスワローズ
久古　健太郎,38,0,0,0,8,8,0,0,0,0.0,102,24.666666666666668,23,1,9,0,1,23,3,0,7,7,2.55,Left,1.297,東京ヤクルトスワローズ
杉浦　稔大,7,1,3,0,0,0,0,0,0,0.25,164,37.0,35,2,21,1,0,25,1,0,12,12,2.92,Right,1.514,東京ヤクルトスワローズ
館山　昌平,11,6,3,0,0,0,0,0,0,0.667,260,62.333333333333336,44,4,36,1,4,36,1,0,22,20,2.89,Right,1.283,東京ヤクルトスワローズ
寺田　哲也,1,0,0,0,0,0,0,0,0,0.0,16,3.0,2,0,4,0,1,3,0,0,0,0,0.0,Right,2.0,東京ヤクルトスワローズ
徳山　武陽,39,2,1,0,3,5,0,0,0,0.667,217,50.333333333333336,48,4,22,1,0,50,2,0,25,20,3.58,Right,1.391,東京ヤクルトスワローズ
中澤　雅人,35,1,2,0,3,4,0,0,0,0.333,136,29.666666666666668,32,2,15,1,1,21,1,0,12,10,3.03,Left,1.584,東京ヤクルトスワローズ
成瀬　善久,14,3,8,0,0,0,0,0,0,0.273,339,79.33333333333333,83,16,21,0,1,46,2,0,46,42,4.76,Left,1.311,東京ヤクルトスワローズ
バーネット,59,3,1,41,6,9,0,0,0,0.75,246,62.666666666666664,37,1,19,0,3,56,1,0,10,9,1.29,Right,0.894,東京ヤクルトスワローズ
古野　正人,27,4,3,0,1,1,0,0,0,0.571,307,69.66666666666667,91,6,18,0,5,39,0,0,38,37,4.78,Right,1.565,東京ヤクルトスワローズ
松岡　健一,38,2,0,1,4,6,0,0,0,1.0,152,36.666666666666664,31,1,15,0,4,31,0,0,14,14,3.44,Right,1.255,東京ヤクルトスワローズ
八木　亮祐,2,0,2,0,0,0,0,0,0,0.0,47,10.0,14,2,3,1,0,5,1,1,7,7,6.3,Left,1.7,東京ヤクルトスワローズ
山中　浩史,9,6,2,0,0,0,1,1,0,0.75,210,50.0,54,5,7,0,5,20,0,0,21,18,3.24,Right,1.22,東京ヤクルトスワローズ
山本　哲哉,17,0,0,0,2,2,0,0,0,0.0,72,17.333333333333332,20,1,2,0,1,11,0,0,6,6,3.12,Right,1.269,東京ヤクルトスワローズ
ロマン,61,5,5,0,23,27,0,0,0,0.5,330,78.66666666666667,66,2,35,2,3,58,2,0,25,21,2.4,Right,1.284,東京ヤクルトスワローズ
浅尾　拓也,36,1,1,3,16,17,0,0,0,0.5,142,31.0,31,3,17,2,1,34,4,0,11,11,3.19,Right,1.548,中日ドラゴンズ
朝倉　健太,4,0,0,0,0,0,0,0,0,0.0,23,4.333333333333333,8,1,2,0,0,1,0,0,7,7,14.54,Right,2.308,中日ドラゴンズ
伊藤　準規,2,0,0,0,0,0,0,0,0,0.0,33,6.333333333333333,9,0,3,0,1,3,0,0,6,4,5.68,Right,1.895,中日ドラゴンズ
岩田　慎司,3,0,2,0,0,0,0,0,0,0.0,71,16.0,17,1,8,1,1,7,0,0,8,8,4.5,Right,1.562,中日ドラゴンズ
大野　雄大,28,11,10,0,1,1,6,3,1,0.524,826,207.33333333333334,169,12,47,1,3,154,1,0,67,58,2.52,Left,1.042,中日ドラゴンズ
岡田　俊哉,50,0,1,0,12,12,0,0,0,0.0,225,57.333333333333336,38,1,15,0,2,55,2,0,10,10,1.57,Left,0.924,中日ドラゴンズ
小川　龍也,2,0,0,0,0,0,0,0,0,0.0,10,2.0,3,0,1,0,1,1,0,0,2,2,9.0,Left,2.0,中日ドラゴンズ
小熊　凌祐,13,1,1,0,1,1,0,0,0,0.5,183,42.0,39,6,17,0,2,24,1,0,21,19,4.07,Right,1.333,中日ドラゴンズ
金子　丈,10,0,0,0,0,0,0,0,0,0.0,58,13.666666666666666,17,0,1,0,1,12,0,1,6,6,3.95,Right,1.317,中日ドラゴンズ
鈴木　翔太,2,0,0,0,0,0,0,0,0,0.0,20,4.0,6,0,3,0,0,2,0,0,3,3,6.75,Right,2.25,中日ドラゴンズ
祖父江　大輔,33,0,2,1,2,2,0,0,0,0.0,144,33.333333333333336,32,1,7,0,2,28,2,0,10,10,2.7,Right,1.17,中日ドラゴンズ
高橋　聡文,35,3,3,0,6,9,0,0,0,0.5,109,25.666666666666668,27,1,2,0,1,26,2,0,13,10,3.51,Left,1.13,中日ドラゴンズ
田島　慎二,64,4,6,9,16,20,0,0,0,0.4,316,75.0,68,4,25,2,6,62,5,0,25,19,2.28,Right,1.24,中日ドラゴンズ
西川　健太郎,6,1,0,0,0,1,0,0,0,1.0,33,7.333333333333333,7,0,6,0,0,6,0,0,3,3,3.68,Right,1.773,中日ドラゴンズ
ネイラー,10,4,3,0,0,0,0,0,0,0.571,220,52.0,48,5,19,0,4,41,0,1,22,22,3.81,Right,1.288,中日ドラゴンズ
野村　亮介,3,0,0,0,0,0,0,0,0,0.0,19,2.6666666666666665,8,0,3,0,0,1,0,0,6,3,10.13,Right,4.125,中日ドラゴンズ
バルデス,22,5,8,0,0,0,1,0,0,0.385,560,133.0,130,6,36,0,2,93,1,0,56,47,3.18,Left,1.248,中日ドラゴンズ
濱田　達郎,4,0,3,0,0,0,0,0,0,0.0,72,15.666666666666666,10,3,16,0,0,9,0,0,13,13,7.47,Left,1.66,中日ドラゴンズ
浜田　智博,1,0,0,0,0,0,0,0,0,0.0,7,0.6666666666666666,5,2,0,0,0,2,0,0,3,3,40.5,Left,7.5,中日ドラゴンズ
福谷　浩司,42,3,4,19,4,7,0,0,0,0.429,176,40.0,38,3,20,0,3,25,3,0,19,18,4.05,Right,1.45,中日ドラゴンズ
又吉　克樹,63,6,6,0,30,36,0,0,0,0.5,301,72.33333333333333,64,5,23,0,4,82,1,0,27,27,3.36,Right,1.203,中日ドラゴンズ
武藤　祐太,8,2,3,0,0,1,0,0,0,0.4,120,27.333333333333332,31,2,12,0,0,10,2,0,14,12,3.95,Right,1.573,中日ドラゴンズ
八木　智哉,14,4,6,0,0,0,0,0,0,0.4,257,59.666666666666664,63,10,22,0,2,45,4,0,30,26,3.92,Left,1.425,中日ドラゴンズ
山井　大介,33,4,12,2,5,6,0,0,0,0.25,589,140.0,132,13,50,2,2,79,7,0,69,61,3.92,Right,1.3,中日ドラゴンズ
山本昌,2,0,0,0,0,0,0,0,0,0.0,7,1.3333333333333333,1,0,2,0,0,2,1,0,1,1,6.75,Left,2.25,中日ドラゴンズ
山本　雅士,3,0,0,0,0,0,0,0,0,0.0,22,4.333333333333333,7,1,2,0,0,2,0,0,5,5,10.38,Right,2.077,中日ドラゴンズ
雄太,3,0,2,0,0,0,0,0,0,0.0,69,16.666666666666668,16,1,4,0,0,8,0,0,7,7,3.78,Left,1.2,中日ドラゴンズ
吉見　一起,8,3,0,0,0,0,0,0,0,1.0,186,48.0,34,0,12,0,1,39,1,0,5,5,0.94,Right,0.958,中日ドラゴンズ
若松　駿太,23,10,4,0,0,1,2,1,0,0.714,575,140.0,111,10,50,1,2,113,3,0,35,33,2.12,Right,1.15,中日ドラゴンズ
阿部　和成,14,1,1,0,0,1,0,0,0,0.5,89,20.0,26,3,8,0,0,11,2,0,10,10,4.5,Right,1.7,千葉ロッテマリーンズ
イ・デウン,37,9,9,0,4,6,0,0,0,0.5,536,119.66666666666667,121,11,63,2,3,106,8,1,63,51,3.84,Right,1.538,千葉ロッテマリーンズ
石川　歩,27,12,12,0,0,0,3,2,0,0.5,751,178.66666666666666,191,15,34,0,5,126,2,0,68,65,3.27,Right,1.259,千葉ロッテマリーンズ
伊藤　義弘,7,0,0,0,1,1,0,0,0,0.0,33,6.666666666666667,8,1,1,0,4,1,0,0,4,4,5.4,Right,1.35,千葉ロッテマリーンズ
上野　大樹,2,1,0,0,0,1,0,0,0,1.0,9,2.0,2,0,1,0,0,3,0,0,2,2,9.0,Right,1.5,千葉ロッテマリーンズ
植松　優友,2,0,2,0,0,0,0,0,0,0.0,40,8.0,11,1,7,0,1,8,0,0,7,7,7.88,Left,2.25,千葉ロッテマリーンズ
内　竜也,22,1,1,6,7,8,0,0,0,0.5,88,21.333333333333332,18,0,8,0,2,21,1,0,5,3,1.27,Right,1.219,千葉ロッテマリーンズ
大谷　智久,56,3,1,0,32,35,0,0,0,0.75,250,64.0,57,4,5,0,2,53,1,0,21,17,2.39,Right,0.969,千葉ロッテマリーンズ
大嶺　祐太,24,8,7,0,0,0,1,1,1,0.533,574,133.33333333333334,141,8,46,0,5,70,1,0,49,47,3.17,Right,1.402,千葉ロッテマリーンズ
カルロス・ロサ,29,1,3,0,11,12,0,0,0,0.25,126,29.0,33,4,11,0,0,21,0,0,16,16,4.97,Right,1.517,千葉ロッテマリーンズ
香月　良仁,40,1,1,1,2,3,0,0,0,0.5,221,52.333333333333336,51,4,16,0,2,36,0,0,18,17,2.92,Right,1.28,千葉ロッテマリーンズ
金森　敬之,16,1,0,0,1,2,0,0,0,1.0,95,20.666666666666668,29,4,6,0,1,17,1,0,13,13,5.66,Right,1.694,千葉ロッテマリーンズ
唐川　侑己,12,5,4,0,0,0,0,0,0,0.556,288,62.666666666666664,78,9,27,0,3,31,1,0,45,44,6.32,Right,1.676,千葉ロッテマリーンズ
木村　優太,5,1,3,0,0,0,0,0,0,0.25,82,17.333333333333332,23,2,8,0,1,7,2,0,16,15,7.79,Left,1.788,千葉ロッテマリーンズ
黒沢　翔太,6,0,1,0,0,0,0,0,0,0.0,53,12.333333333333334,15,1,2,0,0,4,0,0,6,4,2.92,Right,1.378,千葉ロッテマリーンズ
