Name,G,W,L,SV,HLD,HP,CG,SHO,NHB,WPCT,BF,IP,HA,HRA,BB,IBB,HBP,SO,WP,BK,R,ER,ERA,Hand,WHIP,Team
デラロサ,30,0,0,1,11,11,0,0,0,0.0,108,27.333333333333332,18,2,10,0,2,24,0,1,9,7,2.3,Right,1.024,読売ジャイアンツ
戸郷　翔征,25,12,8,0,0,0,3,1,1,0.6,702,171.66666666666666,146,11,51,1,8,154,3,0,52,50,2.62,Right,1.148,読売ジャイアンツ
戸田　懐生,14,1,0,0,0,1,0,0,0,1.0,104,22.0,33,6,6,0,1,15,1,0,17,16,6.55,Right,1.773,読売ジャイアンツ
戸根　千明,9,0,0,0,0,0,0,0,0,0.0,63,14.333333333333334,16,4,3,0,1,9,0,0,8,8,5.02,Left,1.326,読売ジャイアンツ
直江　大輔,9,1,1,0,0,0,0,0,0,0.5,79,18.666666666666668,12,2,8,0,3,16,1,0,9,7,3.38,Right,1.071,読売ジャイアンツ
畠　世周,27,3,0,1,5,8,0,0,0,1.0,122,28.666666666666668,22,3,14,2,0,22,1,0,11,10,3.14,Right,1.256,読売ジャイアンツ
ビエイラ,9,0,2,0,0,0,0,0,0,0.0,39,7.333333333333333,9,3,8,0,1,8,0,0,9,8,9.82,Right,2.318,読売ジャイアンツ
平内　龍太,53,4,4,0,13,17,0,0,0,0.5,213,50.0,53,4,13,0,3,39,2,0,26,24,4.32,Right,1.32,読売ジャイアンツ
堀田　賢慎,8,2,3,0,0,0,0,0,0,0.4,150,34.333333333333336,38,5,16,1,1,24,0,0,24,24,6.29,Right,1.573,読売ジャイアンツ
メルセデス,20,5,7,0,0,0,0,0,0,0.417,458,110.33333333333333,107,7,31,1,3,74,1,0,44,39,3.18,Left,1.251,読売ジャイアンツ
山口　俊,1,0,0,0,0,0,0,0,0,0.0,8,2.0,0,0,2,0,0,4,0,0,0,0,0.0,Right,1.0,読売ジャイアンツ
山﨑　伊織,20,5,5,0,1,1,0,0,0,0.5,410,97.33333333333333,95,6,20,1,9,55,0,0,37,34,3.14,Right,1.182,読売ジャイアンツ
山本　一輝,2,0,0,0,0,0,0,0,0,0.0,10,2.0,2,0,1,0,0,0,0,0,1,0,0.0,Left,1.5,読売ジャイアンツ
横川　凱,1,0,1,0,0,0,0,0,0,0.0,17,3.0,7,0,1,0,0,0,0,0,5,5,15.0,Left,2.667,読売ジャイアンツ
アルカンタラ,39,1,3,1,17,18,0,0,0,0.25,156,38.333333333333336,38,5,8,0,1,29,0,0,21,20,4.7,Right,1.2,阪神タイガース
青柳　晃洋,24,13,4,0,0,0,4,2,0,0.765,644,162.33333333333334,126,7,32,4,8,132,0,0,46,37,2.05,Right,0.973,阪神タイガース
秋山　拓巳,5,1,3,0,0,0,0,0,0,0.25,101,23.0,29,1,3,0,0,15,1,0,15,14,5.48,Right,1.391,阪神タイガース
石井　大智,18,0,1,0,0,0,0,0,0,0.0,94,24.0,11,2,9,2,2,24,2,0,4,2,0.75,Right,0.833,阪神タイガース
伊藤　将司,20,9,5,0,0,0,6,2,2,0.643,539,136.66666666666666,119,10,22,3,2,92,1,0,45,40,2.63,Left,1.032,阪神タイガース
岩崎　優,57,1,6,28,11,12,0,0,0,0.143,239,55.0,63,1,10,1,2,44,0,0,16,12,1.96,Left,1.327,阪神タイガース
岩貞　祐太,53,2,1,0,11,13,0,0,0,0.667,176,42.0,34,1,12,1,2,38,1,0,16,12,2.57,Left,1.095,阪神タイガース
ウィルカーソン,14,5,5,0,0,0,0,0,0,0.5,292,70.66666666666667,70,4,21,1,1,54,0,0,32,32,4.08,Right,1.288,阪神タイガース
小川　一平,6,0,2,0,0,0,0,0,0,0.0,100,24.666666666666668,16,3,9,2,3,22,1,0,12,12,4.38,Right,1.014,阪神タイガース
尾仲　祐哉,1,0,0,0,0,0,0,0,0,0.0,11,2.0,4,0,1,1,0,2,0,0,2,2,9.0,Right,2.5,阪神タイガース
小野　泰己,5,0,0,0,0,0,0,0,0,0.0,25,5.0,7,1,3,0,0,7,0,0,3,1,1.8,Right,2.0,阪神タイガース
及川　雅貴,1,0,0,0,0,0,0,0,0,0.0,4,1.0,1,1,0,0,0,0,0,0,1,1,9.0,Left,1.0,阪神タイガース
ガンケル,16,5,5,0,0,0,1,0,1,0.5,372,92.33333333333333,80,6,16,1,3,52,1,0,32,28,2.73,Right,1.04,阪神タイガース
加治屋　蓮,39,0,2,0,7,7,0,0,0,0.0,128,29.666666666666668,26,1,13,2,1,30,1,0,8,8,2.43,Right,1.315,阪神タイガース
桐敷　拓馬,7,0,3,0,0,0,0,0,0,0.0,65,14.333333333333334,20,2,4,2,0,16,0,0,8,8,5.02,Left,1.674,阪神タイガース
ケラー,34,3,2,3,5,8,0,0,0,0.6,128,32.666666666666664,25,2,5,0,2,46,0,0,12,12,3.31,Right,0.918,阪神タイガース
小林　慶祐,10,0,0,0,0,0,0,0,0,0.0,47,11.333333333333334,12,1,4,1,0,9,0,0,2,2,1.59,Right,1.412,阪神タイガース
才木　浩人,9,4,1,0,0,0,1,1,0,0.8,186,47.0,40,4,11,1,0,43,0,0,10,8,1.53,Right,1.085,阪神タイガース
齋藤　友貴哉,20,0,1,0,0,0,0,0,0,0.0,107,23.333333333333332,23,2,10,0,3,27,0,0,14,13,5.01,Right,1.414,阪神タイガース
島本　浩也,15,0,0,0,2,2,0,0,0,0.0,56,14.0,12,1,2,0,0,11,0,0,4,4,2.57,Left,1.0,阪神タイガース
西　純矢,14,6,3,0,0,0,1,0,1,0.667,309,77.33333333333333,67,7,19,0,1,60,2,0,24,23,2.68,Right,1.112,阪神タイガース
西　勇輝,23,9,9,0,0,0,2,2,1,0.5,599,148.33333333333334,132,8,26,3,5,93,2,0,40,36,2.18,Right,1.065,阪神タイガース
馬場　皐輔,7,0,1,0,0,0,0,0,0,0.0,36,7.0,12,1,3,2,0,7,2,0,4,4,5.14,Right,2.143,阪神タイガース
浜地　真澄,52,1,3,0,21,22,0,0,0,0.25,181,47.333333333333336,38,3,5,1,0,38,0,0,9,6,1.14,Right,0.908,阪神タイガース
藤浪　晋太郎,16,3,5,0,0,1,0,0,0,0.375,276,66.66666666666667,58,6,21,1,3,65,5,0,28,25,3.38,Right,1.185,阪神タイガース
森木　大智,2,0,2,0,0,0,0,0,0,0.0,37,8.666666666666666,9,0,3,2,0,6,0,0,8,6,6.23,Right,1.385,阪神タイガース
湯浅　京己,59,2,3,0,43,45,0,0,0,0.4,221,58.0,38,1,12,0,0,67,2,0,7,7,1.09,Right,0.862,阪神タイガース
渡邉　雄大,32,3,1,0,10,13,0,0,0,0.75,72,18.333333333333332,16,2,4,1,1,18,0,0,5,5,2.45,Left,1.091,阪神タイガース
アンダーソン,13,3,4,0,0,0,0,0,0,0.429,293,70.0,61,9,23,0,3,59,0,0,32,28,3.6,Right,1.2,広島東洋カープ
一岡　竜司,10,1,0,0,1,2,0,0,0,1.0,41,8.666666666666666,15,0,1,0,0,7,0,0,2,2,2.08,Right,1.846,広島東洋カープ
遠藤　淳志,20,4,7,0,0,0,0,0,0,0.364,434,105.33333333333333,104,17,18,1,3,78,0,0,47,42,3.59,Right,1.158,広島東洋カープ
大瀬良　大地,23,8,9,0,0,0,3,2,3,0.471,583,135.33333333333334,156,18,27,2,2,97,0,0,73,71,4.72,Right,1.352,広島東洋カープ
大道　温貴,3,0,1,0,0,0,0,0,0,0.0,53,12.0,16,5,3,0,1,8,1,0,9,9,6.75,Right,1.583,広島東洋カープ
菊池　保則,8,0,0,0,2,2,0,0,0,0.0,39,8.0,10,2,4,1,1,6,0,0,5,5,5.63,Right,1.75,広島東洋カープ
九里　亜蓮,26,6,9,0,0,1,0,0,0,0.4,609,140.33333333333334,147,13,53,3,8,121,1,0,55,52,3.33,Right,1.425,広島東洋カープ
栗林　良吏,48,0,2,31,6,6,0,0,0,0.0,185,48.333333333333336,22,0,15,2,2,59,1,0,8,8,1.49,Right,0.766,広島東洋カープ
黒原　拓未,12,0,0,0,1,1,0,0,0,0.0,44,9.666666666666666,11,0,4,0,1,11,0,1,7,7,6.52,Left,1.552,広島東洋カープ
ケムナ　誠,43,4,0,0,14,18,0,0,0,1.0,172,39.333333333333336,37,1,18,1,3,37,1,0,21,14,3.2,Right,1.398,広島東洋カープ
コルニエル,12,0,0,0,0,0,0,0,0,0.0,66,15.333333333333334,15,2,4,0,1,19,0,0,6,6,3.52,Right,1.239,広島東洋カープ
小林　樹斗,1,0,0,0,0,0,0,0,0,0.0,5,1.0,2,0,1,0,0,0,0,0,1,1,9.0,Right,3.0,広島東洋カープ
島内　颯太郎,22,0,3,0,7,7,0,0,0,0.0,91,19.0,21,2,11,1,1,20,2,0,13,8,3.79,Right,1.684,広島東洋カープ
ターリー,45,2,4,0,14,16,0,0,0,0.333,155,37.666666666666664,26,7,16,2,2,32,2,0,14,13,3.11,Left,1.115,広島東洋カープ
玉村　昇悟,9,2,2,0,0,0,0,0,0,0.5,188,43.666666666666664,46,2,13,0,1,21,0,0,19,19,3.92,Left,1.351,広島東洋カープ
床田　寛樹,17,8,6,0,0,0,1,1,0,0.571,446,114.0,87,10,28,2,4,74,2,1,36,36,2.84,Left,1.009,広島東洋カープ
中﨑　翔太,28,2,5,0,7,9,0,0,0,0.286,108,23.666666666666668,27,6,10,3,1,18,0,0,19,17,6.46,Right,1.563,広島東洋カープ
野村　祐輔,9,2,3,0,0,0,0,0,0,0.4,191,41.333333333333336,55,4,14,1,0,18,0,0,27,24,5.23,Right,1.669,広島東洋カープ
フランスア,3,0,0,0,0,0,0,0,0,0.0,18,3.3333333333333335,2,0,5,0,1,4,1,0,3,3,8.1,Left,2.1,広島東洋カープ
藤井　黎來,12,0,1,0,0,0,0,0,0,0.0,62,14.0,10,1,9,1,1,15,1,0,6,6,3.86,Right,1.357,広島東洋カープ
塹江　敦哉,26,3,2,0,6,9,0,0,0,0.6,73,17.333333333333332,13,1,8,1,1,8,5,0,6,6,3.12,Left,1.212,広島東洋カープ
松本　竜也,50,4,2,0,4,8,0,0,0,0.667,240,55.666666666666664,58,5,15,1,3,54,0,0,23,22,3.56,Right,1.311,広島東洋カープ
森　翔平,8,1,0,0,1,1,0,0,0,1.0,87,19.0,22,1,8,0,1,10,2,0,5,4,1.89,Left,1.579,広島東洋カープ
森浦　大輔,51,3,6,0,24,27,0,0,0,0.333,201,46.333333333333336,47,4,16,3,3,48,1,1,17,17,3.3,Left,1.36,広島東洋カープ
森下　暢仁,27,10,8,0,0,0,3,2,0,0.556,764,178.66666666666666,195,13,44,0,8,133,3,1,67,63,3.17,Right,1.338,広島東洋カープ
矢崎　拓也,47,2,0,1,17,19,0,0,0,1.0,204,49.333333333333336,35,2,25,1,0,51,2,0,12,10,1.82,Right,1.216,広島東洋カープ
薮田　和樹,18,1,0,0,1,2,0,0,0,1.0,103,24.0,19,2,14,0,1,16,1,0,11,11,4.13,Right,1.375,広島東洋カープ
東　克樹,12,1,6,0,0,0,0,0,0,0.143,229,50.666666666666664,67,5,10,0,2,41,1,0,30,26,4.62,Left,1.52,横浜DeNAベイスターズ
有吉　優樹,1,0,1,0,0,0,0,0,0,0.0,18,4.0,4,0,1,0,1,1,0,0,3,3,6.75,Right,1.25,横浜DeNAベイスターズ
池谷　蒼大,6,1,0,0,0,1,0,0,0,1.0,26,5.333333333333333,3,1,7,0,0,7,0,0,2,2,3.38,Left,1.875,横浜DeNAベイスターズ
石川　達也,3,0,0,0,0,0,0,0,0,0.0,28,5.333333333333333,4,1,7,0,1,3,0,0,5,5,8.44,Left,2.062,横浜DeNAベイスターズ
石田　健大,15,7,4,0,0,0,0,0,0,0.636,337,82.33333333333333,67,8,26,3,1,68,3,0,30,27,2.95,Left,1.13,横浜DeNAベイスターズ
伊勢　大夢,71,3,3,1,39,42,0,0,0,0.5,269,68.0,52,1,17,4,5,69,2,0,14,13,1.72,Right,1.015,横浜DeNAベイスターズ
今永　昇太,21,11,4,0,0,0,3,2,1,0.733,560,143.66666666666666,106,14,29,1,3,132,3,0,37,36,2.26,Left,0.94,横浜DeNAベイスターズ
入江　大生,57,5,1,0,10,15,0,0,0,0.833,262,63.0,49,4,26,2,1,69,2,0,23,21,3.0,Right,1.19,横浜DeNAベイスターズ
エスコバー,70,4,2,2,34,38,0,0,0,0.667,268,63.333333333333336,48,4,29,2,5,51,0,0,17,17,2.42,Left,1.216,横浜DeNAベイスターズ
大貫　晋一,24,11,8,0,0,0,0,0,0,0.579,562,136.66666666666666,126,13,36,2,8,118,4,0,48,42,2.77,Right,1.185,横浜DeNAベイスターズ
ガゼルマン,4,1,1,0,0,0,0,0,0,0.5,81,20.333333333333332,15,1,6,0,2,12,0,0,6,6,2.66,Right,1.033,横浜DeNAベイスターズ
上茶谷　大河,13,3,6,0,0,0,1,1,1,0.333,278,66.66666666666667,65,8,17,3,2,49,0,1,40,35,4.73,Right,1.23,横浜DeNAベイスターズ
京山　将弥,17,2,2,0,1,2,0,0,0,0.5,254,55.666666666666664,56,4,30,0,5,39,7,0,24,20,3.23,Right,1.545,横浜DeNAベイスターズ
クリスキー,18,1,1,1,4,5,0,0,0,0.5,89,21.0,15,2,13,0,0,26,3,0,7,6,2.57,Right,1.333,横浜DeNAベイスターズ
阪口　皓亮,1,0,0,0,0,0,0,0,0,0.0,14,3.0,4,1,1,0,0,2,0,0,3,3,9.0,Right,1.667,横浜DeNAベイスターズ
坂本　裕哉,15,0,5,0,0,0,0,0,0,0.0,212,48.0,52,9,21,0,3,28,1,0,33,33,6.19,Left,1.521,横浜DeNAベイスターズ
砂田　毅樹,15,0,0,0,0,0,0,0,0,0.0,62,12.666666666666666,17,2,5,1,1,8,0,0,9,8,5.68,Left,1.737,横浜DeNAベイスターズ
田中　健二朗,47,3,0,0,13,16,0,0,0,1.0,160,37.666666666666664,31,5,14,2,2,25,1,0,14,11,2.63,Left,1.195,横浜DeNAベイスターズ
中川　虎大,8,0,0,0,0,0,0,0,0,0.0,46,10.333333333333334,8,1,7,0,1,11,0,0,5,5,4.35,Right,1.452,横浜DeNAベイスターズ
濵口　遥大,19,8,7,0,0,0,0,0,0,0.533,464,112.33333333333333,104,8,33,1,2,88,3,1,42,42,3.36,Left,1.22,横浜DeNAベイスターズ
ピープルズ,3,0,2,0,0,0,0,0,0,0.0,18,3.0,9,0,1,0,0,4,0,0,5,5,15.0,Right,3.333,横浜DeNAベイスターズ
平田　真吾,47,4,3,0,10,14,0,0,0,0.571,180,42.0,47,5,8,0,2,39,0,0,21,20,4.29,Right,1.31,横浜DeNAベイスターズ
三浦　銀二,6,0,0,0,0,0,0,0,0,0.0,42,8.333333333333334,16,2,1,0,0,8,0,0,10,10,10.8,Right,2.04,横浜DeNAベイスターズ
三上　朋也,19,0,0,0,0,0,0,0,0,0.0,106,24.666666666666668,28,3,8,2,1,19,0,0,10,10,3.65,Right,1.459,横浜DeNAベイスターズ
三嶋　一輝,13,2,2,1,5,7,0,0,0,0.5,50,12.666666666666666,8,1,6,1,0,11,0,0,4,4,2.84,Right,1.105,横浜DeNAベイスターズ
宮國　椋丞,17,0,0,0,2,2,0,0,0,0.0,103,20.666666666666668,35,6,5,0,1,13,1,0,20,20,8.71,Right,1.935,横浜DeNAベイスターズ
森原　康平,6,0,0,0,0,0,0,0,0,0.0,24,6.0,6,2,0,0,0,8,0,0,4,4,6.0,Right,1.0,横浜DeNAベイスターズ
山﨑　康晃,56,0,2,37,3,3,0,0,0,0.0,197,54.333333333333336,29,4,9,1,0,42,1,0,9,8,1.33,Right,0.699,横浜DeNAベイスターズ
ロメロ,23,6,8,0,0,1,0,0,0,0.429,420,92.33333333333333,100,8,35,1,9,54,5,0,59,50,4.87,Right,1.462,横浜DeNAベイスターズ
石川　雅規,16,6,4,0,0,0,0,0,0,0.6,357,84.0,93,16,15,2,3,39,1,0,45,42,4.5,Left,1.286,東京ヤクルトスワローズ
石山　泰稚,38,2,0,0,16,18,0,0,0,1.0,148,36.0,27,0,14,2,2,35,2,0,7,7,1.75,Right,1.139,東京ヤクルトスワローズ
市川　悠太,6,0,0,0,0,0,0,0,0,0.0,58,12.0,17,1,6,0,1,6,2,0,10,10,7.5,Right,1.917,東京ヤクルトスワローズ
梅野　雄吾,41,4,3,0,16,20,0,0,0,0.571,168,39.0,37,6,15,2,1,26,3,0,15,13,3.0,Right,1.333,東京ヤクルトスワローズ
大下　佑馬,10,0,0,0,1,1,0,0,0,0.0,62,15.0,16,4,3,0,0,11,0,0,10,7,4.2,Right,1.267,東京ヤクルトスワローズ
大西　広樹,43,3,2,0,3,6,0,0,0,0.6,260,58.666666666666664,74,8,15,4,2,42,1,0,34,29,4.45,Right,1.517,東京ヤクルトスワローズ
小川　泰弘,25,8,8,0,0,0,1,1,1,0.5,621,153.33333333333334,145,16,32,1,3,91,2,0,50,48,2.82,Right,1.154,東京ヤクルトスワローズ
奥川　恭伸,1,0,0,0,0,0,0,0,0,0.0,15,4.0,2,1,1,0,0,3,0,0,1,1,2.25,Right,0.75,東京ヤクルトスワローズ
金久保　優斗,3,1,1,0,0,0,0,0,0,0.5,43,9.333333333333334,13,3,2,1,0,4,0,0,8,8,7.71,Right,1.607,東京ヤクルトスワローズ
木澤　尚文,55,9,3,0,8,17,0,0,0,0.75,284,70.33333333333333,57,3,21,1,3,52,5,0,28,23,2.94,Right,1.109,東京ヤクルトスワローズ
久保　拓眞,29,1,0,0,7,8,0,0,0,1.0,107,26.666666666666668,19,1,13,2,2,19,1,0,8,8,2.7,Left,1.2,東京ヤクルトスワローズ
コール,34,2,0,0,6,8,0,0,0,1.0,145,36.0,25,3,14,1,1,32,2,0,13,11,2.75,Right,1.083,東京ヤクルトスワローズ
小澤　怜史,10,2,1,0,0,0,0,0,0,0.667,200,46.0,48,4,17,1,6,44,2,0,21,21,4.11,Right,1.413,東京ヤクルトスワローズ
今野　龍太,51,1,2,1,16,17,0,0,0,0.333,198,46.0,45,4,16,1,2,37,2,1,22,19,3.72,Right,1.326,東京ヤクルトスワローズ
サイスニード,23,9,6,0,0,0,0,0,0,0.6,553,132.33333333333334,140,17,26,0,5,96,3,0,66,52,3.54,Right,1.254,東京ヤクルトスワローズ
坂本　光士郎,7,0,1,0,0,0,0,0,0,0.0,59,10.666666666666666,15,4,9,0,1,11,2,0,14,11,9.28,Left,2.25,東京ヤクルトスワローズ
柴田　大地,1,0,0,0,0,0,0,0,0,0.0,10,1.0,5,0,1,0,0,2,1,0,5,1,9.0,Right,6.0,東京ヤクルトスワローズ
清水　昇,50,5,4,0,28,33,0,0,0,0.556,173,46.666666666666664,23,1,14,3,1,43,0,0,6,6,1.16,Right,0.793,東京ヤクルトスワローズ
スアレス,6,0,0,0,0,0,0,0,0,0.0,102,21.666666666666668,27,4,7,0,0,16,2,0,17,15,6.23,Left,1.569,東京ヤクルトスワローズ
杉山　晃基,1,0,0,0,0,0,0,0,0,0.0,4,0.6666666666666666,2,0,0,0,0,0,0,0,0,0,0.0,Right,3.0,東京ヤクルトスワローズ
高梨　裕稔,20,7,9,0,0,0,1,1,0,0.438,447,102.66666666666667,103,11,41,1,6,84,2,0,51,49,4.3,Right,1.403,東京ヤクルトスワローズ
高橋　奎二,17,8,2,0,0,0,2,1,1,0.8,416,102.66666666666667,75,9,37,3,9,113,1,0,32,30,2.63,Left,1.091,東京ヤクルトスワローズ
田口　麗斗,45,1,1,2,18,19,0,0,0,0.5,143,36.0,30,0,8,2,3,31,1,0,7,5,1.25,Left,1.056,東京ヤクルトスワローズ
竹山　日向,1,0,0,0,0,0,0,0,0,0.0,3,1.0,0,0,0,0,0,1,0,0,0,0,0.0,Right,0.0,東京ヤクルトスワローズ
原　樹理,22,8,7,0,0,1,0,0,0,0.533,476,107.66666666666667,132,14,32,1,5,52,1,0,59,58,4.85,Right,1.523,東京ヤクルトスワローズ
星　知弥,7,0,1,0,0,0,0,0,0,0.0,56,12.333333333333334,14,2,6,0,1,12,0,0,6,6,4.38,Right,1.622,東京ヤクルトスワローズ
マクガフ,55,2,2,38,4,6,0,0,0,0.5,215,53.666666666666664,39,5,13,2,1,59,2,0,16,14,2.35,Right,0.969,東京ヤクルトスワローズ
宮台　康平,2,0,0,0,0,0,0,0,0,0.0,12,2.3333333333333335,4,0,1,0,0,4,1,0,5,5,19.29,Left,2.143,東京ヤクルトスワローズ
山下　輝,2,1,1,0,0,0,0,0,0,0.5,54,12.333333333333334,14,0,5,0,1,3,0,0,2,2,1.46,Left,1.541,東京ヤクルトスワローズ
山本　大貴,5,0,0,0,0,0,0,0,0,0.0,27,5.666666666666667,10,3,1,0,0,4,0,0,5,5,7.94,Left,1.941,東京ヤクルトスワローズ
吉田　大喜,2,0,1,0,0,0,0,0,0,0.0,44,9.0,14,1,5,0,0,7,0,0,3,3,3.0,Right,2.111,東京ヤクルトスワローズ
岩嵜　翔,1,0,0,0,0,0,0,0,0,0.0,1,0.0,0,0,1,0,0,0,0,0,1,1,,Right,,中日ドラゴンズ
上田　洸太朗,8,1,5,0,0,0,0,0,0,0.167,169,41.333333333333336,34,2,17,1,3,33,1,0,15,13,2.83,Left,1.234,中日ドラゴンズ
大野　雄大,23,8,8,0,0,0,4,2,2,0.5,625,157.0,126,7,37,1,6,108,1,0,50,43,2.46,Left,1.038,中日ドラゴンズ
小笠原　慎之介,22,10,8,0,0,0,0,0,0,0.556,592,146.66666666666666,127,9,39,1,1,142,4,0,47,45,2.76,Left,1.132,中日ドラゴンズ
岡田　俊哉,2,0,2,0,0,0,0,0,0,0.0,29,6.0,9,1,4,0,0,5,0,0,6,6,9.0,Left,2.167,中日ドラゴンズ
岡野　祐一郎,4,1,3,0,0,0,0,0,0,0.25,64,12.333333333333334,20,3,7,0,1,7,1,0,17,17,12.41,Right,2.189,中日ドラゴンズ
笠原　祥太郎,4,1,2,0,0,0,0,0,0,0.333,75,17.0,18,4,9,1,1,8,0,0,10,10,5.29,Left,1.588,中日ドラゴンズ
勝野　昌慶,8,0,4,0,0,0,0,0,0,0.0,183,43.666666666666664,46,6,13,0,1,36,0,0,24,22,4.53,Right,1.351,中日ドラゴンズ
佐藤　優,4,0,0,0,0,0,0,0,0,0.0,21,4.0,7,1,2,0,0,3,0,0,5,5,11.25,Right,2.25,中日ドラゴンズ
清水　達也,54,3,3,1,32,35,0,0,0,0.5,194,50.333333333333336,28,1,17,1,1,51,2,0,17,17,3.04,Right,0.894,中日ドラゴンズ
鈴木　博志,3,0,1,0,1,1,0,0,0,0.0,55,13.0,11,0,5,0,1,9,0,0,6,6,4.15,Right,1.231,中日ドラゴンズ
祖父江　大輔,46,4,3,1,17,21,0,0,0,0.571,179,42.666666666666664,42,3,13,2,1,32,1,0,21,18,3.8,Right,1.289,中日ドラゴンズ
タバーレス,3,0,0,0,0,0,0,0,0,0.0,15,3.0,4,0,2,0,1,4,0,0,2,2,6.0,Right,2.0,中日ドラゴンズ
髙橋　宏斗,19,6,7,0,0,0,0,0,0,0.462,462,116.66666666666667,79,8,42,3,4,134,1,0,34,32,2.47,Right,1.037,中日ドラゴンズ
田島　慎二,21,0,0,0,1,1,0,0,0,0.0,97,21.666666666666668,22,2,8,0,1,9,1,0,13,11,4.57,Right,1.385,中日ドラゴンズ
谷元　圭介,34,0,0,1,6,6,0,0,0,0.0,134,31.0,30,3,12,4,0,21,0,0,9,9,2.61,Right,1.355,中日ドラゴンズ
根尾　昂,25,0,0,0,1,1,0,0,0,0.0,124,29.0,23,2,12,1,3,22,1,0,12,11,3.41,Right,1.207,中日ドラゴンズ
橋本　侑樹,4,0,0,0,0,0,0,0,0,0.0,39,8.333333333333334,12,2,3,0,3,5,0,0,9,9,9.72,Left,1.8,中日ドラゴンズ
福　敬登,36,2,2,0,3,5,0,0,0,0.5,123,27.666666666666668,25,3,12,2,2,25,1,0,15,14,4.55,Left,1.337,中日ドラゴンズ
福谷　浩司,5,1,3,0,0,0,0,0,0,0.25,119,23.0,42,3,9,0,0,14,4,0,27,23,9.0,Right,2.217,中日ドラゴンズ
藤嶋　健人,50,2,1,0,10,12,0,0,0,0.667,201,50.666666666666664,39,3,11,0,1,43,0,0,12,12,2.13,Right,0.987,中日ドラゴンズ
マルク,2,0,0,0,0,0,0,0,0,0.0,15,3.0,5,0,2,0,0,0,0,0,4,4,12.0,Right,2.333,中日ドラゴンズ
Ｒ．マルティネス,56,4,3,39,5,9,0,0,0,0.571,213,55.666666666666664,30,2,12,2,4,62,0,0,6,6,0.97,Right,0.754,中日ドラゴンズ
松葉　貴大,19,6,7,0,0,0,0,0,0,0.462,404,100.0,96,4,18,2,2,51,0,0,38,37,3.33,Left,1.14,中日ドラゴンズ
森　博人,30,1,0,0,0,1,0,0,0,1.0,133,30.333333333333332,29,4,14,1,3,23,1,0,9,9,2.67,Right,1.418,中日ドラゴンズ
柳　裕也,25,9,11,0,0,1,3,1,2,0.45,648,153.33333333333334,154,17,37,1,5,124,8,0,64,62,3.64,Right,1.246,中日ドラゴンズ
