Name,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SAC,SF,BB,IBB,HBP,SO,GDP,BA,SLG,OBP,Hand,OPS,Team
赤木　晴哉,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
秋山　翔吾,10,12,12,3,3,0,1,1,8,1,0,0,0,0,0,0,0,5,0,.250,0.667,0.25,Left,0.917,広島東洋カープ
石原　貴規,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
大盛　穂,14,47,45,5,12,0,0,1,15,4,2,0,1,0,1,0,0,15,0,.267,0.333,0.283,Left,0.616,広島東洋カープ
岡本　駿,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
勝田　成,9,33,30,0,5,1,0,0,6,1,0,1,0,0,1,1,2,9,0,.167,0.2,0.242,Left,0.442,広島東洋カープ
菊池　涼介,12,44,38,4,10,2,0,0,12,2,2,1,3,0,3,0,0,9,0,.263,0.316,0.317,Right,0.633,広島東洋カープ
栗林　良吏,3,9,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
小園　海斗,14,59,52,4,6,2,0,0,8,3,0,1,1,1,5,0,0,8,1,.115,0.154,0.19,Left,0.344,広島東洋カープ
齊藤　汰直,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
坂倉　将吾,15,55,44,5,9,3,0,1,15,9,1,0,0,1,10,1,0,10,1,.205,0.341,0.345,Left,0.686,広島東洋カープ
佐々木　泰,15,60,58,7,12,1,0,1,16,4,0,0,0,0,2,0,0,10,0,.207,0.276,0.233,Right,0.509,広島東洋カープ
佐藤　啓介,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
島内　颯太郎,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
鈴木　健矢,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
ターノック,3,4,2,0,1,1,0,0,2,0,0,0,2,0,0,0,0,1,0,.500,1.0,0.5,Right,1.5,広島東洋カープ
髙　太一,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
辰見　鴻之介,4,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
辻　大雅,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
床田　寛樹,3,5,3,0,2,0,0,0,2,1,0,0,1,0,1,0,0,1,0,.667,0.667,0.75,Left,1.417,広島東洋カープ
中﨑　翔太,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
中村　奨成,15,61,52,3,10,1,0,0,11,0,0,0,6,0,3,0,0,6,0,.192,0.212,0.236,Right,0.448,広島東洋カープ
野間　峻祥,3,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,.333,0.333,0.333,Left,0.666,広島東洋カープ
ハーン,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
平川　蓮,4,15,13,1,2,1,0,0,3,3,0,0,0,0,1,0,1,4,0,.154,0.231,0.267,Switch,0.498,広島東洋カープ
ファビアン,15,58,57,4,11,1,0,2,18,4,0,0,0,0,0,0,1,10,0,.193,0.316,0.207,Right,0.523,広島東洋カープ
二俣　翔一,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,.500,0.5,0.5,Right,1.0,広島東洋カープ
塹江　敦哉,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
益田　武尚,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
モンテロ,12,41,37,7,11,2,0,3,22,9,0,0,0,2,2,1,0,5,0,.297,0.595,0.317,Right,0.912,広島東洋カープ
持丸　泰輝,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
森　翔平,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
森浦　大輔,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
森下　暢仁,3,4,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,.000,0.0,0.333,Right,0.333,広島東洋カープ
矢野　雅哉,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
渡邉　悠斗,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,.000,0.0,0.0,Right,0.0,広島東洋カープ
東　克樹,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,.000,0.0,0.0,Left,0.0,横浜DeNAベイスターズ
石上　泰輝,8,17,15,0,1,1,0,0,2,1,0,0,0,0,2,1,0,5,0,.067,0.133,0.176,Left,0.309,横浜DeNAベイスターズ
石田　裕太郎,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,.000,0.0,0.0,Right,0.0,横浜DeNAベイスターズ
伊勢　大夢,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,横浜DeNAベイスターズ
入江　大生,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,横浜DeNAベイスターズ
蝦名　達夫,14,47,42,3,8,2,0,0,10,2,2,0,1,0,3,0,1,10,1,.190,0.238,0.261,Right,0.499,横浜DeNAベイスターズ
梶原　昂希,7,16,14,1,2,1,0,0,3,0,1,0,0,0,1,0,1,7,0,.143,0.214,0.25,Left,0.464,横浜DeNAベイスターズ
勝又　温史,3,9,9,1,3,1,0,0,4,1,0,0,0,0,0,0,0,3,0,.333,0.444,0.333,Left,0.777,横浜DeNAベイスターズ
神里　和毅,7,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,.000,0.0,0.5,Left,0.5,横浜DeNAベイスターズ
京田　陽太,7,10,10,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,.100,0.1,0.1,Left,0.2,横浜DeNAベイスターズ
九鬼　隆平,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Right,0.0,横浜DeNAベイスターズ
コックス,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,.000,0.0,0.0,Left,0.0,横浜DeNAベイスターズ
坂本　裕哉,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,横浜DeNAベイスターズ
佐野　恵太,16,69,63,7,20,5,0,1,28,8,0,0,0,0,6,0,0,7,1,.317,0.444,0.377,Left,0.821,横浜DeNAベイスターズ
平良　拳太郎,2,3,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,.000,0.0,0.5,Right,0.5,横浜DeNAベイスターズ
竹田　祐,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Right,0.0,横浜DeNAベイスターズ
筒香　嘉智,8,32,26,7,11,2,0,2,19,5,0,0,0,0,5,0,1,7,0,.423,0.731,0.531,Left,1.262,横浜DeNAベイスターズ
デュプランティエ,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,横浜DeNAベイスターズ
戸柱　恭孝,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Left,0.0,横浜DeNAベイスターズ
中川　虎大,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,横浜DeNAベイスターズ
中川　颯,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,横浜DeNAベイスターズ
橋本　達弥,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,横浜DeNAベイスターズ
林　琢真,12,23,20,0,3,0,0,0,3,2,1,0,0,0,3,1,0,6,0,.150,0.15,0.261,Left,0.411,横浜DeNAベイスターズ
ヒュンメル,14,51,42,4,10,1,0,1,14,6,0,0,0,0,9,0,0,15,1,.238,0.333,0.373,Switch,0.706,横浜DeNAベイスターズ
ビシエド,8,16,15,0,5,0,0,0,5,2,0,0,0,1,0,0,0,2,0,.333,0.333,0.313,Right,0.646,横浜DeNAベイスターズ
深沢　鳳介,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.000,1.0,1.0,Right,2.0,横浜DeNAベイスターズ
堀岡　隼人,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,横浜DeNAベイスターズ
マルセリーノ,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,横浜DeNAベイスターズ
牧　秀悟,16,70,57,11,18,3,0,1,24,6,1,1,0,1,11,0,1,11,0,.316,0.421,0.429,Right,0.85,横浜DeNAベイスターズ
松尾　汐恩,8,22,19,1,3,1,0,0,4,1,0,0,0,0,3,2,0,3,3,.158,0.211,0.273,Right,0.484,横浜DeNAベイスターズ
三森　大貴,6,5,5,1,3,0,0,0,3,0,0,1,0,0,0,0,0,1,0,.600,0.6,0.6,Left,1.2,横浜DeNAベイスターズ
宮城　滝太,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,横浜DeNAベイスターズ
宮﨑　敏郎,14,51,48,4,14,3,0,1,20,7,0,0,0,0,3,0,0,4,3,.292,0.417,0.333,Right,0.75,横浜DeNAベイスターズ
宮下　朝陽,5,18,17,2,3,0,0,1,6,2,1,0,0,0,1,1,0,8,0,.176,0.353,0.222,Right,0.575,横浜DeNAベイスターズ
山﨑　康晃,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,横浜DeNAベイスターズ
山本　祐大,13,47,39,3,10,3,0,0,13,3,0,0,0,0,6,0,2,8,3,.256,0.333,0.383,Right,0.716,横浜DeNAベイスターズ
吉野　光樹,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,横浜DeNAベイスターズ
ルイーズ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,横浜DeNAベイスターズ
レイノルズ,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,横浜DeNAベイスターズ
度会　隆輝,15,51,49,4,14,2,0,2,22,4,1,0,1,0,1,0,0,10,0,.286,0.449,0.3,Left,0.749,横浜DeNAベイスターズ
赤羽　由紘,14,25,25,3,9,2,0,0,11,1,1,0,0,0,0,0,0,7,0,.360,0.44,0.36,Right,0.8,東京ヤクルトスワローズ
伊藤　琉偉,17,53,43,4,9,0,0,2,15,6,2,1,1,0,8,3,1,16,1,.209,0.349,0.346,Right,0.695,東京ヤクルトスワローズ
岩田　幸宏,17,67,64,8,18,2,0,0,20,3,8,0,0,0,2,0,1,16,0,.281,0.313,0.313,Left,0.626,東京ヤクルトスワローズ
ウォルターズ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Right,0.0,東京ヤクルトスワローズ
オスナ,17,70,64,5,16,1,0,1,20,5,0,2,0,0,6,0,0,12,3,.250,0.313,0.314,Right,0.627,東京ヤクルトスワローズ
大西　広樹,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,東京ヤクルトスワローズ
小川　泰弘,3,6,6,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,0,.167,0.167,0.167,Right,0.334,東京ヤクルトスワローズ
奥川　恭伸,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,.000,0.0,0.0,Right,0.0,東京ヤクルトスワローズ
キハダ,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,東京ヤクルトスワローズ
木澤　尚文,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,東京ヤクルトスワローズ
北村　恵吾,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,.000,0.0,0.0,Right,0.0,東京ヤクルトスワローズ
古賀　優大,10,40,38,2,12,1,0,0,13,5,0,0,1,1,0,0,0,2,2,.316,0.342,0.308,Right,0.65,東京ヤクルトスワローズ
サンタナ,17,68,57,8,15,3,0,4,30,9,0,0,0,0,11,0,0,17,1,.263,0.526,0.382,Right,0.908,東京ヤクルトスワローズ
清水　昇,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,東京ヤクルトスワローズ
荘司　宏太,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,東京ヤクルトスワローズ
鈴木　叶,6,25,24,3,6,1,1,0,9,3,0,0,0,0,1,0,0,3,0,.250,0.375,0.28,Right,0.655,東京ヤクルトスワローズ
高梨　裕稔,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,.000,0.0,0.0,Right,0.0,東京ヤクルトスワローズ
田口　麗斗,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,東京ヤクルトスワローズ
武岡　龍世,17,48,43,7,10,2,0,0,12,3,0,0,0,0,5,0,0,13,0,.233,0.279,0.313,Left,0.592,東京ヤクルトスワローズ
田中　陽翔,7,14,14,0,4,0,0,0,4,3,0,0,0,0,0,0,0,5,0,.286,0.286,0.286,Left,0.572,東京ヤクルトスワローズ
中村　悠平,5,9,7,1,1,0,0,0,1,0,0,0,0,0,2,0,0,1,1,.143,0.143,0.333,Right,0.476,東京ヤクルトスワローズ
長岡　秀樹,17,74,69,10,19,3,1,0,24,2,2,1,0,0,5,0,0,11,1,.275,0.348,0.324,Left,0.672,東京ヤクルトスワローズ
並木　秀尊,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,東京ヤクルトスワローズ
橋本　星哉,9,12,10,3,2,1,0,0,3,1,0,0,0,1,1,0,0,3,0,.200,0.3,0.25,Left,0.55,東京ヤクルトスワローズ
廣澤　優,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,東京ヤクルトスワローズ
星　知弥,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,東京ヤクルトスワローズ
増居　翔太,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,東京ヤクルトスワローズ
増田　珠,12,40,33,6,8,1,0,2,15,7,0,1,0,1,5,0,1,6,1,.242,0.455,0.35,Right,0.805,東京ヤクルトスワローズ
松本　健吾,3,3,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,.667,0.667,0.667,Right,1.334,東京ヤクルトスワローズ
丸山　和郁,12,18,18,2,5,1,0,1,9,6,0,0,0,0,0,0,0,4,0,.278,0.5,0.278,Left,0.778,東京ヤクルトスワローズ
丸山　翔大,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,東京ヤクルトスワローズ
宮本　丈,6,6,6,1,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,.333,0.333,0.333,Left,0.666,東京ヤクルトスワローズ
モイセエフ　ニキータ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,0.0,1.0,Left,1.0,東京ヤクルトスワローズ
山野　太一,3,9,9,0,3,0,0,0,3,2,0,0,0,0,0,0,0,4,0,.333,0.333,0.333,Left,0.666,東京ヤクルトスワローズ
