Name,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SAC,SF,BB,IBB,HBP,SO,GDP,BA,SLG,OBP,Hand,OPS,Team
ヘルナンデス,56,240,221,34,65,11,0,8,100,30,0,1,0,1,15,1,3,58,8,.294,0.452,0.346,Right,0.798,読売ジャイアンツ
平内　龍太,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,読売ジャイアンツ
堀田　賢慎,17,11,9,0,1,0,0,0,1,0,0,0,2,0,0,0,0,5,0,.111,0.111,0.111,Right,0.222,読売ジャイアンツ
増田　大輝,40,38,30,4,6,1,1,0,9,4,4,1,7,0,1,0,0,6,1,.200,0.3,0.226,Right,0.526,読売ジャイアンツ
増田　陸,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,.000,0.0,0.167,Right,0.167,読売ジャイアンツ
又木　鉄平,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Left,0.0,読売ジャイアンツ
松井　颯,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,読売ジャイアンツ
松原　聖弥,9,16,13,1,2,0,0,0,2,2,0,0,0,0,3,0,0,5,0,.154,0.154,0.313,Left,0.467,読売ジャイアンツ
丸　佳浩,138,595,525,51,146,18,1,14,208,45,8,4,0,2,65,5,3,93,9,.278,0.396,0.36,Left,0.756,読売ジャイアンツ
メンデス,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Left,0.0,読売ジャイアンツ
モンテス,46,159,151,14,41,15,0,1,59,14,1,0,0,0,7,2,1,21,3,.272,0.391,0.308,Right,0.699,読売ジャイアンツ
山﨑　伊織,24,53,44,1,6,2,0,0,8,4,0,0,8,0,1,0,0,19,0,.136,0.182,0.156,Left,0.338,読売ジャイアンツ
山瀬　慎之助,2,6,6,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,.333,0.333,0.333,Right,0.666,読売ジャイアンツ
湯浅　大,19,7,6,2,1,0,0,0,1,2,0,1,1,0,0,0,0,2,0,.167,0.167,0.167,Right,0.334,読売ジャイアンツ
横川　凱,12,8,4,0,1,0,0,0,1,1,0,0,4,0,0,0,0,1,0,.250,0.25,0.25,Left,0.5,読売ジャイアンツ
吉川　尚輝,143,602,536,65,154,25,4,5,202,46,12,5,13,6,41,2,6,61,8,.287,0.377,0.341,Left,0.718,読売ジャイアンツ
若林　楽人,27,44,42,3,9,1,1,1,15,7,1,0,0,0,1,0,1,11,0,.214,0.357,0.25,Right,0.607,読売ジャイアンツ
青柳　晃洋,12,18,12,0,0,0,0,0,0,2,0,0,4,1,1,0,0,5,0,.000,0.0,0.071,Right,0.071,阪神タイガース
石井　大智,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
石黒　佑弥,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
伊藤　将司,18,22,18,2,1,0,0,0,1,0,0,0,4,0,0,0,0,11,0,.056,0.056,0.056,Left,0.112,阪神タイガース
糸原　健斗,89,128,111,8,24,2,0,0,26,9,0,0,0,1,15,0,1,20,3,.216,0.234,0.313,Left,0.547,阪神タイガース
井上　広大,23,55,52,5,11,2,0,3,22,8,1,1,0,0,3,0,0,20,0,.212,0.423,0.255,Right,0.678,阪神タイガース
岩崎　優,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,阪神タイガース
岩貞　祐太,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,阪神タイガース
植田　海,59,11,11,11,3,0,1,0,5,3,4,1,0,0,0,0,0,3,0,.273,0.455,0.273,Switch,0.728,阪神タイガース
梅野　隆太郎,95,318,268,18,56,9,0,0,65,15,0,1,17,2,30,3,1,84,6,.209,0.243,0.289,Right,0.532,阪神タイガース
漆原　大晟,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,阪神タイガース
大竹　耕太郎,24,51,46,2,8,1,0,0,9,3,0,0,5,0,0,0,0,22,2,.174,0.196,0.174,Left,0.37,阪神タイガース
大山　悠輔,130,545,483,63,125,18,0,14,185,68,0,4,0,3,52,3,7,88,19,.259,0.383,0.338,Right,0.721,阪神タイガース
岡留　英貴,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
小野寺　暖,25,29,27,3,4,0,1,0,6,0,0,0,1,0,0,0,1,10,0,.148,0.222,0.179,Right,0.401,阪神タイガース
小幡　竜平,50,135,116,12,28,3,1,1,36,9,2,3,7,0,12,1,0,27,1,.241,0.31,0.313,Left,0.623,阪神タイガース
及川　雅貴,9,6,6,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,.500,0.5,0.5,Left,1.0,阪神タイガース
加治屋　蓮,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
川原　陸,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,阪神タイガース
木浪　聖也,116,409,359,27,77,13,1,1,95,35,1,0,13,1,32,4,4,64,17,.214,0.265,0.285,Left,0.55,阪神タイガース
桐敷　拓馬,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,阪神タイガース
熊谷　敬宥,32,9,8,2,1,0,0,0,1,0,1,1,1,0,0,0,0,2,0,.125,0.125,0.125,Right,0.25,阪神タイガース
ゲラ,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,阪神タイガース
才木　浩人,25,52,40,1,3,1,0,0,4,1,0,0,7,0,5,0,0,25,1,.075,0.1,0.178,Right,0.278,阪神タイガース
榮枝　裕貴,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
坂本　誠志郎,64,218,193,11,43,3,0,0,46,12,0,0,10,1,12,0,2,38,6,.223,0.238,0.274,Right,0.512,阪神タイガース
佐藤　輝明,120,496,451,58,121,21,4,16,198,70,0,2,0,4,36,2,5,133,11,.268,0.439,0.327,Left,0.766,阪神タイガース
佐藤　蓮,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
島田　海吏,62,94,80,8,22,2,0,0,24,2,5,3,3,0,10,0,1,16,2,.275,0.3,0.363,Left,0.663,阪神タイガース
島本　浩也,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,阪神タイガース
髙橋　遥人,5,12,9,0,2,0,0,0,2,0,0,0,2,0,1,0,0,5,0,.222,0.222,0.3,Left,0.522,阪神タイガース
近本　光司,141,639,562,71,160,16,5,6,204,45,19,9,0,4,68,5,5,93,7,.285,0.363,0.365,Left,0.728,阪神タイガース
富田　蓮,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,阪神タイガース
豊田　寛,11,19,19,1,4,1,0,0,5,0,0,0,0,0,0,0,0,5,2,.211,0.263,0.211,Right,0.474,阪神タイガース
長坂　拳弥,5,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,.000,0.0,0.0,Right,0.0,阪神タイガース
中野　拓夢,143,634,547,63,127,20,2,1,154,32,6,7,35,1,46,0,5,97,10,.232,0.282,0.297,Left,0.579,阪神タイガース
西　純矢,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
西　勇輝,21,39,38,1,7,1,0,0,8,4,0,0,1,0,0,0,0,13,0,.184,0.211,0.184,Right,0.395,阪神タイガース
ノイジー,49,149,134,8,31,5,0,1,39,8,1,0,0,1,14,1,0,16,9,.231,0.291,0.302,Right,0.593,阪神タイガース
野口　恭佑,26,61,53,6,10,0,0,0,10,5,0,0,0,1,5,0,2,12,1,.189,0.189,0.279,Right,0.468,阪神タイガース
浜地　真澄,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
原口　文仁,52,65,58,5,14,1,0,2,21,9,1,0,0,0,5,0,2,14,0,.241,0.362,0.323,Right,0.685,阪神タイガース
ビーズリー,14,23,21,2,0,0,0,0,0,0,0,0,1,0,1,0,0,11,0,.000,0.0,0.045,Right,0.045,阪神タイガース
前川　右京,116,362,324,25,87,16,0,4,115,42,0,0,0,1,27,0,10,50,7,.269,0.355,0.343,Left,0.698,阪神タイガース
ミエセス,14,19,18,1,2,0,0,0,2,0,0,0,0,0,1,0,0,5,1,.111,0.111,0.158,Right,0.269,阪神タイガース
村上　頌樹,25,48,44,0,5,0,0,0,5,3,0,0,3,0,1,0,0,24,0,.114,0.114,0.133,Left,0.247,阪神タイガース
森下　翔太,129,526,458,64,126,24,2,16,202,73,0,2,0,3,53,1,12,78,13,.275,0.441,0.363,Right,0.804,阪神タイガース
門別　啓人,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Left,0.0,阪神タイガース
渡邉　諒,67,137,123,7,32,5,0,2,43,11,0,1,0,2,11,0,1,34,2,.260,0.35,0.321,Right,0.671,阪神タイガース
アドゥワ　誠,20,32,29,1,1,0,0,0,1,0,0,0,3,0,0,0,0,14,0,.034,0.034,0.034,Right,0.068,広島東洋カープ
會澤　翼,57,159,150,9,28,6,0,0,34,13,0,0,0,0,7,1,2,43,6,.187,0.227,0.233,Right,0.46,広島東洋カープ
秋山　翔吾,138,587,547,60,158,20,1,4,192,30,6,5,2,4,29,3,5,96,6,.289,0.351,0.328,Left,0.679,広島東洋カープ
石原　貴規,56,139,122,11,28,6,0,3,43,11,0,0,5,2,5,1,5,22,1,.230,0.352,0.284,Right,0.636,広島東洋カープ
磯村　嘉孝,10,10,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,.000,0.0,0.1,Right,0.1,広島東洋カープ
上本　崇司,62,146,129,16,27,2,0,0,29,7,0,2,9,0,4,0,4,24,3,.209,0.225,0.255,Right,0.48,広島東洋カープ
宇草　孔基,41,75,66,10,16,2,0,3,27,8,3,1,3,0,4,0,2,22,1,.242,0.409,0.306,Left,0.715,広島東洋カープ
内田　湘大,1,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.333,0.333,0.333,Right,0.666,広島東洋カープ
遠藤　淳志,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
大瀬良　大地,25,45,42,0,2,0,0,0,2,0,0,0,3,0,0,0,0,21,2,.048,0.048,0.048,Right,0.096,広島東洋カープ
大道　温貴,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
大盛　穂,74,35,31,7,7,2,0,0,9,4,2,1,2,0,2,0,0,10,0,.226,0.29,0.273,Left,0.563,広島東洋カープ
河野　佳,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
菊池　涼介,136,497,453,27,109,19,0,9,155,38,2,2,17,1,25,3,1,69,9,.241,0.342,0.281,Right,0.623,広島東洋カープ
久保　修,19,18,17,1,1,0,0,0,1,0,0,0,0,0,0,0,1,8,0,.059,0.059,0.111,Right,0.17,広島東洋カープ
九里　亜蓮,23,39,31,0,0,0,0,0,0,2,0,0,7,1,0,0,0,18,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
栗林　良吏,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
黒原　拓未,53,2,1,1,1,0,1,0,3,1,0,0,1,0,0,0,0,0,0,1.000,3.0,1.0,Left,4.0,広島東洋カープ
ケムナ　誠,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
コルニエル,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
小園　海斗,143,588,540,52,151,15,3,2,178,61,13,9,7,5,30,6,6,53,6,.280,0.33,0.322,Left,0.652,広島東洋カープ
坂倉　将吾,121,462,427,43,119,19,1,12,176,44,3,2,1,2,31,3,1,80,7,.279,0.412,0.328,Left,0.74,広島東洋カープ
佐藤　啓介,7,17,15,1,2,0,0,0,2,0,0,0,0,0,2,0,0,3,0,.133,0.133,0.235,Left,0.368,広島東洋カープ
シャイナー,12,31,30,1,4,1,0,1,8,5,0,0,0,0,1,0,0,9,1,.133,0.267,0.161,Right,0.428,広島東洋カープ
島内　颯太郎,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
末包　昇大,79,304,286,22,68,14,0,9,109,37,1,2,0,0,12,0,6,85,6,.238,0.381,0.283,Right,0.664,広島東洋カープ
髙　太一,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
高橋　昂也,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
滝田　一希,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
田中　広輔,66,108,96,5,15,2,0,2,23,7,1,1,0,2,9,0,1,26,2,.156,0.24,0.231,Left,0.471,広島東洋カープ
玉村　昇悟,15,19,18,1,3,0,0,0,3,2,0,0,1,0,0,0,0,9,1,.167,0.167,0.167,Left,0.334,広島東洋カープ
田村　俊介,37,106,101,4,20,3,2,0,27,5,1,1,1,0,3,1,1,27,2,.198,0.267,0.229,Left,0.496,広島東洋カープ
常廣　羽也斗,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
堂林　翔太,87,273,244,15,56,13,0,1,72,17,0,2,9,3,16,0,1,67,4,.230,0.295,0.277,Right,0.572,広島東洋カープ
床田　寛樹,26,52,45,1,8,0,0,0,8,1,0,0,7,0,0,0,0,7,0,.178,0.178,0.178,Left,0.356,広島東洋カープ
中﨑　翔太,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
仲田　侑仁,1,4,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,.250,0.25,0.25,Right,0.5,広島東洋カープ
中村　健人,12,24,24,1,2,0,0,1,5,2,0,0,0,0,0,0,0,8,0,.083,0.208,0.083,Right,0.291,広島東洋カープ
中村　奨成,30,70,69,4,10,2,0,0,12,1,0,1,0,0,1,0,0,13,1,.145,0.174,0.157,Right,0.331,広島東洋カープ
中村　貴浩,11,25,24,4,5,0,0,0,5,3,0,0,1,0,0,0,0,5,1,.208,0.208,0.208,Left,0.416,広島東洋カープ
韮澤　雄也,11,15,15,1,2,0,0,0,2,0,0,0,0,0,0,0,0,2,1,.133,0.133,0.133,Left,0.266,広島東洋カープ
野間　峻祥,113,443,391,40,106,14,5,1,133,28,8,5,3,1,43,1,5,52,9,.271,0.34,0.35,Left,0.69,広島東洋カープ
野村　祐輔,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
ハーン,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
ハッチ,5,7,6,1,1,0,0,0,1,1,0,0,1,0,0,0,0,4,0,.167,0.167,0.167,Right,0.334,広島東洋カープ
長谷部　銀次,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
羽月　隆太郎,53,25,22,12,5,1,0,0,6,1,12,7,2,0,1,0,0,8,0,.227,0.273,0.261,Left,0.534,広島東洋カープ
林　晃汰,27,64,60,4,11,4,0,0,15,2,0,0,0,0,4,1,0,20,3,.183,0.25,0.234,Left,0.484,広島東洋カープ
二俣　翔一,80,122,107,7,21,4,0,1,28,7,1,0,6,0,8,0,1,26,3,.196,0.262,0.259,Right,0.521,広島東洋カープ
塹江　敦哉,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
益田　武尚,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
松本　竜也,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
松山　竜平,65,78,73,2,13,4,0,1,20,10,0,0,0,1,4,3,0,12,5,.178,0.274,0.218,Left,0.492,広島東洋カープ
森　翔平,5,8,6,0,1,0,0,0,1,0,0,0,2,0,0,0,0,2,0,.167,0.167,0.167,Left,0.334,広島東洋カープ
森浦　大輔,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
森下　暢仁,23,52,47,5,11,1,0,0,12,3,0,0,3,0,1,0,1,12,0,.234,0.255,0.265,Right,0.52,広島東洋カープ
矢崎　拓也,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
矢野　雅哉,137,495,430,45,112,13,6,2,143,38,13,10,20,4,38,1,3,109,8,.260,0.333,0.322,Left,0.655,広島東洋カープ
レイノルズ,2,6,4,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,1,.000,0.0,0.167,Right,0.167,広島東洋カープ
東　克樹,26,63,51,3,5,0,0,0,5,1,0,0,8,0,4,0,0,16,1,.098,0.098,0.164,Left,0.262,横浜DeNAベイスターズ
東妻　純平,3,2,2,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,.500,1.0,0.5,Right,1.5,横浜DeNAベイスターズ
石上　泰輝,26,79,71,3,13,4,0,0,17,3,2,0,2,0,6,2,0,17,3,.183,0.239,0.247,Left,0.486,横浜DeNAベイスターズ
石川　達也,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,横浜DeNAベイスターズ
石田　健大,6,13,12,0,1,0,0,0,1,0,0,0,1,0,0,0,0,7,0,.083,0.083,0.083,Left,0.166,横浜DeNAベイスターズ
石田　裕太郎,12,18,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,.000,0.0,0.0,Right,0.0,横浜DeNAベイスターズ
伊勢　大夢,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,横浜DeNAベイスターズ
伊藤　光,39,94,88,7,18,4,0,1,25,14,0,0,0,0,4,0,2,24,1,.205,0.284,0.255,Right,0.539,横浜DeNAベイスターズ
井上　絢登,25,48,42,2,8,5,0,0,13,4,1,0,2,0,2,1,2,8,1,.190,0.31,0.261,Left,0.571,横浜DeNAベイスターズ
ウィック,43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Left,0.0,横浜DeNAベイスターズ
ウェンデルケン,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,横浜DeNAベイスターズ
蝦名　達夫,76,253,223,28,57,13,0,3,79,17,3,7,6,1,17,1,6,51,1,.256,0.354,0.324,Right,0.678,横浜DeNAベイスターズ
オースティン,106,445,396,66,125,34,2,25,238,69,0,1,0,4,45,2,0,88,12,.316,0.601,0.382,Right,0.983,横浜DeNAベイスターズ
大貫　晋一,15,30,24,1,2,0,0,0,2,0,0,0,5,0,1,0,0,9,0,.083,0.083,0.12,Right,0.203,横浜DeNAベイスターズ
梶原　昂希,91,351,339,49,99,16,3,4,133,30,16,2,1,0,7,3,4,98,2,.292,0.392,0.314,Left,0.706,横浜DeNAベイスターズ
神里　和毅,25,25,23,3,3,0,0,0,3,0,2,0,0,0,1,0,1,12,0,.130,0.13,0.2,Left,0.33,横浜DeNAベイスターズ
上茶谷　大河,18,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Right,0.0,横浜DeNAベイスターズ
京田　陽太,101,236,216,18,53,7,1,1,65,27,3,1,4,3,13,2,0,43,4,.245,0.301,0.284,Left,0.585,横浜DeNAベイスターズ
京山　将弥,23,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,.000,0.0,0.0,Right,0.0,横浜DeNAベイスターズ
楠本　泰史,18,31,29,0,5,1,0,0,6,5,0,0,0,0,1,0,1,5,0,.172,0.207,0.226,Left,0.433,横浜DeNAベイスターズ
