Name,G,W,L,SV,HLD,HP,CG,SHO,NHB,WPCT,BF,IP,HA,HRA,BB,IBB,HBP,SO,WP,BK,R,ER,ERA,Hand,WHIP,Team
西　勇輝,18,8,5,0,0,0,2,1,0,0.615,452,108.33333333333333,106,8,24,2,8,56,0,1,47,43,3.57,Right,1.2,阪神タイガース
馬場　皐輔,19,2,1,0,3,5,0,0,0,0.667,89,22.0,17,2,8,0,0,22,0,0,8,6,2.45,Right,1.136,阪神タイガース
浜地　真澄,30,3,1,0,6,9,0,0,0,0.75,121,27.666666666666668,32,6,6,0,0,23,0,0,18,18,5.86,Right,1.373,阪神タイガース
ビーズリー,18,1,2,0,0,0,0,0,0,0.333,170,41.0,35,1,13,0,1,43,2,0,12,10,2.2,Right,1.171,阪神タイガース
ブルワー,13,0,1,0,2,2,0,0,0,0.0,50,11.333333333333334,6,1,6,1,0,14,1,0,5,3,2.38,Right,1.059,阪神タイガース
村上　頌樹,22,10,6,0,1,1,2,1,1,0.625,532,144.33333333333334,92,9,15,0,1,137,0,0,30,28,1.75,Right,0.741,阪神タイガース
門別　啓人,2,0,0,0,0,0,0,0,0,0.0,37,8.0,13,0,1,0,0,5,0,0,3,3,3.38,Left,1.75,阪神タイガース
湯浅　京己,15,0,2,8,3,3,0,0,0,0.0,67,14.333333333333334,15,3,8,0,0,15,0,0,8,7,4.4,Right,1.605,阪神タイガース
アドゥワ　誠,14,1,0,0,1,2,0,0,0,1.0,67,16.666666666666668,15,1,2,0,1,13,0,0,6,6,3.24,Right,1.02,広島東洋カープ
アンダーソン,21,4,1,0,2,3,0,0,0,0.8,181,45.0,30,2,17,0,2,39,1,0,12,11,2.2,Right,1.044,広島東洋カープ
一岡　竜司,1,0,0,0,0,0,0,0,0,0.0,1,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0.0,Right,0.0,広島東洋カープ
遠藤　淳志,8,1,5,0,0,0,1,1,0,0.167,174,41.0,36,7,15,0,2,22,0,0,20,20,4.39,Right,1.244,広島東洋カープ
大瀬良　大地,23,6,11,0,0,0,0,0,0,0.353,539,129.66666666666666,117,15,33,4,4,103,2,0,53,52,3.61,Right,1.157,広島東洋カープ
大道　温貴,48,3,1,0,10,13,0,0,0,0.75,213,49.666666666666664,44,2,23,3,3,49,0,0,15,15,2.72,Right,1.349,広島東洋カープ
河野　佳,8,0,1,0,0,0,0,0,0,0.0,60,12.333333333333334,19,6,5,0,1,11,2,0,13,13,9.49,Right,1.946,広島東洋カープ
九里　亜蓮,26,8,8,0,0,0,3,3,2,0.5,706,174.33333333333334,142,8,49,7,10,129,2,0,58,49,2.53,Right,1.096,広島東洋カープ
栗林　良吏,55,3,7,18,15,18,0,0,0,0.3,210,52.333333333333336,42,4,19,2,1,51,2,0,18,17,2.92,Right,1.166,広島東洋カープ
黒原　拓未,5,0,1,0,0,0,0,0,0,0.0,69,12.666666666666666,21,1,10,0,0,13,2,0,15,15,10.66,Left,2.447,広島東洋カープ
ケムナ　誠,24,2,0,0,1,3,0,0,0,1.0,113,26.666666666666668,24,1,13,0,0,25,2,0,12,11,3.71,Right,1.388,広島東洋カープ
コルニエル,8,1,4,0,0,0,0,0,0,0.2,191,42.333333333333336,46,2,18,0,2,23,3,1,25,24,5.1,Right,1.512,広島東洋カープ
島内　颯太郎,62,3,3,2,39,42,0,0,0,0.5,235,58.333333333333336,50,3,17,0,0,64,4,1,17,15,2.31,Right,1.149,広島東洋カープ
ターリー,44,7,1,1,22,29,0,0,0,0.875,174,41.333333333333336,39,1,15,2,2,42,2,0,10,8,1.74,Left,1.306,広島東洋カープ
玉村　昇悟,9,3,1,0,0,0,0,0,0,0.75,199,45.333333333333336,52,9,11,0,2,44,0,0,28,25,4.96,Left,1.39,広島東洋カープ
床田　寛樹,24,11,7,0,0,0,2,2,0,0.611,636,156.0,144,13,28,1,5,86,3,0,46,38,2.19,Left,1.103,広島東洋カープ
戸根　千明,24,1,0,0,5,6,0,0,0,1.0,103,21.333333333333332,22,3,16,1,0,11,0,0,14,11,4.64,Left,1.781,広島東洋カープ
中﨑　翔太,35,1,0,0,7,8,0,0,0,1.0,132,33.0,25,1,6,1,2,24,0,0,13,10,2.73,Right,0.939,広島東洋カープ
中村　祐太,5,0,0,0,0,0,0,0,0,0.0,31,7.0,9,1,1,0,0,3,0,0,5,1,1.29,Right,1.429,広島東洋カープ
野村　祐輔,6,1,1,0,0,0,0,0,0,0.5,130,31.0,30,1,4,1,1,14,0,0,9,4,1.16,Right,1.097,広島東洋カープ
塹江　敦哉,8,0,0,0,2,2,0,0,0,0.0,33,7.0,10,1,3,0,0,10,0,0,4,4,5.14,Left,1.857,広島東洋カープ
益田　武尚,8,1,0,0,0,1,0,0,0,1.0,43,11.0,8,1,3,0,0,12,1,0,2,2,1.64,Right,1.0,広島東洋カープ
松本　竜也,13,0,3,1,8,8,0,0,0,0.0,50,10.333333333333334,13,2,7,1,0,6,0,0,6,5,4.35,Right,1.935,広島東洋カープ
森　翔平,12,4,2,0,0,0,0,0,0,0.667,224,51.666666666666664,58,7,10,0,1,38,0,1,29,26,4.53,Left,1.316,広島東洋カープ
森浦　大輔,13,0,0,0,0,0,0,0,0,0.0,57,11.666666666666666,11,1,12,0,0,8,2,0,8,8,6.17,Left,1.971,広島東洋カープ
森下　暢仁,20,9,6,0,0,0,3,1,0,0.6,544,131.66666666666666,127,10,36,1,2,94,3,0,49,44,3.01,Right,1.238,広島東洋カープ
矢崎　拓也,54,4,2,24,10,14,0,0,0,0.667,221,51.333333333333336,48,5,24,5,0,38,0,0,17,16,2.81,Right,1.403,広島東洋カープ
薮田　和樹,3,0,0,0,0,0,0,0,0,0.0,21,4.0,5,1,3,0,2,2,1,0,4,4,9.0,Right,2.0,広島東洋カープ
東　克樹,24,16,3,0,0,0,4,2,4,0.842,665,172.33333333333334,149,14,15,2,1,133,1,0,40,38,1.98,Left,0.952,横浜DeNAベイスターズ
石川　達也,28,0,0,0,3,3,0,0,0,0.0,124,32.0,19,2,10,1,2,34,3,0,9,7,1.97,Left,0.906,横浜DeNAベイスターズ
石田　健大,23,4,9,0,0,0,0,0,0,0.308,500,118.0,127,12,30,1,5,99,3,0,56,52,3.97,Left,1.331,横浜DeNAベイスターズ
伊勢　大夢,58,4,6,2,33,37,0,0,0,0.4,212,50.333333333333336,54,6,16,2,0,43,0,0,21,18,3.22,Right,1.391,横浜DeNAベイスターズ
今永　昇太,22,7,4,0,0,0,2,0,0,0.636,596,148.0,132,17,24,4,4,174,2,0,46,46,2.8,Left,1.054,横浜DeNAベイスターズ
入江　大生,32,1,1,0,7,8,0,0,0,0.5,136,30.0,29,0,16,0,2,32,1,0,11,9,2.7,Right,1.5,横浜DeNAベイスターズ
ウェンデルケン,61,2,2,3,33,35,0,0,0,0.5,243,59.666666666666664,40,1,22,4,3,53,3,0,12,11,1.66,Right,1.039,横浜DeNAベイスターズ
エスコバー,40,2,1,0,11,13,0,0,0,0.667,138,31.666666666666668,28,6,16,1,2,30,1,0,18,16,4.55,Left,1.389,横浜DeNAベイスターズ
大貫　晋一,13,5,4,0,0,0,1,1,0,0.556,304,76.33333333333333,57,6,18,2,4,55,0,0,27,25,2.95,Right,0.983,横浜DeNAベイスターズ
ガゼルマン,13,3,5,0,0,0,0,0,0,0.375,292,64.66666666666667,72,6,33,0,4,43,1,0,35,32,4.45,Right,1.624,横浜DeNAベイスターズ
笠原　祥太郎,2,0,2,0,0,0,0,0,0,0.0,36,6.0,10,0,7,0,0,5,0,0,6,3,4.5,Left,2.833,横浜DeNAベイスターズ
上茶谷　大河,46,5,3,0,4,9,0,0,0,0.625,270,64.0,53,3,26,4,4,54,3,0,21,15,2.11,Right,1.234,横浜DeNAベイスターズ
坂本　裕哉,13,0,1,0,0,0,0,0,0,0.0,111,25.0,27,2,12,0,2,13,1,0,16,16,5.76,Left,1.56,横浜DeNAベイスターズ
平良　拳太郎,11,4,4,0,0,0,0,0,0,0.5,246,59.333333333333336,58,5,13,2,0,61,1,0,23,23,3.49,Right,1.197,横浜DeNAベイスターズ
田中　健二朗,11,0,0,0,1,1,0,0,0,0.0,46,11.0,12,1,2,0,0,9,1,0,5,5,4.09,Left,1.273,横浜DeNAベイスターズ
中川　虎大,9,0,1,0,0,0,0,0,0,0.0,41,10.666666666666666,9,2,3,0,0,10,0,0,3,3,2.53,Right,1.125,横浜DeNAベイスターズ
バウアー,19,10,4,0,0,0,2,0,0,0.714,534,130.66666666666666,119,14,31,2,4,130,3,0,44,40,2.76,Right,1.148,横浜DeNAベイスターズ
濵口　遥大,14,3,7,0,0,0,1,0,0,0.3,304,68.0,71,6,35,1,0,56,1,0,42,34,4.5,Left,1.559,横浜DeNAベイスターズ
三浦　銀二,1,0,0,0,0,0,0,0,0,0.0,8,1.0,4,0,1,1,0,0,0,0,4,4,36.0,Right,5.0,横浜DeNAベイスターズ
三嶋　一輝,27,3,1,0,6,9,0,0,0,0.75,108,22.333333333333332,33,3,7,1,2,17,2,0,12,12,4.84,Right,1.791,横浜DeNAベイスターズ
宮城　滝太,11,0,0,0,3,3,0,0,0,0.0,66,16.333333333333332,14,2,2,0,1,16,0,0,7,7,3.86,Right,0.98,横浜DeNAベイスターズ
宮國　椋丞,2,0,0,0,0,0,0,0,0,0.0,21,4.0,7,1,1,0,0,3,0,0,4,3,6.75,Right,2.0,横浜DeNAベイスターズ
森原　康平,46,2,1,17,10,12,0,0,0,0.667,171,42.666666666666664,34,2,11,0,2,34,0,0,12,11,2.32,Right,1.055,横浜DeNAベイスターズ
山﨑　康晃,49,3,7,20,8,11,0,0,0,0.3,189,45.333333333333336,48,7,8,0,1,54,1,0,22,22,4.37,Right,1.235,横浜DeNAベイスターズ
石川　雅規,13,2,5,0,0,0,0,0,0,0.286,267,63.333333333333336,75,11,6,0,0,22,1,0,32,28,3.98,Left,1.279,東京ヤクルトスワローズ
石山　泰稚,50,3,6,0,24,27,0,0,0,0.333,208,47.0,51,3,13,3,3,41,1,0,27,23,4.4,Right,1.362,東京ヤクルトスワローズ
市川　悠太,4,0,2,0,0,0,0,0,0,0.0,65,14.0,14,4,5,0,4,7,1,0,14,13,8.36,Right,1.357,東京ヤクルトスワローズ
梅野　雄吾,5,0,0,0,0,0,0,0,0,0.0,36,8.0,9,1,4,0,0,4,1,0,3,3,3.38,Right,1.625,東京ヤクルトスワローズ
エスピナル,3,0,0,0,0,0,0,0,0,0.0,20,5.0,1,1,5,0,0,4,0,0,3,3,5.4,Right,1.2,東京ヤクルトスワローズ
大西　広樹,46,2,2,0,6,8,0,0,0,0.5,226,55.0,53,3,12,3,3,35,2,0,23,22,3.6,Right,1.182,東京ヤクルトスワローズ
小川　泰弘,23,10,8,0,0,0,0,0,0,0.556,579,144.0,124,14,33,2,4,86,2,0,60,54,3.38,Right,1.09,東京ヤクルトスワローズ
尾仲　祐哉,11,0,1,0,0,0,0,0,0,0.0,72,15.666666666666666,21,2,7,0,1,8,1,0,9,9,5.17,Right,1.787,東京ヤクルトスワローズ
金久保　優斗,1,0,0,0,0,0,0,0,0,0.0,16,4.0,0,0,3,0,2,2,0,0,0,0,0.0,Right,0.75,東京ヤクルトスワローズ
木澤　尚文,56,2,3,0,20,22,0,0,0,0.4,227,53.0,42,3,26,2,5,49,2,0,19,16,2.72,Right,1.283,東京ヤクルトスワローズ
久保　拓眞,5,0,0,0,1,1,0,0,0,0.0,22,3.0,8,2,3,1,1,1,0,0,3,2,6.0,Left,3.667,東京ヤクルトスワローズ
小澤　怜史,29,6,4,0,2,2,1,1,0,0.6,411,101.33333333333333,83,10,29,1,9,83,1,0,38,34,3.02,Right,1.105,東京ヤクルトスワローズ
今野　龍太,26,1,0,0,2,3,0,0,0,1.0,133,31.0,31,4,10,1,2,13,1,0,13,13,3.77,Right,1.323,東京ヤクルトスワローズ
サイスニード,23,7,8,0,0,0,2,2,1,0.467,569,135.0,133,15,36,2,3,103,2,0,61,55,3.67,Right,1.252,東京ヤクルトスワローズ
阪口　皓亮,13,0,2,0,2,2,0,0,0,0.0,73,16.333333333333332,19,0,6,2,0,17,1,0,7,6,3.31,Right,1.531,東京ヤクルトスワローズ
清水　昇,56,1,8,0,38,39,0,0,0,0.111,220,54.333333333333336,50,6,6,2,2,47,1,0,20,18,2.98,Right,1.031,東京ヤクルトスワローズ
高梨　裕稔,15,0,3,0,1,1,0,0,0,0.0,170,40.333333333333336,42,6,10,1,1,30,1,0,23,21,4.69,Right,1.289,東京ヤクルトスワローズ
高橋　奎二,20,4,9,0,0,0,0,0,0,0.308,445,101.66666666666667,104,20,47,3,6,94,3,0,53,52,4.6,Left,1.485,東京ヤクルトスワローズ
田口　麗斗,50,3,5,33,6,9,0,0,0,0.375,193,48.333333333333336,39,2,13,1,0,55,1,0,11,10,1.86,Left,1.076,東京ヤクルトスワローズ
成田　翔,3,0,0,0,0,0,0,0,0,0.0,17,3.3333333333333335,4,0,1,0,2,2,1,0,2,2,5.4,Left,1.5,東京ヤクルトスワローズ
長谷川　宙輝,1,0,0,0,0,0,0,0,0,0.0,12,2.0,3,1,3,0,0,1,0,0,3,3,13.5,Left,3.0,東京ヤクルトスワローズ
ピーターズ,18,6,5,0,0,0,0,0,0,0.545,415,100.66666666666667,99,8,21,3,5,66,1,0,41,36,3.22,Left,1.192,東京ヤクルトスワローズ
星　知弥,47,2,2,0,20,22,0,0,0,0.5,161,40.0,34,4,16,4,1,48,2,0,15,15,3.38,Right,1.25,東京ヤクルトスワローズ
丸山　翔大,22,0,0,0,0,0,0,0,0,0.0,117,26.666666666666668,20,3,16,2,2,25,1,0,12,12,4.05,Right,1.35,東京ヤクルトスワローズ
山野　太一,5,1,3,0,0,0,0,0,0,0.25,112,26.0,25,2,11,2,1,15,0,1,13,12,4.15,Left,1.385,東京ヤクルトスワローズ
山本　大貴,42,2,0,0,9,11,0,0,0,1.0,148,35.333333333333336,32,4,13,4,3,26,2,0,11,10,2.55,Left,1.274,東京ヤクルトスワローズ
吉村　貢司郎,12,4,2,0,0,0,0,0,0,0.667,257,60.333333333333336,66,9,14,0,2,46,1,0,31,29,4.33,Right,1.326,東京ヤクルトスワローズ
ロドリゲス,7,1,5,0,0,0,0,0,0,0.167,145,33.0,33,5,13,2,1,23,3,0,20,15,4.09,Right,1.394,東京ヤクルトスワローズ
上田　洸太朗,13,0,0,0,0,0,0,0,0,0.0,93,20.0,22,0,9,0,0,15,0,0,13,10,4.5,Left,1.55,中日ドラゴンズ
梅津　晃大,3,1,1,0,0,0,0,0,0,0.5,71,19.0,9,2,5,0,2,11,0,0,3,2,0.95,Right,0.737,中日ドラゴンズ
大野　雄大,1,0,1,0,0,0,0,0,0,0.0,26,7.0,3,0,1,0,0,3,0,0,1,0,0.0,Left,0.571,中日ドラゴンズ
小笠原　慎之介,25,7,12,0,0,0,1,1,0,0.368,665,160.66666666666666,153,14,41,1,4,134,3,0,69,64,3.59,Left,1.207,中日ドラゴンズ
岡野　祐一郎,15,0,0,0,0,0,0,0,0,0.0,92,22.0,22,3,2,0,3,19,1,0,14,14,5.73,Right,1.091,中日ドラゴンズ
勝野　昌慶,50,5,2,1,20,25,0,0,0,0.714,201,49.333333333333336,33,2,22,4,2,49,1,0,11,11,2.01,Right,1.115,中日ドラゴンズ
近藤　廉,1,0,0,0,0,0,0,0,0,0.0,16,1.0,8,0,4,0,1,1,0,0,10,8,72.0,Left,12.0,中日ドラゴンズ
齋藤　綱記,31,2,0,0,11,13,0,0,0,1.0,100,24.666666666666668,18,0,10,1,1,24,1,0,3,2,0.73,Left,1.135,中日ドラゴンズ
清水　達也,50,3,3,0,25,28,0,0,0,0.5,198,46.666666666666664,34,3,30,1,1,54,4,0,16,16,3.09,Right,1.371,中日ドラゴンズ
鈴木　博志,9,1,2,0,1,1,0,0,0,0.333,106,24.333333333333332,23,1,12,1,2,5,0,0,12,11,4.07,Right,1.438,中日ドラゴンズ
砂田　毅樹,18,0,1,0,1,1,0,0,0,0.0,60,13.666666666666666,12,1,7,1,0,12,1,0,7,7,4.61,Left,1.39,中日ドラゴンズ
祖父江　大輔,45,3,5,0,13,16,0,0,0,0.375,168,40.333333333333336,39,4,8,0,1,35,0,0,16,16,3.57,Right,1.165,中日ドラゴンズ
髙橋　宏斗,25,7,11,0,0,0,1,1,0,0.389,621,146.0,129,6,51,0,9,145,8,0,52,41,2.53,Right,1.233,中日ドラゴンズ
田島　慎二,32,1,2,0,10,11,0,0,0,0.333,127,29.666666666666668,24,3,17,0,1,31,0,0,16,16,4.85,Right,1.382,中日ドラゴンズ
谷元　圭介,7,0,0,0,0,0,0,0,0,0.0,28,5.333333333333333,5,1,6,0,0,2,0,0,8,5,8.44,Right,2.062,中日ドラゴンズ
仲地　礼亜,9,2,5,0,0,0,0,0,0,0.286,194,43.333333333333336,41,6,25,1,0,37,0,0,24,24,4.98,Right,1.523,中日ドラゴンズ
根尾　昂,2,0,0,0,0,0,0,0,0,0.0,51,12.666666666666666,9,0,8,0,0,4,0,0,5,1,0.71,Right,1.342,中日ドラゴンズ
橋本　侑樹,13,1,0,0,0,1,0,0,0,1.0,64,15.333333333333334,9,0,10,0,3,9,1,0,2,2,1.17,Left,1.239,中日ドラゴンズ
フェリス,19,1,0,0,9,10,0,0,0,1.0,65,14.333333333333334,9,1,11,1,2,16,0,0,5,5,3.14,Right,1.395,中日ドラゴンズ
福　敬登,29,1,0,0,12,13,0,0,0,1.0,76,17.666666666666668,12,1,8,2,1,15,0,0,8,5,2.55,Left,1.132,中日ドラゴンズ
福島　章太,4,0,0,0,0,0,0,0,0,0.0,20,3.3333333333333335,8,0,1,0,1,2,1,0,5,5,13.5,Left,2.7,中日ドラゴンズ
福谷　浩司,14,3,4,0,0,0,0,0,0,0.429,241,54.0,72,6,11,0,1,36,1,0,34,31,5.17,Right,1.537,中日ドラゴンズ
藤嶋　健人,56,1,1,4,14,15,0,0,0,0.5,196,50.666666666666664,34,1,14,1,1,46,1,0,10,6,1.07,Right,0.947,中日ドラゴンズ
マルティネス,48,3,1,32,9,12,0,0,0,0.75,173,46.666666666666664,31,1,4,0,0,62,0,0,4,2,0.39,Right,0.75,中日ドラゴンズ
松葉　貴大,11,1,4,0,0,0,0,0,0,0.2,232,57.666666666666664,55,1,14,1,1,20,1,0,23,21,3.28,Left,1.197,中日ドラゴンズ
松山　晋也,36,1,1,0,17,18,0,0,0,0.5,146,35.333333333333336,23,0,14,1,6,50,4,0,6,5,1.27,Right,1.047,中日ドラゴンズ
メヒア,8,3,1,0,0,0,0,0,0,0.75,179,44.333333333333336,31,3,18,0,2,20,1,0,11,11,2.23,Right,1.105,中日ドラゴンズ
柳　裕也,24,4,11,0,0,0,2,0,2,0.267,636,158.33333333333334,126,6,47,1,4,105,2,0,46,43,2.44,Right,1.093,中日ドラゴンズ
山本　拓実,14,0,1,0,0,0,0,0,0,0.0,61,13.0,17,1,5,0,0,11,0,0,11,8,5.54,Right,1.692,中日ドラゴンズ
涌井　秀章,21,5,13,0,0,0,0,0,0,0.278,479,111.0,116,9,30,1,2,89,1,0,53,49,3.97,Right,1.315,中日ドラゴンズ
東妻　勇輔,36,0,1,0,11,11,0,0,0,0.0,141,34.0,29,3,12,0,1,28,4,0,11,11,2.91,Right,1.206,千葉ロッテマリーンズ
岩下　大輝,27,1,0,0,3,4,0,0,0,1.0,130,30.666666666666668,25,2,14,3,1,28,3,0,11,10,2.93,Right,1.272,千葉ロッテマリーンズ
小島　和哉,25,10,6,0,0,0,0,0,0,0.625,657,158.33333333333334,143,14,57,0,6,114,2,0,64,61,3.47,Left,1.263,千葉ロッテマリーンズ
小沼　健太,4,0,0,0,0,0,0,0,0,0.0,34,7.0,9,1,3,0,1,4,0,0,7,7,9.0,Right,1.714,千葉ロッテマリーンズ
