Name,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SAC,SF,BB,IBB,HBP,SO,GDP,BA,SLG,OBP,Hand,OPS,Team
炭谷　銀仁朗,56,114,100,4,18,2,0,1,23,7,0,0,3,1,8,2,2,23,3,.180,0.23,0.252,Right,0.482,読売ジャイアンツ
高木　京介,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,読売ジャイアンツ
高梨　雄平,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,読売ジャイアンツ
髙橋　優貴,8,7,7,0,1,0,1,0,3,1,0,0,0,0,0,0,0,3,0,.143,0.429,0.143,Left,0.572,読売ジャイアンツ
田口　麗斗,26,34,28,2,6,2,0,0,8,3,0,0,3,0,3,0,0,11,0,.214,0.286,0.29,Left,0.576,読売ジャイアンツ
立岡　宗一郎,29,27,23,5,6,0,1,1,11,4,1,0,0,0,4,1,0,6,1,.261,0.478,0.37,Left,0.848,読売ジャイアンツ
田中　俊太,48,78,68,7,18,2,1,1,25,6,2,0,0,1,8,1,1,15,0,.265,0.368,0.346,Left,0.714,読売ジャイアンツ
田中　豊樹,31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,0.0,1.0,Right,1.0,読売ジャイアンツ
ディプラン,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,読売ジャイアンツ
デラロサ,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,読売ジャイアンツ
戸郷　翔征,19,37,34,1,0,0,0,0,0,0,0,0,3,0,0,0,0,21,0,.000,0.0,0.0,Right,0.0,読売ジャイアンツ
直江　大輔,3,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,.000,0.0,0.0,Right,0.0,読売ジャイアンツ
中川　皓太,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,読売ジャイアンツ
中島　宏之,100,312,279,19,83,13,0,7,117,29,0,3,0,1,31,0,1,59,11,.297,0.419,0.369,Right,0.788,読売ジャイアンツ
沼田　翔平,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,読売ジャイアンツ
パーラ,47,154,146,14,39,3,1,4,56,13,0,2,0,0,8,1,0,35,6,.267,0.384,0.305,Left,0.689,読売ジャイアンツ
畠　世周,12,25,19,1,1,0,0,0,1,1,0,0,6,0,0,0,0,11,0,.053,0.053,0.053,Left,0.106,読売ジャイアンツ
ビエイラ,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,読売ジャイアンツ
藤岡　貴裕,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,読売ジャイアンツ
古川　侑利,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,読売ジャイアンツ
堀岡　隼人,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,読売ジャイアンツ
増田　大輝,74,48,37,30,11,2,0,0,13,2,23,8,0,0,11,0,0,12,1,.297,0.351,0.458,Right,0.809,読売ジャイアンツ
松原　聖弥,86,313,278,42,73,11,5,3,103,19,12,2,4,2,29,0,0,71,4,.263,0.371,0.33,Left,0.701,読売ジャイアンツ
丸　佳浩,120,491,423,63,120,31,1,27,234,77,8,4,3,2,63,4,0,101,3,.284,0.553,0.375,Left,0.928,読売ジャイアンツ
宮國　椋丞,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,読売ジャイアンツ
メルセデス,11,22,19,0,2,0,0,0,2,0,0,0,3,0,0,0,0,8,0,.105,0.105,0.105,Switch,0.21,読売ジャイアンツ
モタ,9,11,9,3,2,0,0,1,5,4,1,0,0,0,2,0,0,3,0,.222,0.556,0.364,Right,0.92,読売ジャイアンツ
湯浅　大,13,9,7,3,0,0,0,0,0,0,2,0,1,0,1,0,0,3,0,.000,0.0,0.125,Right,0.125,読売ジャイアンツ
陽　岱鋼,38,77,63,12,15,1,0,1,19,6,1,0,0,2,9,1,3,21,1,.238,0.302,0.351,Right,0.653,読売ジャイアンツ
横川　凱,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,読売ジャイアンツ
吉川　大幾,30,12,10,1,1,0,0,0,1,0,2,1,1,0,1,0,0,2,0,.100,0.1,0.182,Right,0.282,読売ジャイアンツ
吉川　尚輝,112,389,354,47,97,16,2,8,141,32,11,3,2,0,30,4,3,60,6,.274,0.398,0.336,Left,0.734,読売ジャイアンツ
若林　晃弘,76,159,146,22,36,6,1,2,50,14,2,4,3,1,8,0,1,32,6,.247,0.342,0.288,Switch,0.63,読売ジャイアンツ
青柳　晃洋,21,39,31,1,1,0,0,0,1,0,0,0,7,0,1,0,0,19,0,.032,0.032,0.063,Right,0.095,阪神タイガース
秋山　拓巳,18,46,38,3,5,2,0,0,7,1,0,0,6,0,2,0,0,23,0,.132,0.184,0.175,Left,0.359,阪神タイガース
荒木　郁也,16,11,11,2,1,0,0,0,1,0,2,1,0,0,0,0,0,4,0,.091,0.091,0.091,Left,0.182,阪神タイガース
石井　将希,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,阪神タイガース
板山　祐太郎,5,14,12,1,2,0,0,0,2,0,1,0,0,0,2,0,0,3,0,.167,0.167,0.286,Left,0.453,阪神タイガース
糸井　嘉男,86,311,269,25,72,16,1,2,96,28,2,1,0,1,38,0,3,50,5,.268,0.357,0.363,Left,0.72,阪神タイガース
伊藤　和雄,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
糸原　健斗,63,244,218,32,64,5,2,3,82,20,1,2,3,1,19,0,3,33,3,.294,0.376,0.357,Left,0.733,阪神タイガース
井上　広大,6,11,11,0,1,1,0,0,2,1,0,0,0,0,0,0,0,5,0,.091,0.182,0.091,Right,0.273,阪神タイガース
岩崎　優,41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Left,0.0,阪神タイガース
岩貞　祐太,38,15,13,0,2,0,0,0,2,0,0,0,2,0,0,0,0,8,0,.154,0.154,0.154,Left,0.308,阪神タイガース
岩田　稔,5,7,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,.000,0.0,0.0,Left,0.0,阪神タイガース
植田　海,74,83,59,16,9,2,0,0,11,3,9,4,6,0,14,1,4,22,0,.153,0.186,0.351,Switch,0.537,阪神タイガース
上本　博紀,25,51,41,2,7,3,0,0,10,4,2,2,5,1,4,0,0,11,2,.171,0.244,0.239,Right,0.483,阪神タイガース
梅野　隆太郎,98,342,298,36,78,17,0,7,116,29,5,1,9,2,33,1,0,77,9,.262,0.389,0.333,Right,0.722,阪神タイガース
エドワーズ,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
江越　大賀,45,13,10,11,0,0,0,0,0,1,3,1,0,1,2,0,0,6,0,.000,0.0,0.154,Right,0.154,阪神タイガース
大山　悠輔,116,471,423,66,122,21,5,28,237,85,1,3,1,1,41,6,5,96,15,.288,0.56,0.357,Right,0.917,阪神タイガース
小川　一平,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
尾仲　祐哉,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,阪神タイガース
小幡　竜平,54,134,127,15,28,1,2,0,33,7,3,1,1,0,5,1,1,37,1,.220,0.26,0.256,Left,0.516,阪神タイガース
ガルシア,14,23,22,0,2,0,0,0,2,0,0,0,1,0,0,0,0,8,0,.091,0.091,0.091,Left,0.182,阪神タイガース
ガンケル,28,13,11,0,3,1,0,0,4,0,0,0,1,0,0,0,1,5,0,.273,0.364,0.333,Right,0.697,阪神タイガース
木浪　聖也,92,334,297,42,74,20,1,3,105,25,2,1,8,3,24,3,2,54,1,.249,0.354,0.307,Left,0.661,阪神タイガース
熊谷　敬宥,38,17,16,6,5,2,0,0,7,3,3,2,0,0,1,0,0,5,0,.313,0.438,0.353,Right,0.791,阪神タイガース
桑原　謙太朗,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
小林　慶祐,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
サンズ,110,443,377,47,97,16,0,19,170,64,2,1,0,2,61,2,3,106,11,.257,0.451,0.363,Right,0.814,阪神タイガース
齋藤　友貴哉,5,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.000,1.0,1.0,Left,2.0,阪神タイガース
坂本　誠志郎,38,95,75,5,16,4,0,0,20,4,1,1,7,0,13,0,0,20,1,.213,0.267,0.33,Right,0.597,阪神タイガース
島田　海吏,43,21,17,4,3,0,0,0,3,1,3,0,1,0,2,1,1,4,0,.176,0.176,0.3,Left,0.476,阪神タイガース
俊介,9,8,8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,.125,0.125,0.125,Right,0.25,阪神タイガース
スアレス,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
髙橋　遥人,12,24,23,2,3,0,0,0,3,1,0,0,1,0,0,0,0,8,0,.130,0.13,0.13,Left,0.26,阪神タイガース
髙山　俊,42,52,46,6,7,3,0,0,10,3,1,0,1,1,3,0,1,10,0,.152,0.217,0.216,Left,0.433,阪神タイガース
谷川　昌希,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
近本　光司,120,519,474,81,139,21,5,9,197,45,31,8,7,1,30,2,7,61,4,.293,0.416,0.344,Left,0.76,阪神タイガース
長坂　拳弥,5,5,5,1,2,0,0,1,5,2,1,0,0,0,0,0,0,3,0,.400,1.0,0.4,Right,1.4,阪神タイガース
中田　賢一,3,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,.500,0.5,0.5,Right,1.0,阪神タイガース
中谷　将大,70,87,79,10,17,1,0,2,24,16,1,0,1,1,5,0,1,27,0,.215,0.304,0.267,Right,0.571,阪神タイガース
西　勇輝,21,56,46,5,5,2,0,1,10,7,0,0,9,0,1,0,0,16,0,.109,0.217,0.128,Right,0.345,阪神タイガース
能見　篤史,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Left,0.0,阪神タイガース
馬場　皐輔,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
浜地　真澄,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
原口　文仁,48,78,72,5,20,3,0,3,32,19,0,0,0,0,5,1,1,16,2,.278,0.444,0.333,Right,0.777,阪神タイガース
福留　孝介,43,92,78,3,12,2,0,1,17,12,0,0,0,3,11,0,0,31,4,.154,0.218,0.25,Left,0.468,阪神タイガース
福永　春吾,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,阪神タイガース
藤川　球児,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,阪神タイガース
藤浪　晋太郎,24,19,16,1,1,0,0,0,1,1,0,0,3,0,0,0,0,11,0,.063,0.063,0.063,Right,0.126,阪神タイガース
ボーア,99,379,329,27,80,8,0,17,139,45,1,1,0,2,45,5,3,88,13,.243,0.422,0.338,Left,0.76,阪神タイガース
北條　史也,40,112,99,10,19,4,0,2,29,7,2,0,3,0,9,0,1,23,2,.192,0.293,0.266,Right,0.559,阪神タイガース
マルテ,29,119,103,9,26,6,1,4,46,14,1,0,0,2,14,0,0,14,6,.252,0.447,0.336,Right,0.783,阪神タイガース
望月　惇志,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
守屋　功輝,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
陽川　尚将,71,182,158,19,39,6,0,8,69,24,2,2,2,1,15,2,6,42,4,.247,0.437,0.333,Right,0.77,阪神タイガース
横山　雄哉,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,阪神タイガース
會澤　翼,79,263,229,25,61,13,0,7,95,36,2,0,1,0,22,2,11,51,8,.266,0.415,0.359,Right,0.774,広島東洋カープ
安部　友裕,26,44,38,6,7,3,0,0,10,2,0,1,2,0,4,0,0,17,1,.184,0.263,0.262,Left,0.525,広島東洋カープ
石原　慶幸,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
磯村　嘉孝,31,55,48,4,10,3,0,1,16,1,0,0,3,0,4,0,0,8,2,.208,0.333,0.269,Right,0.602,広島東洋カープ
一岡　竜司,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
今村　猛,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
上本　崇司,56,62,52,8,11,2,0,0,13,4,2,0,3,0,5,0,2,4,3,.212,0.25,0.305,Right,0.555,広島東洋カープ
宇草　孔基,13,47,43,5,11,1,1,0,14,3,3,2,0,0,3,0,1,7,0,.256,0.326,0.319,Left,0.645,広島東洋カープ
遠藤　淳志,19,36,32,1,6,0,0,0,6,2,0,0,3,0,1,0,0,12,1,.188,0.188,0.212,Right,0.4,広島東洋カープ
大瀬良　大地,11,24,19,4,5,0,0,1,8,4,0,0,4,0,1,0,0,6,0,.263,0.421,0.3,Right,0.721,広島東洋カープ
大盛　穂,73,148,135,21,35,5,3,2,52,16,5,3,0,1,11,1,1,50,1,.259,0.385,0.318,Left,0.703,広島東洋カープ
菊池　保則,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
菊池　涼介,106,429,376,43,102,19,4,10,159,41,3,2,16,1,35,2,1,68,9,.271,0.423,0.334,Right,0.757,広島東洋カープ
九里　亜蓮,20,42,33,0,2,0,0,0,2,1,0,0,8,0,1,0,0,24,0,.061,0.061,0.088,Right,0.149,広島東洋カープ
桒原　樹,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
ケムナ　誠,41,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,.000,0.0,0.333,Right,0.333,広島東洋カープ
小窪　哲也,3,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,.333,0.333,0.333,Right,0.666,広島東洋カープ
小園　海斗,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
坂倉　将吾,81,228,209,24,60,15,1,3,86,26,1,1,0,0,17,1,2,36,6,.287,0.411,0.346,Left,0.757,広島東洋カープ
Ｋ．ジョンソン,10,15,14,0,1,0,0,0,1,0,0,0,1,0,0,0,0,7,0,.071,0.071,0.071,Left,0.142,広島東洋カープ
ＤＪ．ジョンソン,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
島内　颯太郎,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
正隨　優弥,7,8,7,1,1,0,0,1,4,1,0,0,0,0,1,0,0,1,1,.143,0.571,0.25,Right,0.821,広島東洋カープ
白濱　裕太,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
スコット,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
鈴木　誠也,118,514,430,85,129,26,2,25,234,75,6,4,0,3,72,9,9,73,15,.300,0.544,0.409,Right,0.953,広島東洋カープ
曽根　海成,33,17,16,13,4,1,0,0,5,1,5,3,0,0,1,0,0,5,0,.250,0.313,0.294,Left,0.607,広島東洋カープ
髙橋　大樹,14,16,15,1,3,0,0,0,3,0,0,0,0,0,1,0,0,5,0,.200,0.2,0.25,Right,0.45,広島東洋カープ
高橋　樹也,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
田中　広輔,112,454,378,51,95,11,5,8,140,39,8,4,12,4,55,3,5,86,1,.251,0.37,0.351,Left,0.721,広島東洋カープ
田中　法彦,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
長野　久義,95,299,267,30,76,17,1,10,125,42,1,0,0,2,29,0,1,61,5,.285,0.468,0.355,Right,0.823,広島東洋カープ
堂林　翔太,111,451,401,55,112,21,0,14,175,58,17,4,3,2,41,2,4,91,12,.279,0.436,0.35,Right,0.786,広島東洋カープ
床田　寛樹,15,30,27,2,5,1,0,0,6,1,0,0,3,0,0,0,0,6,0,.185,0.222,0.185,Left,0.407,広島東洋カープ
中﨑　翔太,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
中田　廉,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
中村　恭平,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
中村　奨成,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
中村　祐太,8,14,13,1,1,0,0,0,1,1,0,0,1,0,0,0,0,4,0,.077,0.077,0.077,Right,0.154,広島東洋カープ
西川　龍馬,76,328,296,36,90,18,0,6,126,32,6,1,2,0,28,1,2,52,6,.304,0.426,0.368,Left,0.794,広島東洋カープ
野間　峻祥,70,56,50,10,12,0,0,0,12,1,2,3,2,0,4,0,0,17,0,.240,0.24,0.296,Left,0.536,広島東洋カープ
野村　祐輔,13,25,20,1,2,0,0,0,2,0,0,0,2,0,3,0,0,11,0,.100,0.1,0.217,Right,0.317,広島東洋カープ
羽月　隆太郎,17,40,33,3,6,1,1,0,9,4,0,2,5,0,2,0,0,7,0,.182,0.273,0.229,Left,0.502,広島東洋カープ
林　晃汰,4,8,8,1,1,1,0,0,2,0,0,0,0,0,0,0,0,5,1,.125,0.25,0.125,Left,0.375,広島東洋カープ
ピレラ,99,337,316,47,84,9,2,11,130,34,2,3,0,0,19,2,2,53,4,.266,0.411,0.312,Right,0.723,広島東洋カープ
フランスア,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
藤井　黎來,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
塹江　敦哉,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
松山　竜平,108,425,404,38,112,27,1,9,168,67,0,1,0,3,17,4,1,72,11,.277,0.416,0.306,Left,0.722,広島東洋カープ
三好　匠,62,29,24,3,3,0,0,0,3,2,0,0,2,1,2,0,0,5,0,.125,0.125,0.185,Right,0.31,広島東洋カープ
メヒア,37,85,80,4,15,2,0,2,23,4,1,0,0,0,5,0,0,21,3,.188,0.288,0.235,Right,0.523,広島東洋カープ
モンティージャ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
森下　暢仁,18,46,39,0,6,2,0,0,8,3,0,0,6,0,0,0,1,16,0,.154,0.205,0.175,Right,0.38,広島東洋カープ
矢崎　拓也,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
薮田　和樹,28,7,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,.000,0.0,0.167,Right,0.167,広島東洋カープ
石田　健大,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,横浜DeNAベイスターズ
伊勢　大夢,33,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,.000,0.0,0.333,Right,0.333,横浜DeNAベイスターズ
伊藤　光,30,63,51,5,11,3,1,0,16,6,0,0,1,0,10,1,1,15,2,.216,0.314,0.355,Right,0.669,横浜DeNAベイスターズ
伊藤　裕季也,5,17,14,1,4,0,1,0,6,1,0,0,1,0,2,1,0,2,0,.286,0.429,0.375,Right,0.804,横浜DeNAベイスターズ
井納　翔一,17,31,30,0,4,1,0,0,5,3,0,0,1,0,0,0,0,13,0,.133,0.167,0.133,Right,0.3,横浜DeNAベイスターズ
今永　昇太,9,19,18,0,2,0,0,0,2,0,0,0,0,0,1,0,0,8,1,.111,0.111,0.158,Left,0.269,横浜DeNAベイスターズ
エスコバー,56,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Left,0.0,横浜DeNAベイスターズ
蝦名　達夫,17,24,21,3,3,1,0,1,7,1,0,0,0,0,2,0,1,8,1,.143,0.333,0.25,Right,0.583,横浜DeNAベイスターズ
オースティン,65,269,238,36,68,14,1,20,144,56,0,0,0,1,29,1,1,69,4,.286,0.605,0.364,Right,0.969,横浜DeNAベイスターズ
大貫　晋一,19,44,37,3,4,1,0,0,5,1,0,0,5,1,1,0,0,19,1,.108,0.135,0.128,Right,0.263,横浜DeNAベイスターズ
乙坂　智,85,115,101,17,21,3,0,1,27,7,5,0,1,1,12,0,0,28,2,.208,0.267,0.289,Left,0.556,横浜DeNAベイスターズ
笠井　崇正,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,横浜DeNAベイスターズ
梶谷　隆幸,109,482,433,88,140,29,1,19,228,53,14,8,1,2,45,3,1,85,4,.323,0.527,0.387,Left,0.914,横浜DeNAベイスターズ
神里　和毅,80,190,169,38,52,8,1,3,71,17,7,1,1,2,15,0,3,42,3,.308,0.42,0.37,Left,0.79,横浜DeNAベイスターズ
上茶谷　大河,11,22,19,1,3,0,0,0,3,0,0,0,2,0,1,0,0,10,1,.158,0.158,0.2,Right,0.358,横浜DeNAベイスターズ
京山　将弥,6,10,5,1,0,0,0,0,0,0,0,0,3,0,2,0,0,2,0,.000,0.0,0.286,Right,0.286,横浜DeNAベイスターズ
楠本　泰史,28,29,26,6,4,2,0,1,9,1,0,0,0,0,2,0,1,7,0,.154,0.346,0.241,Left,0.587,横浜DeNAベイスターズ
国吉　佑樹,42,4,4,1,2,1,0,0,3,2,0,0,0,0,0,0,0,1,0,.500,0.75,0.5,Right,1.25,横浜DeNAベイスターズ
倉本　寿彦,82,216,199,19,55,4,0,1,62,17,0,0,0,0,16,2,1,42,2,.276,0.312,0.333,Left,0.645,横浜DeNAベイスターズ
桑原　将志,34,42,36,8,5,0,0,1,8,2,0,0,1,1,3,0,1,11,2,.139,0.222,0.22,Right,0.442,横浜DeNAベイスターズ
阪口　皓亮,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,.000,0.0,0.0,Left,0.0,横浜DeNAベイスターズ
