Name,G,W,L,SV,HLD,HP,CG,SHO,NHB,WPCT,BF,IP,HA,HRA,BB,IBB,HBP,SO,WP,BK,R,ER,ERA,Hand,WHIP,Team
ルシアーノ,4,0,0,0,3,3,0,0,0,0.0,10,3.3333333333333335,1,0,0,0,0,3,0,0,0,0,0.0,Right,0.3,読売ジャイアンツ
石黒　佑弥,1,0,0,0,0,0,0,0,0,0.0,7,2.0,0,0,1,0,0,4,0,0,0,0,0.0,Right,0.5,阪神タイガース
伊藤　将司,1,0,0,0,0,0,0,0,0,0.0,13,2.3333333333333335,6,0,1,0,0,1,0,0,3,3,11.57,Left,3.0,阪神タイガース
伊原　陵人,2,2,0,0,0,0,0,0,0,1.0,43,11.0,7,1,3,0,1,9,0,0,2,2,1.64,Left,0.909,阪神タイガース
茨木　秀俊,1,1,0,0,0,0,0,0,0,1.0,26,6.0,5,0,3,1,0,5,0,0,0,0,0.0,Right,1.333,阪神タイガース
岩崎　優,7,0,1,5,0,0,0,0,0,0.0,28,7.0,9,0,0,0,0,4,0,0,1,1,1.29,Left,1.286,阪神タイガース
大竹　耕太郎,1,0,0,0,0,0,0,0,0,0.0,20,5.0,7,0,0,0,0,2,0,0,3,3,5.4,Left,1.4,阪神タイガース
及川　雅貴,2,1,0,0,1,2,0,0,0,1.0,9,2.0,3,1,1,0,0,1,0,0,2,2,9.0,Left,2.0,阪神タイガース
木下　里都,2,0,0,0,0,0,0,0,0,0.0,12,2.3333333333333335,5,2,0,0,0,1,0,0,2,2,7.71,Right,2.143,阪神タイガース
桐敷　拓馬,7,0,1,1,2,2,0,0,0,0.0,25,6.333333333333333,6,2,1,0,0,3,0,0,2,2,2.84,Left,1.105,阪神タイガース
才木　浩人,3,2,0,0,0,0,0,0,0,1.0,79,20.0,16,2,3,0,0,29,0,0,6,4,1.8,Right,0.95,阪神タイガース
髙橋　遥人,3,2,0,0,0,0,2,2,0,1.0,90,24.0,13,0,5,0,0,20,0,0,1,1,0.38,Left,0.75,阪神タイガース
ドリス,8,0,0,1,4,4,0,0,0,0.0,30,8.0,4,0,2,0,0,9,1,0,1,1,1.13,Right,0.75,阪神タイガース
早川　太貴,5,0,1,0,1,1,0,0,0,0.0,27,5.666666666666667,7,1,3,0,0,7,0,0,4,4,6.35,Right,1.765,阪神タイガース
村上　頌樹,4,1,1,0,0,0,0,0,0,0.5,100,26.0,18,2,7,0,0,21,0,0,7,6,2.08,Right,0.962,阪神タイガース
モレッタ,9,2,0,0,3,5,0,0,0,1.0,34,9.0,5,1,2,0,0,12,0,0,1,1,1.0,Right,0.778,阪神タイガース
湯浅　京己,8,1,0,0,0,1,0,0,0,1.0,30,8.0,6,1,2,0,0,9,0,0,3,3,3.38,Right,1.0,阪神タイガース
ルーカス,3,0,2,0,0,0,0,0,0,0.0,64,14.666666666666666,19,2,4,0,0,15,0,0,9,9,5.52,Left,1.568,阪神タイガース
赤木　晴哉,3,0,0,0,0,0,0,0,0,0.0,21,3.3333333333333335,10,0,1,0,0,2,0,0,5,5,13.5,Right,3.3,広島東洋カープ
岡本　駿,3,0,0,0,0,0,0,0,0,0.0,54,14.0,9,0,6,0,0,12,1,0,1,1,0.64,Right,1.071,広島東洋カープ
栗林　良吏,3,2,0,0,0,0,1,1,1,1.0,84,23.333333333333332,11,0,2,0,1,24,0,0,3,3,1.16,Right,0.557,広島東洋カープ
齊藤　汰直,4,0,0,0,1,1,0,0,0,0.0,15,3.6666666666666665,4,0,1,0,0,1,0,0,2,2,4.91,Right,1.364,広島東洋カープ
島内　颯太郎,5,0,1,0,1,1,0,0,0,0.0,22,4.333333333333333,4,0,5,1,1,4,0,0,4,4,8.31,Right,2.077,広島東洋カープ
鈴木　健矢,3,0,0,0,0,0,0,0,0,0.0,17,4.0,4,1,4,1,0,1,0,0,3,3,6.75,Right,2.0,広島東洋カープ
ターノック,3,0,1,0,0,0,0,0,0,0.0,68,16.0,20,0,2,0,0,16,0,1,6,6,3.38,Right,1.375,広島東洋カープ
髙　太一,1,0,0,0,0,0,0,0,0,0.0,3,1.0,0,0,0,0,0,0,0,0,0,0,0.0,Left,0.0,広島東洋カープ
辻　大雅,4,0,1,0,0,0,0,0,0,0.0,16,3.6666666666666665,2,1,3,0,0,2,0,0,2,2,4.91,Left,1.364,広島東洋カープ
床田　寛樹,3,0,1,0,0,0,0,0,0,0.0,75,17.666666666666668,22,2,2,0,0,16,0,0,8,8,4.08,Left,1.358,広島東洋カープ
中﨑　翔太,6,1,1,2,1,2,0,0,0,0.5,22,6.0,3,1,1,0,1,5,0,0,2,2,3.0,Right,0.667,広島東洋カープ
ハーン,7,1,0,0,5,6,0,0,0,1.0,21,6.0,1,0,2,1,0,7,0,0,0,0,0.0,Left,0.5,広島東洋カープ
塹江　敦哉,1,0,0,0,0,0,0,0,0,0.0,1,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0.0,Left,3.0,広島東洋カープ
益田　武尚,1,0,0,0,0,0,0,0,0,0.0,8,1.0,4,0,1,0,0,1,0,0,2,2,18.0,Right,5.0,広島東洋カープ
森　翔平,1,0,0,0,0,0,0,0,0,0.0,25,7.0,6,0,0,0,0,3,0,0,0,0,0.0,Left,0.857,広島東洋カープ
森浦　大輔,8,1,2,1,1,2,0,0,0,0.333,35,7.0,11,1,2,0,1,9,0,0,8,5,6.43,Left,1.857,広島東洋カープ
森下　暢仁,3,1,2,0,0,0,0,0,0,0.333,62,14.333333333333334,16,1,5,1,1,12,0,0,9,8,5.02,Right,1.465,広島東洋カープ
東　克樹,3,2,1,0,0,0,0,0,0,0.667,78,20.0,13,3,6,0,0,18,0,0,7,5,2.25,Left,0.95,横浜DeNAベイスターズ
石田　裕太郎,3,0,2,0,0,0,0,0,0,0.0,77,18.666666666666668,17,0,3,0,1,17,1,0,10,8,3.86,Right,1.071,横浜DeNAベイスターズ
伊勢　大夢,5,0,0,0,2,2,0,0,0,0.0,18,4.333333333333333,3,1,2,0,0,5,0,0,1,1,2.08,Right,1.154,横浜DeNAベイスターズ
入江　大生,2,0,1,0,0,0,0,0,0,0.0,41,8.0,12,2,5,0,0,8,0,0,8,8,9.0,Right,2.125,横浜DeNAベイスターズ
コックス,2,1,0,0,0,0,0,0,0,1.0,37,9.0,10,2,2,1,0,7,1,0,3,3,3.0,Left,1.333,横浜DeNAベイスターズ
坂本　裕哉,8,0,1,0,1,1,0,0,0,0.0,35,7.666666666666667,11,0,1,1,0,4,1,0,4,3,3.52,Left,1.565,横浜DeNAベイスターズ
平良　拳太郎,2,1,0,0,0,0,0,0,0,1.0,26,7.0,3,0,2,0,0,7,0,0,1,1,1.29,Right,0.714,横浜DeNAベイスターズ
竹田　祐,2,0,2,0,0,0,0,0,0,0.0,38,8.333333333333334,12,0,2,0,0,5,0,0,9,7,7.56,Right,1.68,横浜DeNAベイスターズ
デュプランティエ,2,0,2,0,0,0,0,0,0,0.0,40,9.0,8,0,5,0,0,6,1,0,4,3,3.0,Right,1.444,横浜DeNAベイスターズ
中川　虎大,4,1,0,0,0,1,0,0,0,1.0,14,4.0,2,0,0,0,0,7,0,0,0,0,0.0,Right,0.5,横浜DeNAベイスターズ
中川　颯,3,0,0,0,0,0,0,0,0,0.0,15,3.0,7,0,1,0,0,2,0,0,0,0,0.0,Right,2.667,横浜DeNAベイスターズ
橋本　達弥,4,1,0,0,0,1,0,0,0,1.0,21,5.0,2,0,5,0,0,7,0,0,1,1,1.8,Right,1.4,横浜DeNAベイスターズ
深沢　鳳介,1,0,0,0,0,0,0,0,0,0.0,20,4.0,6,0,3,1,0,5,0,0,1,1,2.25,Right,2.25,横浜DeNAベイスターズ
堀岡　隼人,2,0,0,0,0,0,0,0,0,0.0,8,2.0,1,0,1,0,0,3,0,0,0,0,0.0,Right,1.0,横浜DeNAベイスターズ
マルセリーノ,5,0,0,0,0,0,0,0,0,0.0,26,6.0,7,1,2,0,0,6,1,0,4,4,6.0,Right,1.5,横浜DeNAベイスターズ
宮城　滝太,1,0,0,0,0,0,0,0,0,0.0,5,1.0,2,0,0,0,0,2,0,0,0,0,0.0,Right,2.0,横浜DeNAベイスターズ
山﨑　康晃,5,0,0,4,0,0,0,0,0,0.0,18,5.0,2,1,0,0,0,4,0,0,2,1,1.8,Right,0.4,横浜DeNAベイスターズ
吉野　光樹,4,0,1,0,1,1,0,0,0,0.0,23,5.0,5,0,3,0,0,2,1,0,2,2,3.6,Right,1.6,横浜DeNAベイスターズ
ルイーズ,2,0,0,0,0,0,0,0,0,0.0,8,2.0,2,0,0,0,0,2,0,0,0,0,0.0,Right,1.0,横浜DeNAベイスターズ
レイノルズ,7,0,0,0,6,6,0,0,0,0.0,32,8.0,4,1,2,0,0,11,0,0,2,1,1.13,Right,0.75,横浜DeNAベイスターズ
ウォルターズ,1,0,1,0,0,0,0,0,0,0.0,20,2.6666666666666665,8,0,3,0,1,4,1,0,7,7,23.63,Right,4.125,東京ヤクルトスワローズ
大西　広樹,5,0,0,0,2,2,0,0,0,0.0,18,3.6666666666666665,6,1,1,0,0,1,1,0,5,5,12.27,Right,1.909,東京ヤクルトスワローズ
小川　泰弘,3,1,1,0,0,0,0,0,0,0.5,69,14.666666666666666,14,1,8,1,2,9,0,0,11,6,3.68,Right,1.5,東京ヤクルトスワローズ
奥川　恭伸,2,0,1,0,0,0,0,0,0,0.0,44,12.0,8,1,1,0,0,11,0,0,3,3,2.25,Right,0.75,東京ヤクルトスワローズ
キハダ,7,0,0,7,0,0,0,0,0,0.0,28,7.0,3,0,3,0,1,8,0,0,0,0,0.0,Left,0.857,東京ヤクルトスワローズ
木澤　尚文,5,0,0,0,2,2,0,0,0,0.0,19,4.666666666666667,3,0,3,0,1,4,0,0,0,0,0.0,Right,1.286,東京ヤクルトスワローズ
清水　昇,3,0,0,0,1,1,0,0,0,0.0,8,2.3333333333333335,1,0,0,0,0,2,0,0,0,0,0.0,Right,0.429,東京ヤクルトスワローズ
荘司　宏太,5,1,0,0,0,1,0,0,0,1.0,25,5.0,6,1,4,0,0,8,0,0,2,2,3.6,Left,2.0,東京ヤクルトスワローズ
高梨　裕稔,3,1,0,0,0,0,0,0,0,1.0,71,18.333333333333332,13,1,4,0,0,16,0,0,5,3,1.47,Right,0.927,東京ヤクルトスワローズ
田口　麗斗,4,1,0,0,0,1,0,0,0,1.0,27,5.0,7,0,3,1,1,6,0,0,2,0,0.0,Left,2.0,東京ヤクルトスワローズ
廣澤　優,5,2,0,0,0,2,0,0,0,1.0,19,5.0,0,0,3,0,1,3,1,0,0,0,0.0,Right,0.6,東京ヤクルトスワローズ
星　知弥,7,0,0,1,6,6,0,0,0,0.0,32,7.0,8,0,3,0,0,7,0,0,1,1,1.29,Right,1.571,東京ヤクルトスワローズ
増居　翔太,1,0,0,0,1,1,0,0,0,0.0,5,1.0,1,0,1,0,0,3,0,0,0,0,0.0,Left,2.0,東京ヤクルトスワローズ
松本　健吾,3,2,0,0,0,1,0,0,0,1.0,50,12.0,9,0,7,0,0,11,0,1,2,2,1.5,Right,1.333,東京ヤクルトスワローズ
丸山　翔大,1,0,0,0,0,0,0,0,0,0.0,7,2.3333333333333335,0,0,0,0,0,5,0,0,0,0,0.0,Right,0.0,東京ヤクルトスワローズ
山野　太一,3,3,0,0,0,0,0,0,0,1.0,81,20.0,19,3,2,0,1,18,0,0,8,8,3.6,Left,1.05,東京ヤクルトスワローズ
吉村　貢司郎,3,1,2,0,0,0,0,0,0,0.333,70,17.333333333333332,16,2,2,1,0,19,1,0,6,5,2.6,Right,1.038,東京ヤクルトスワローズ
リランソ,5,0,0,0,3,3,0,0,0,0.0,19,4.666666666666667,3,0,2,0,0,6,0,0,0,0,0.0,Right,1.071,東京ヤクルトスワローズ
アブレウ,1,0,0,0,0,0,0,0,0,0.0,6,0.3333333333333333,4,0,1,0,0,0,0,0,4,4,108.0,Right,15.0,中日ドラゴンズ
梅野　雄吾,2,0,0,0,0,0,0,0,0,0.0,14,2.3333333333333335,4,0,4,0,0,3,1,0,4,4,15.43,Right,3.429,中日ドラゴンズ
大野　雄大,2,1,1,0,0,0,1,0,1,0.5,50,13.0,9,2,2,0,1,7,0,0,5,4,2.77,Left,0.846,中日ドラゴンズ
勝野　昌慶,4,0,1,0,0,0,0,0,0,0.0,18,3.6666666666666665,3,1,4,1,0,7,0,0,3,3,7.36,Right,1.909,中日ドラゴンズ
金丸　夢斗,3,1,1,0,0,0,0,0,0,0.5,78,18.333333333333332,21,0,3,0,0,16,0,0,8,8,3.93,Left,1.309,中日ドラゴンズ
近藤　廉,3,0,0,0,0,0,0,0,0,0.0,15,3.3333333333333335,3,0,3,0,0,3,0,0,3,3,8.1,Left,1.8,中日ドラゴンズ
齋藤　綱記,6,0,1,0,1,1,0,0,0,0.0,22,4.666666666666667,4,1,2,0,2,3,1,0,3,3,5.79,Left,1.286,中日ドラゴンズ
櫻井　頼之介,3,0,1,0,0,0,0,0,0,0.0,44,9.666666666666666,12,3,3,0,0,10,0,0,7,6,5.59,Right,1.552,中日ドラゴンズ
髙橋　宏斗,3,0,2,0,0,0,1,0,0,0.0,82,19.0,20,0,9,2,0,20,0,0,9,6,2.84,Right,1.526,中日ドラゴンズ
仲地　礼亜,1,0,0,0,0,0,0,0,0,0.0,14,3.0,4,1,1,0,0,4,0,0,3,3,9.0,Right,1.667,中日ドラゴンズ
中西　聖輝,2,0,1,0,0,0,0,0,0,0.0,48,10.333333333333334,11,2,4,1,1,13,0,0,6,6,5.23,Right,1.452,中日ドラゴンズ
根尾　昂,6,1,1,0,0,1,0,0,0,0.5,24,6.333333333333333,4,1,1,0,1,8,0,0,1,1,1.42,Right,0.789,中日ドラゴンズ
橋本　侑樹,3,0,0,0,2,2,0,0,0,0.0,12,3.0,3,0,0,0,0,4,0,0,0,0,0.0,Left,1.0,中日ドラゴンズ
藤嶋　健人,5,0,1,0,3,3,0,0,0,0.0,18,4.0,4,0,3,0,1,0,0,0,3,3,6.75,Right,1.75,中日ドラゴンズ
マラー,1,0,1,0,0,0,0,0,0,0.0,22,5.333333333333333,5,0,1,0,0,5,0,0,3,2,3.38,Left,1.125,中日ドラゴンズ
牧野　憲伸,7,0,1,0,1,1,0,0,0,0.0,31,7.333333333333333,5,1,5,0,0,3,2,0,3,3,3.68,Left,1.364,中日ドラゴンズ
松山　晋也,3,0,1,2,0,0,0,0,0,0.0,14,2.3333333333333335,4,0,2,0,0,3,0,0,4,3,11.57,Right,2.571,中日ドラゴンズ
メヒア,7,0,0,0,3,3,0,0,0,0.0,24,6.666666666666667,4,0,1,0,0,4,0,0,2,2,2.7,Right,0.75,中日ドラゴンズ
柳　裕也,4,1,0,0,0,0,1,1,0,1.0,107,27.0,22,1,5,1,0,22,0,0,3,3,1.0,Right,1.0,中日ドラゴンズ
小島　和哉,2,0,2,0,0,0,0,0,0,0.0,41,8.333333333333334,9,0,4,0,2,5,1,0,5,5,5.4,Left,1.56,千葉ロッテマリーンズ
河村　説人,1,0,0,0,0,0,0,0,0,0.0,22,6.0,4,0,0,0,0,5,0,0,1,1,1.5,Right,0.667,千葉ロッテマリーンズ
木村　優人,3,0,1,0,0,0,0,0,0,0.0,68,16.0,14,3,7,0,0,11,1,0,11,10,5.63,Right,1.312,千葉ロッテマリーンズ
坂本　光士郎,4,0,1,0,1,1,0,0,0,0.0,12,3.0,3,0,0,0,0,6,0,0,1,0,0.0,Left,1.0,千葉ロッテマリーンズ
澤田　圭佑,8,1,1,0,3,4,0,0,0,0.5,30,8.0,6,0,0,0,0,7,0,0,1,1,1.13,Right,0.75,千葉ロッテマリーンズ
ジャクソン,3,1,2,0,0,0,0,0,0,0.333,78,18.0,15,1,10,0,1,17,1,0,10,9,4.5,Right,1.389,千葉ロッテマリーンズ
鈴木　昭汰,7,1,0,1,4,5,0,0,0,1.0,30,6.666666666666667,9,1,2,1,0,11,0,0,3,3,4.05,Left,1.65,千葉ロッテマリーンズ
高野　脩汰,7,0,2,0,3,3,0,0,0,0.0,30,6.333333333333333,8,2,3,0,0,9,1,0,7,7,9.95,Left,1.737,千葉ロッテマリーンズ
田中　晴也,3,1,1,0,0,0,0,0,0,0.5,77,18.0,16,0,5,0,2,16,0,0,5,5,2.5,Right,1.167,千葉ロッテマリーンズ
種市　篤暉,1,0,0,0,0,0,0,0,0,0.0,25,7.0,5,0,0,0,0,6,0,0,0,0,0.0,Right,0.714,千葉ロッテマリーンズ
西野　勇士,2,0,1,0,0,0,0,0,0,0.0,48,11.0,13,3,4,0,0,8,0,0,7,7,5.73,Right,1.545,千葉ロッテマリーンズ
廣池　康志郎,3,0,0,0,0,0,0,0,0,0.0,47,12.333333333333334,6,0,2,0,2,11,0,0,1,0,0.0,Right,0.649,千葉ロッテマリーンズ
廣畑　敦也,2,0,0,0,0,0,0,0,0,0.0,16,3.0,6,2,0,0,0,2,0,0,5,3,9.0,Right,2.0,千葉ロッテマリーンズ
益田　直也,4,0,0,0,0,0,0,0,0,0.0,16,4.0,4,0,1,0,0,1,0,0,2,2,4.5,Right,1.25,千葉ロッテマリーンズ
宮﨑　颯,4,0,0,0,0,0,0,0,0,0.0,24,5.0,6,1,1,0,2,4,1,0,4,4,7.2,Left,1.4,千葉ロッテマリーンズ
毛利　海大,3,1,0,0,0,0,0,0,0,1.0,63,15.0,12,2,7,0,0,11,0,0,7,7,4.2,Left,1.267,千葉ロッテマリーンズ
八木　彬,3,2,0,0,0,2,0,0,0,1.0,22,6.0,3,1,0,0,1,2,0,0,1,1,1.5,Right,0.5,千葉ロッテマリーンズ
横山　陸人,7,0,0,4,2,2,0,0,0,0.0,30,7.333333333333333,3,0,5,0,0,8,0,0,1,0,0.0,Right,1.091,千葉ロッテマリーンズ
ロング,8,0,1,0,5,5,0,0,0,0.0,28,7.333333333333333,4,1,0,0,0,6,0,0,2,1,1.23,Left,0.545,千葉ロッテマリーンズ
伊藤　優輔,6,0,0,0,0,0,0,0,0,0.0,24,5.333333333333333,5,0,4,0,1,2,0,0,1,1,1.69,Right,1.688,福岡ソフトバンクホークス
稲川　竜汰,1,0,0,0,0,0,0,0,0,0.0,4,0.6666666666666666,0,0,2,0,0,0,2,0,1,1,13.5,Right,3.0,福岡ソフトバンクホークス
上沢　直之,3,1,0,0,0,0,0,0,0,1.0,85,20.0,18,3,4,0,1,20,1,0,6,4,1.8,Right,1.1,福岡ソフトバンクホークス
オスナ,1,0,0,0,0,0,0,0,0,0.0,3,1.0,0,0,0,0,0,1,0,0,0,0,0.0,Right,0.0,福岡ソフトバンクホークス
大関　友久,3,1,1,0,0,0,0,0,0,0.5,76,17.0,21,2,6,0,0,10,0,0,9,8,4.24,Left,1.588,福岡ソフトバンクホークス
大津　亮介,3,2,0,0,0,0,0,0,0,1.0,74,21.0,14,2,1,0,2,16,0,0,3,3,1.29,Right,0.714,福岡ソフトバンクホークス
大野　稼頭央,3,0,0,0,0,0,0,0,0,0.0,26,4.666666666666667,8,0,3,0,1,2,1,0,4,2,3.86,Left,2.357,福岡ソフトバンクホークス
尾形　崇斗,4,0,1,0,0,0,0,0,0,0.0,17,4.333333333333333,3,2,0,0,1,7,0,0,3,3,6.23,Right,0.692,福岡ソフトバンクホークス
上茶谷　大河,5,1,0,0,2,3,0,0,0,1.0,35,9.333333333333334,4,2,4,0,0,7,0,0,2,2,1.93,Right,0.857,福岡ソフトバンクホークス
木村　光,8,0,0,0,3,3,0,0,0,0.0,31,8.0,3,0,3,0,1,7,0,0,0,0,0.0,Right,0.75,福岡ソフトバンクホークス
徐　若熙,3,1,2,0,0,0,0,0,0,0.333,65,14.666666666666666,15,3,8,0,1,12,0,0,8,8,4.91,Right,1.568,福岡ソフトバンクホークス
スチュワート・ジュニア,3,2,1,0,0,0,0,0,0,0.667,72,15.666666666666666,14,2,9,1,2,15,2,0,8,7,4.02,Right,1.468,福岡ソフトバンクホークス
杉山　一樹,7,0,1,4,0,0,0,0,0,0.0,31,6.0,9,0,3,0,0,8,0,0,6,6,9.0,Right,2.0,福岡ソフトバンクホークス
鈴木　豪太,2,0,0,0,0,0,0,0,0,0.0,17,4.0,4,2,2,0,0,5,0,1,3,3,6.75,Right,1.5,福岡ソフトバンクホークス
ヘルナンデス,7,0,0,0,2,2,0,0,0,0.0,33,6.666666666666667,6,2,6,0,1,10,1,0,3,2,2.7,Left,1.8,福岡ソフトバンクホークス
松本　晴,3,2,0,0,0,0,0,0,0,1.0,71,15.666666666666666,19,2,5,0,3,17,0,0,8,8,4.6,Left,1.532,福岡ソフトバンクホークス
松本　裕樹,7,1,1,1,2,3,0,0,0,0.5,30,6.666666666666667,8,0,3,0,0,6,1,0,3,3,4.05,Right,1.65,福岡ソフトバンクホークス
有原　航平,3,1,2,0,0,0,0,0,0,0.333,86,18.0,23,1,7,0,1,12,2,0,15,12,6.0,Right,1.667,北海道日本ハムファイターズ
池田　隆英,5,0,0,0,0,0,0,0,0,0.0,16,4.0,3,0,1,0,0,4,0,0,0,0,0.0,Right,1.0,北海道日本ハムファイターズ
伊藤　大海,3,1,1,0,0,0,0,0,0,0.5,79,17.333333333333332,20,5,4,0,3,14,0,0,11,11,5.71,Right,1.385,北海道日本ハムファイターズ
上原　健太,6,1,1,0,0,1,0,0,0,0.5,29,6.333333333333333,6,2,3,0,1,6,0,0,4,4,5.68,Left,1.421,北海道日本ハムファイターズ
加藤　貴之,3,2,1,0,0,0,0,0,0,0.667,63,14.666666666666666,18,1,2,0,0,10,0,0,9,7,4.3,Left,1.364,北海道日本ハムファイターズ
北山　亘基,3,1,1,0,0,0,0,0,0,0.5,75,19.666666666666668,13,1,3,0,1,18,0,1,6,6,2.75,Right,0.814,北海道日本ハムファイターズ
古林　睿煬,5,0,1,0,1,1,0,0,0,0.0,21,4.333333333333333,4,1,4,0,0,7,2,0,3,3,6.23,Right,1.846,北海道日本ハムファイターズ
齋藤　友貴哉,1,0,1,0,0,0,0,0,0,0.0,6,1.0,3,0,0,0,0,2,0,0,1,1,9.0,Right,3.0,北海道日本ハムファイターズ
島本　浩也,8,0,0,0,1,1,0,0,0,0.0,21,4.666666666666667,5,0,2,1,0,3,0,0,2,1,1.93,Left,1.5,北海道日本ハムファイターズ
達　孝太,3,1,1,0,0,0,0,0,0,0.5,83,18.333333333333332,20,2,6,0,1,19,0,0,9,8,3.93,Right,1.418,北海道日本ハムファイターズ
田中　正義,4,0,0,0,3,3,0,0,0,0.0,12,4.0,0,0,0,0,0,3,0,0,0,0,0.0,Right,0.0,北海道日本ハムファイターズ
玉井　大翔,4,0,0,0,1,1,0,0,0,0.0,13,4.0,2,0,0,0,0,2,0,0,0,0,0.0,Right,0.5,北海道日本ハムファイターズ
福谷　浩司,6,0,0,0,0,0,0,0,0,0.0,27,6.333333333333333,7,1,2,0,0,5,0,0,1,1,1.42,Right,1.421,北海道日本ハムファイターズ
細野　晴希,3,1,1,0,0,0,1,1,0,0.5,78,19.0,12,0,7,1,3,23,0,0,6,5,2.37,Left,1.0,北海道日本ハムファイターズ
柳川　大晟,5,0,0,3,0,0,0,0,0,0.0,21,5.0,4,0,2,0,0,6,0,0,1,1,1.8,Right,1.2,北海道日本ハムファイターズ
山﨑　福也,7,0,0,0,0,0,0,0,0,0.0,29,6.333333333333333,9,1,3,0,0,5,0,0,4,4,5.68,Left,1.895,北海道日本ハムファイターズ
山本　拓実,3,0,0,0,0,0,0,0,0,0.0,13,3.0,2,1,1,0,1,2,0,0,3,3,9.0,Right,1.0,北海道日本ハムファイターズ
ウレーニャ,2,0,0,0,0,0,0,0,0,0.0,40,10.0,8,0,3,0,0,10,0,0,2,2,1.8,Right,1.1,東北楽天ゴールデンイーグルス
内　星龍,8,0,1,0,2,2,0,0,0,0.0,39,8.333333333333334,10,2,4,0,0,7,1,0,9,9,9.72,Right,1.68,東北楽天ゴールデンイーグルス
江原　雅裕,1,0,0,0,0,0,0,0,0,0.0,9,2.0,2,0,1,0,0,3,0,0,1,1,4.5,Right,1.5,東北楽天ゴールデンイーグルス
加治屋　蓮,6,2,0,0,1,3,0,0,0,1.0,22,6.0,4,1,2,0,0,5,0,0,1,1,1.5,Right,1.0,東北楽天ゴールデンイーグルス
九谷　瑠,3,0,0,0,0,0,0,0,0,0.0,17,4.0,2,0,3,0,0,2,0,0,1,1,2.25,Right,1.25,東北楽天ゴールデンイーグルス
古謝　樹,3,0,2,0,0,0,1,0,0,0.0,82,20.666666666666668,15,2,5,0,0,16,0,0,8,8,3.48,Left,0.968,東北楽天ゴールデンイーグルス
柴田　大地,2,0,0,0,1,1,0,0,0,0.0,6,1.6666666666666665,0,0,1,0,0,4,0,0,0,0,0.0,Right,0.6,東北楽天ゴールデンイーグルス
