Name,G,W,L,SV,HLD,HP,CG,SHO,NHB,WPCT,BF,IP,HA,HRA,BB,IBB,HBP,SO,WP,BK,R,ER,ERA,Hand,WHIP,Team
安藤　優也,1,0,0,0,0,0,0,0,0,0.0,2,0.3333333333333333,1,1,0,0,0,0,0,0,1,1,27.0,Right,3.0,阪神タイガース
石崎　剛,26,1,1,0,4,5,0,0,0,0.5,123,30.666666666666668,16,1,15,0,2,32,1,0,4,4,1.17,Right,1.011,阪神タイガース
伊藤　和雄,9,0,0,0,0,0,0,0,0,0.0,55,12.666666666666666,13,1,4,0,1,10,1,0,7,6,4.26,Right,1.342,阪神タイガース
岩崎　優,66,4,1,0,15,19,0,0,0,0.8,311,71.66666666666667,63,2,27,1,5,88,0,0,28,19,2.39,Left,1.256,阪神タイガース
岩貞　祐太,18,5,10,0,0,0,0,0,0,0.333,428,98.0,93,14,44,0,4,93,3,0,56,54,4.96,Left,1.398,阪神タイガース
岩田　稔,10,3,2,0,0,0,0,0,0,0.6,233,53.0,55,4,22,0,2,39,4,2,26,25,4.25,Left,1.453,阪神タイガース
榎田　大樹,3,0,0,0,1,1,0,0,0,0.0,30,6.333333333333333,10,0,2,0,0,6,0,0,2,1,1.42,Left,1.895,阪神タイガース
小野　泰己,15,2,7,0,0,0,0,0,0,0.222,343,78.66666666666667,78,6,40,0,5,63,4,0,38,38,4.35,Right,1.5,阪神タイガース
桑原　謙太朗,67,4,2,0,39,43,0,0,0,0.667,261,65.66666666666667,52,2,10,0,3,63,2,0,11,11,1.51,Right,0.944,阪神タイガース
才木　浩人,2,0,0,0,1,1,0,0,0,0.0,13,2.6666666666666665,2,0,3,0,0,3,0,0,0,0,0.0,Right,1.875,阪神タイガース
髙橋　聡文,61,6,0,1,20,26,0,0,0,1.0,184,47.666666666666664,29,1,14,0,1,51,2,0,9,9,1.7,Left,0.902,阪神タイガース
竹安　大知,1,1,0,0,0,1,0,0,0,1.0,3,1.0,0,0,0,0,0,1,0,0,0,0,0.0,Right,0.0,阪神タイガース
ドリス,63,4,4,37,5,9,0,0,0,0.5,259,63.0,53,1,17,1,1,85,8,0,22,19,2.71,Right,1.111,阪神タイガース
能見　篤史,23,6,6,0,0,0,1,0,0,0.5,533,128.33333333333334,117,14,40,0,2,119,2,1,57,53,3.72,Left,1.223,阪神タイガース
福永　春吾,1,0,0,0,0,0,0,0,0,0.0,25,4.0,10,1,3,0,0,3,1,0,6,5,11.25,Right,3.25,阪神タイガース
藤川　球児,52,3,0,0,6,9,0,0,0,1.0,232,56.666666666666664,41,3,24,1,5,71,2,0,15,14,2.22,Right,1.147,阪神タイガース
藤浪　晋太郎,11,3,5,0,0,0,0,0,0,0.375,271,59.0,53,5,45,0,8,41,5,0,30,27,4.12,Right,1.661,阪神タイガース
マテオ,63,7,4,0,36,43,0,0,0,0.636,252,59.0,49,2,17,0,3,62,1,0,26,18,2.75,Right,1.119,阪神タイガース
松田　遼馬,26,1,2,0,1,2,0,0,0,0.333,161,35.666666666666664,37,5,17,0,1,33,1,0,23,20,5.05,Right,1.514,阪神タイガース
メッセンジャー,22,11,5,0,0,0,1,1,0,0.688,594,143.0,134,5,44,0,1,155,2,0,42,38,2.39,Right,1.245,阪神タイガース
メンデス,8,0,0,0,1,1,0,0,0,0.0,45,9.666666666666666,12,1,3,0,1,9,0,1,9,7,6.52,Right,1.552,阪神タイガース
メンドーサ,4,0,2,0,0,0,0,0,0,0.0,90,21.0,22,2,6,0,1,15,1,0,12,12,5.14,Right,1.333,阪神タイガース
守屋　功輝,1,0,0,0,0,0,0,0,0,0.0,2,0.0,2,0,0,0,0,0,0,0,1,1,,Right,,阪神タイガース
柳瀬　明宏,2,0,0,0,0,0,0,0,0,0.0,16,1.6666666666666665,9,3,2,0,0,0,0,0,8,8,43.2,Right,6.6,阪神タイガース
山本　翔也,6,0,0,0,0,0,0,0,0,0.0,38,7.666666666666667,10,1,3,0,0,3,1,0,6,5,5.87,Left,1.696,阪神タイガース
横山　雄哉,1,1,0,0,0,0,0,0,0,1.0,22,5.0,6,0,2,0,0,5,0,0,1,1,1.8,Left,1.6,阪神タイガース
飯田　哲矢,8,0,0,0,1,1,0,0,0,0.0,41,7.0,15,0,5,0,0,8,0,0,8,8,10.29,Left,2.857,広島東洋カープ
一岡　竜司,59,6,2,1,19,25,0,0,0,0.75,234,58.333333333333336,42,1,20,0,0,58,1,0,14,12,1.85,Right,1.063,広島東洋カープ
今井　啓介,4,0,0,0,0,0,0,0,0,0.0,23,5.0,7,1,2,0,0,5,0,0,3,3,5.4,Right,1.8,広島東洋カープ
今村　猛,68,3,5,23,17,20,0,0,0,0.375,270,64.33333333333333,53,6,27,0,0,69,3,0,19,17,2.38,Right,1.244,広島東洋カープ
オスカル,2,0,0,0,0,0,0,0,0,0.0,6,1.6666666666666665,1,0,0,0,0,0,0,0,1,1,5.4,Left,0.6,広島東洋カープ
大瀬良　大地,24,10,2,0,0,0,0,0,0,0.833,617,145.66666666666666,143,12,43,0,1,109,9,0,68,59,3.65,Right,1.277,広島東洋カープ
岡田　明丈,24,12,5,0,0,0,2,0,1,0.706,604,141.66666666666666,134,9,63,0,4,109,3,4,68,63,4.0,Right,1.391,広島東洋カープ
加藤　拓也,7,1,3,0,0,0,0,0,0,0.25,136,29.333333333333332,20,2,31,0,1,28,3,0,14,14,4.3,Right,1.739,広島東洋カープ
九里　亜蓮,35,9,5,0,2,6,0,0,0,0.643,494,116.33333333333333,111,7,44,0,4,97,1,0,51,47,3.64,Right,1.332,広島東洋カープ
佐藤　祥万,6,0,0,0,0,0,0,0,0,0.0,30,6.666666666666667,6,1,5,0,0,6,0,0,3,3,4.05,Left,1.65,広島東洋カープ
ジャクソン,60,2,2,1,30,32,0,0,0,0.5,243,62.0,43,5,19,0,1,55,2,0,16,14,2.03,Right,1.0,広島東洋カープ
ジョンソン,13,6,3,0,0,0,0,0,0,0.667,328,76.33333333333333,79,4,25,0,2,53,2,0,40,34,4.01,Left,1.362,広島東洋カープ
高橋　樹也,10,0,2,0,0,0,0,0,0,0.0,67,14.0,18,1,6,0,0,9,0,0,15,10,6.43,Left,1.714,広島東洋カープ
床田　寛樹,3,1,1,0,0,0,0,0,0,0.5,71,17.333333333333332,16,2,3,0,0,16,0,0,10,10,5.19,Left,1.096,広島東洋カープ
戸田　隆矢,3,0,0,0,1,1,0,0,0,0.0,34,7.333333333333333,10,1,1,0,0,7,0,0,9,9,11.05,Left,1.5,広島東洋カープ
中﨑　翔太,59,4,1,10,25,29,0,0,0,0.8,218,57.666666666666664,33,2,20,0,0,36,0,0,9,9,1.4,Right,0.919,広島東洋カープ
中田　廉,53,2,4,0,13,15,0,0,0,0.333,196,46.666666666666664,37,4,20,3,1,50,0,0,15,14,2.7,Right,1.221,広島東洋カープ
中村　祐太,15,5,4,0,0,0,0,0,0,0.556,312,74.66666666666667,68,7,26,0,2,54,1,0,33,31,3.74,Right,1.259,広島東洋カープ
野村　祐輔,25,9,5,0,0,0,0,0,0,0.643,645,155.33333333333334,152,12,38,0,4,106,4,0,53,48,2.78,Right,1.223,広島東洋カープ
ブレイシア,26,2,1,1,2,4,0,0,0,0.667,132,30.0,32,3,8,0,0,19,0,0,13,10,3.0,Right,1.333,広島東洋カープ
福井　優也,5,1,3,0,0,0,0,0,0,0.25,131,27.666666666666668,36,1,12,0,2,15,0,0,24,22,7.16,Right,1.735,広島東洋カープ
藤井　皓哉,2,0,0,0,1,1,0,0,0,0.0,5,1.6666666666666665,0,0,0,0,0,1,0,0,0,0,0.0,Right,0.0,広島東洋カープ
ヘーゲンズ,11,0,0,0,0,0,0,0,0,0.0,73,15.0,24,1,7,0,0,10,2,1,12,11,6.6,Right,2.067,広島東洋カープ
薮田　和樹,38,15,3,0,3,6,2,2,0,0.833,536,129.0,102,10,51,0,4,115,4,0,42,37,2.58,Right,1.186,広島東洋カープ
綾部　翔,1,1,0,0,0,0,0,0,0,1.0,21,5.0,4,0,2,0,0,5,0,0,0,0,0.0,Right,1.2,横浜DeNAベイスターズ
飯塚　悟史,9,1,3,0,1,1,0,0,0,0.25,186,42.0,41,9,21,1,4,27,1,0,22,20,4.29,Right,1.476,横浜DeNAベイスターズ
石田　健大,18,6,6,0,0,0,0,0,0,0.5,436,106.0,90,10,34,0,0,103,6,0,43,40,3.4,Left,1.17,横浜DeNAベイスターズ
井納　翔一,25,6,10,0,0,0,1,0,0,0.375,636,152.33333333333334,147,9,46,1,8,93,3,0,66,65,3.84,Right,1.267,横浜DeNAベイスターズ
今永　昇太,24,11,7,0,0,0,3,2,0,0.611,600,148.0,115,13,52,2,5,140,3,0,49,49,2.98,Left,1.128,横浜DeNAベイスターズ
ウィーランド,21,10,2,0,0,0,1,1,0,0.833,541,133.0,114,14,37,0,2,112,1,0,46,44,2.98,Right,1.135,横浜DeNAベイスターズ
エスコバー,27,1,3,2,7,8,0,0,0,0.25,147,34.0,33,4,11,0,1,33,1,0,15,13,3.44,Left,1.294,横浜DeNAベイスターズ
尾仲　祐哉,11,1,1,0,0,1,0,0,0,0.5,96,19.333333333333332,22,2,15,0,0,17,3,0,16,14,6.52,Right,1.914,横浜DeNAベイスターズ
加賀　繁,33,2,0,0,10,12,0,0,0,1.0,115,26.333333333333332,29,4,7,2,0,20,0,0,15,13,4.44,Right,1.367,横浜DeNAベイスターズ
クライン,7,2,3,0,0,0,0,0,0,0.4,163,36.0,35,5,22,0,3,27,3,1,25,19,4.75,Right,1.583,横浜DeNAベイスターズ
国吉　佑樹,4,0,0,0,0,0,0,0,0,0.0,30,8.0,5,0,4,0,0,3,3,0,2,2,2.25,Right,1.125,横浜DeNAベイスターズ
久保　康友,7,4,2,0,0,0,0,0,0,0.667,172,37.0,46,6,14,2,0,33,1,0,30,22,5.35,Right,1.622,横浜DeNAベイスターズ
熊原　健人,4,3,1,0,0,0,0,0,0,0.75,91,20.0,23,6,11,0,1,17,1,0,16,12,5.4,Right,1.7,横浜DeNAベイスターズ
小林　寛,3,0,0,0,0,0,0,0,0,0.0,16,3.0,5,0,2,0,0,3,0,0,0,0,0.0,Right,2.333,横浜DeNAベイスターズ
進藤　拓也,12,0,0,0,0,0,0,0,0,0.0,73,15.0,18,0,10,0,2,10,0,0,7,7,4.2,Right,1.867,横浜DeNAベイスターズ
須田　幸太,23,0,2,0,9,9,0,0,0,0.0,73,16.666666666666668,16,1,9,1,1,14,0,0,15,15,8.1,Right,1.5,横浜DeNAベイスターズ
砂田　毅樹,62,1,2,0,25,26,0,0,0,0.333,236,54.666666666666664,54,5,13,1,3,49,1,1,25,25,4.12,Left,1.226,横浜DeNAベイスターズ
平良　拳太郎,4,1,3,0,0,0,0,0,0,0.25,71,14.0,21,4,9,0,1,6,0,0,16,11,7.07,Right,2.143,横浜DeNAベイスターズ
高崎　健太郎,1,0,0,0,0,0,0,0,0,0.0,8,1.0,4,0,1,0,0,0,0,0,3,3,27.0,Right,5.0,横浜DeNAベイスターズ
田中　健二朗,60,1,3,0,11,12,0,0,0,0.25,205,48.333333333333336,43,3,23,0,1,36,2,0,26,24,4.47,Left,1.366,横浜DeNAベイスターズ
パットン,62,4,3,7,27,31,0,0,0,0.571,247,60.0,50,4,19,3,2,66,2,0,19,18,2.7,Right,1.15,横浜DeNAベイスターズ
濵口　遥大,22,10,6,0,0,0,0,0,0,0.625,546,123.66666666666667,116,9,69,0,2,136,9,1,54,49,3.57,Left,1.496,横浜DeNAベイスターズ
平田　真吾,33,0,1,0,1,1,0,0,0,0.0,157,36.333333333333336,32,5,17,0,4,29,2,1,19,19,4.71,Right,1.349,横浜DeNAベイスターズ
藤岡　好明,6,1,0,0,0,1,0,0,0,1.0,23,4.333333333333333,6,0,4,0,1,3,0,0,2,2,4.15,Right,2.308,横浜DeNAベイスターズ
三上　朋也,61,3,3,0,31,34,0,0,0,0.5,213,51.0,47,8,16,1,2,29,1,0,31,29,5.12,Right,1.235,横浜DeNAベイスターズ
三嶋　一輝,16,0,1,0,0,0,0,0,0,0.0,99,20.666666666666668,29,4,9,0,0,17,4,0,17,15,6.53,Right,1.839,横浜DeNAベイスターズ
水野　滉也,1,0,1,0,0,0,0,0,0,0.0,21,4.666666666666667,5,0,2,0,1,5,0,0,3,3,5.79,Right,1.5,横浜DeNAベイスターズ
山﨑　康晃,68,4,2,26,15,19,0,0,0,0.667,260,65.66666666666667,52,3,13,0,1,84,1,0,16,12,1.64,Right,0.99,横浜DeNAベイスターズ
秋吉　亮,43,5,6,10,10,15,0,0,0,0.455,177,43.0,38,3,11,1,1,39,2,0,17,16,3.35,Right,1.14,東京ヤクルトスワローズ
石川　雅規,23,4,14,0,0,0,0,0,0,0.222,540,123.33333333333333,149,18,28,2,4,88,2,1,72,70,5.11,Left,1.435,東京ヤクルトスワローズ
石山　泰稚,66,3,6,0,24,27,0,0,0,0.333,285,68.33333333333333,63,5,17,3,1,76,5,0,29,23,3.03,Right,1.171,東京ヤクルトスワローズ
岩橋　慶侍,2,0,2,0,0,0,0,0,0,0.0,43,10.0,8,1,5,0,0,8,0,0,4,2,1.8,Left,1.3,東京ヤクルトスワローズ
梅野　雄吾,2,0,1,0,0,0,0,0,0,0.0,37,8.0,5,1,9,0,0,8,3,0,7,6,6.75,Right,1.75,東京ヤクルトスワローズ
オーレンドルフ,4,0,1,0,0,0,0,0,0,0.0,84,18.0,18,1,11,0,1,15,2,0,13,11,5.5,Right,1.611,東京ヤクルトスワローズ
小川　泰弘,22,8,7,0,1,1,2,1,0,0.533,509,124.0,104,11,39,0,0,109,0,0,42,39,2.83,Right,1.153,東京ヤクルトスワローズ
風張　蓮,3,0,0,0,0,0,0,0,0,0.0,16,4.0,3,1,1,0,0,3,0,0,3,3,6.75,Right,1.0,東京ヤクルトスワローズ
ギルメット,28,1,1,0,2,2,0,0,0,0.5,228,54.666666666666664,49,4,15,1,2,57,1,0,23,22,3.62,Right,1.171,東京ヤクルトスワローズ
菊沢　竜佑,2,0,0,0,0,0,0,0,0,0.0,16,3.0,5,1,2,0,0,3,0,0,2,2,6.0,Right,2.333,東京ヤクルトスワローズ
久古　健太郎,6,0,0,0,1,1,0,0,0,0.0,14,1.6666666666666665,7,1,1,0,1,1,0,0,5,5,27.0,Left,4.8,東京ヤクルトスワローズ
近藤　一樹,54,2,4,1,14,16,0,0,0,0.333,234,55.333333333333336,49,9,17,0,4,55,2,0,29,29,4.72,Right,1.193,東京ヤクルトスワローズ
杉浦　稔大,5,0,1,0,0,0,0,0,0,0.0,18,4.666666666666667,3,2,1,0,0,9,0,0,2,2,3.86,Right,0.857,東京ヤクルトスワローズ
館山　昌平,2,0,1,0,0,0,0,0,0,0.0,31,6.0,10,3,3,0,1,3,0,0,8,8,12.0,Right,2.167,東京ヤクルトスワローズ
寺島　成輝,1,0,0,0,0,0,0,0,0,0.0,18,3.0,5,1,3,0,0,3,0,0,5,5,15.0,Left,2.667,東京ヤクルトスワローズ
土肥　寛昌,4,0,0,0,0,0,0,0,0,0.0,23,5.0,5,1,2,0,0,6,1,0,2,2,3.6,Right,1.4,東京ヤクルトスワローズ
中尾　輝,2,0,1,0,0,0,0,0,0,0.0,25,4.0,8,1,3,0,0,4,1,0,7,5,11.25,Left,2.75,東京ヤクルトスワローズ
中澤　雅人,28,0,0,0,0,0,0,0,0,0.0,110,26.333333333333332,27,3,6,0,0,21,1,0,12,12,4.1,Left,1.253,東京ヤクルトスワローズ
中島　彰吾,2,0,0,0,0,0,0,0,0,0.0,26,4.666666666666667,11,3,1,0,0,3,0,0,7,7,13.5,Right,2.571,東京ヤクルトスワローズ
成瀬　善久,12,0,1,0,0,0,0,0,0,0.0,70,16.666666666666668,16,4,5,0,0,10,0,0,11,10,5.4,Left,1.26,東京ヤクルトスワローズ
原　樹理,26,3,11,0,0,0,1,0,1,0.214,554,131.33333333333334,133,19,34,1,6,115,2,0,66,56,3.84,Right,1.272,東京ヤクルトスワローズ
平井　諒,4,0,0,0,0,0,0,0,0,0.0,19,2.6666666666666665,5,0,4,0,1,3,1,0,4,3,10.13,Right,3.375,東京ヤクルトスワローズ
ブキャナン,25,6,13,0,0,0,2,1,0,0.316,678,159.66666666666666,158,19,56,1,9,112,2,1,75,65,3.66,Right,1.34,東京ヤクルトスワローズ
星　知弥,24,4,7,0,2,2,0,0,0,0.364,494,110.33333333333333,116,14,49,1,5,71,3,0,64,58,4.73,Right,1.495,東京ヤクルトスワローズ
松岡　健一,37,0,1,0,8,8,0,0,0,0.0,137,33.333333333333336,31,5,11,0,2,28,0,0,13,13,3.51,Right,1.26,東京ヤクルトスワローズ
村中　恭兵,13,0,0,0,0,0,0,0,0,0.0,61,14.666666666666666,4,0,15,1,0,6,1,0,6,5,3.07,Left,1.295,東京ヤクルトスワローズ
屋宜　照悟,2,0,0,0,0,0,0,0,0,0.0,9,1.0,6,1,0,0,0,0,0,0,6,6,54.0,Right,6.0,東京ヤクルトスワローズ
山中　浩史,13,2,6,0,0,0,1,0,0,0.25,333,75.33333333333333,91,11,17,1,4,29,0,0,45,43,5.14,Right,1.434,東京ヤクルトスワローズ
山本　哲哉,32,0,1,0,1,1,0,0,0,0.0,155,34.0,42,4,13,0,1,10,2,0,21,18,4.76,Right,1.618,東京ヤクルトスワローズ
由規,10,3,5,0,0,0,0,0,0,0.375,234,54.333333333333336,48,4,33,0,0,46,0,0,29,26,4.31,Right,1.491,東京ヤクルトスワローズ
ルーキ,61,4,6,7,22,26,0,0,0,0.4,257,60.666666666666664,54,6,19,2,2,70,3,2,24,20,2.97,Right,1.203,東京ヤクルトスワローズ
アラウホ,6,1,0,0,0,1,0,0,0,1.0,38,8.333333333333334,9,1,3,0,2,6,0,1,6,6,6.48,Left,1.44,中日ドラゴンズ
浅尾　拓也,4,0,0,0,1,1,0,0,0,0.0,16,3.0,6,0,2,0,0,5,1,0,4,4,12.0,Right,2.667,中日ドラゴンズ
阿知羅　拓馬,4,0,1,0,0,0,0,0,0,0.0,54,13.0,12,2,5,0,0,8,0,0,7,7,4.85,Right,1.308,中日ドラゴンズ
伊藤　準規,39,0,2,0,9,9,0,0,0,0.0,276,62.666666666666664,59,5,33,0,4,57,1,0,28,27,3.88,Right,1.468,中日ドラゴンズ
岩瀬　仁紀,50,3,6,2,26,29,0,0,0,0.333,154,35.666666666666664,37,2,14,1,1,28,0,0,19,19,4.79,Left,1.43,中日ドラゴンズ
大野　雄大,24,7,8,0,0,0,2,1,0,0.467,629,147.66666666666666,143,17,51,0,6,117,0,0,71,66,4.02,Left,1.314,中日ドラゴンズ
小笠原　慎之介,22,5,8,0,0,0,1,0,0,0.385,522,119.0,124,21,53,1,1,105,7,0,65,64,4.84,Left,1.487,中日ドラゴンズ
岡田　俊哉,9,0,2,0,2,2,0,0,0,0.0,31,7.0,9,1,1,0,0,4,0,0,5,4,5.14,Left,1.429,中日ドラゴンズ
小川　龍也,18,0,0,0,3,3,0,0,0,0.0,55,12.333333333333334,11,0,5,0,3,9,1,0,3,3,2.19,Left,1.297,中日ドラゴンズ
小熊　凌祐,4,0,3,0,0,0,0,0,0,0.0,77,17.0,22,6,5,0,0,9,0,0,18,18,9.53,Right,1.588,中日ドラゴンズ
笠原　祥太郎,18,1,3,0,0,0,1,0,0,0.25,206,48.666666666666664,38,4,21,1,7,43,0,0,17,17,3.14,Left,1.212,中日ドラゴンズ
佐藤　優,13,2,0,0,2,4,0,0,0,1.0,62,13.333333333333334,18,0,5,0,1,8,0,0,8,8,5.4,Right,1.725,中日ドラゴンズ
ジョーダン,18,6,4,0,0,0,0,0,0,0.6,310,74.33333333333333,52,2,35,0,6,66,2,3,25,19,2.3,Left,1.17,中日ドラゴンズ
鈴木　翔太,15,5,5,0,0,0,0,0,0,0.5,311,69.0,66,5,42,0,5,51,2,0,39,32,4.17,Right,1.565,中日ドラゴンズ
祖父江　大輔,35,2,2,1,9,11,0,0,0,0.5,173,42.0,38,1,17,0,0,26,0,0,12,12,2.57,Right,1.31,中日ドラゴンズ
田島　慎二,63,2,5,34,6,8,0,0,0,0.286,249,62.666666666666664,40,6,25,1,3,46,5,0,20,20,2.87,Right,1.037,中日ドラゴンズ
谷元　圭介,18,0,1,0,6,6,0,0,0,0.0,80,18.0,20,4,6,0,0,14,0,0,12,12,6.0,Right,1.444,中日ドラゴンズ
バルデス,23,6,9,0,0,0,1,0,0,0.4,625,146.0,139,13,47,0,7,83,1,0,73,61,3.76,Left,1.274,中日ドラゴンズ
福　敬登,5,0,0,0,0,0,0,0,0,0.0,27,5.666666666666667,8,2,2,0,0,7,0,0,6,5,7.94,Left,1.765,中日ドラゴンズ
福谷　浩司,25,1,1,0,2,3,0,0,0,0.5,122,26.666666666666668,35,5,9,0,1,26,5,0,17,17,5.74,Right,1.65,中日ドラゴンズ
又吉　克樹,50,8,3,0,21,26,1,1,0,0.727,434,110.0,84,7,36,0,5,78,0,1,27,26,2.13,Right,1.091,中日ドラゴンズ
丸山　泰資,8,0,0,0,0,0,0,0,0,0.0,57,12.0,16,2,6,0,1,10,0,0,13,11,8.25,Right,1.833,中日ドラゴンズ
三ツ間　卓也,35,2,1,0,11,13,0,0,0,0.667,174,37.666666666666664,35,1,27,0,6,29,0,0,17,17,4.06,Right,1.646,中日ドラゴンズ
八木　智哉,3,1,0,0,0,0,0,0,0,1.0,49,11.0,11,2,5,0,1,6,0,0,7,7,5.73,Left,1.455,中日ドラゴンズ
柳　裕也,11,1,4,0,0,0,0,0,0,0.2,202,50.333333333333336,42,5,12,0,0,45,2,0,25,25,4.47,Right,1.073,中日ドラゴンズ
山井　大介,2,2,0,0,0,0,0,0,0,1.0,44,12.0,8,1,1,0,1,5,0,0,2,2,1.5,Right,0.75,中日ドラゴンズ
吉見　一起,14,3,7,0,0,0,0,0,0,0.3,334,75.66666666666667,93,8,14,0,1,38,0,0,49,44,5.23,Right,1.414,中日ドラゴンズ
ロンドン,4,0,0,0,0,0,0,0,0,0.0,25,4.666666666666667,7,0,2,0,2,4,0,0,3,3,5.79,Right,1.929,中日ドラゴンズ
若松　駿太,7,1,4,0,0,0,0,0,0,0.2,162,35.666666666666664,49,4,11,0,1,16,1,0,25,22,5.55,Right,1.682,中日ドラゴンズ
阿部　和成,2,0,0,0,0,0,0,0,0,0.0,10,2.0,3,2,1,0,0,1,0,0,3,3,13.5,Right,2.0,千葉ロッテマリーンズ
有吉　優樹,53,2,5,1,16,18,0,0,0,0.286,222,53.333333333333336,48,4,14,0,3,27,0,0,17,17,2.87,Right,1.162,千葉ロッテマリーンズ
石川　歩,16,3,11,0,0,0,1,0,1,0.214,424,97.33333333333333,113,9,23,0,2,73,0,0,62,55,5.09,Right,1.397,千葉ロッテマリーンズ
内　竜也,50,5,1,16,11,16,0,0,0,0.833,211,49.0,36,5,28,4,0,44,1,0,16,16,2.94,Right,1.306,千葉ロッテマリーンズ
大谷　智久,55,3,2,0,23,26,0,0,0,0.6,214,52.0,47,5,14,0,1,33,1,0,20,18,3.12,Right,1.173,千葉ロッテマリーンズ
大嶺　祐太,20,2,2,0,0,2,0,0,0,0.5,142,30.666666666666668,33,4,22,1,0,21,0,0,19,13,3.82,Right,1.793,千葉ロッテマリーンズ
唐川　侑己,21,5,10,0,0,0,1,0,0,0.333,555,126.33333333333333,135,18,37,0,7,86,1,2,69,63,4.49,Right,1.361,千葉ロッテマリーンズ
