Name,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SAC,SF,BB,IBB,HBP,SO,GDP,BA,SLG,OBP,Hand,OPS,Team
坂本　勇人,143,639,555,103,173,26,0,40,319,94,5,3,3,2,77,6,2,123,9,.312,0.575,0.396,Right,0.971,読売ジャイアンツ
桜井　俊貴,29,29,23,0,2,0,0,0,2,0,0,0,4,0,2,0,0,13,0,.087,0.087,0.16,Right,0.247,読売ジャイアンツ
澤村　拓一,43,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,.000,0.0,0.0,Right,0.0,読売ジャイアンツ
重信　慎之介,106,174,158,25,42,7,2,2,59,16,14,3,2,3,11,1,0,43,1,.266,0.373,0.308,Left,0.681,読売ジャイアンツ
菅野　智之,22,53,46,2,4,1,0,0,5,3,0,0,7,0,0,0,0,16,0,.087,0.109,0.087,Right,0.196,読売ジャイアンツ
炭谷　銀仁朗,58,138,126,17,33,4,0,6,55,26,0,0,2,1,7,1,2,28,4,.262,0.437,0.309,Right,0.746,読売ジャイアンツ
高木　京介,55,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Left,0.0,読売ジャイアンツ
髙田　萌生,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Right,0.0,読売ジャイアンツ
髙橋　優貴,18,34,32,1,3,0,0,0,3,1,0,0,2,0,0,0,0,20,1,.094,0.094,0.094,Left,0.188,読売ジャイアンツ
田口　麗斗,55,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,.000,0.0,0.0,Left,0.0,読売ジャイアンツ
立岡　宗一郎,25,16,14,4,4,2,0,0,6,1,3,0,0,0,2,0,0,4,0,.286,0.429,0.375,Left,0.804,読売ジャイアンツ
田中　俊太,62,176,156,17,35,7,0,4,54,14,2,0,4,2,14,0,0,36,2,.224,0.346,0.285,Left,0.631,読売ジャイアンツ
田中　貴也,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,読売ジャイアンツ
田原　誠次,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,読売ジャイアンツ
デラロサ,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,読売ジャイアンツ
戸郷　翔征,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,.000,0.0,0.0,Right,0.0,読売ジャイアンツ
戸根　千明,26,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,読売ジャイアンツ
中川　皓太,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,読売ジャイアンツ
中島　宏之,43,65,54,5,8,4,0,1,15,5,1,0,0,1,9,0,1,21,1,.148,0.278,0.277,Right,0.555,読売ジャイアンツ
野上　亮磨,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,.000,0.0,0.0,Right,0.0,読売ジャイアンツ
畠　世周,5,4,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,.500,0.5,0.667,Left,1.167,読売ジャイアンツ
ビヤヌエバ,73,235,202,24,45,9,0,8,78,24,2,0,1,1,25,0,6,52,5,.223,0.386,0.325,Right,0.711,読売ジャイアンツ
古川　侑利,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Right,0.0,読売ジャイアンツ
堀岡　隼人,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,読売ジャイアンツ
マシソン,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,読売ジャイアンツ
マルティネス,6,8,8,0,1,1,0,0,2,1,0,0,0,0,0,0,0,5,0,.125,0.25,0.125,Switch,0.375,読売ジャイアンツ
増田　大輝,75,58,50,20,10,2,2,0,16,6,15,2,2,0,6,0,0,11,2,.200,0.32,0.286,Right,0.606,読売ジャイアンツ
丸　佳浩,143,631,535,82,156,26,1,27,265,89,12,5,0,7,86,3,3,125,15,.292,0.495,0.388,Left,0.883,読売ジャイアンツ
宮國　椋丞,29,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,.000,0.0,0.0,Right,0.0,読売ジャイアンツ
メルセデス,22,42,36,1,3,0,0,0,3,0,0,0,5,0,1,0,0,16,0,.083,0.083,0.108,Switch,0.191,読売ジャイアンツ
森福　允彦,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,読売ジャイアンツ
ヤングマン,10,14,13,1,3,0,0,0,3,0,0,0,1,0,0,0,0,4,0,.231,0.231,0.231,Right,0.462,読売ジャイアンツ
山口　俊,26,69,56,2,4,2,0,0,6,2,0,0,10,0,3,0,0,34,1,.071,0.107,0.119,Right,0.226,読売ジャイアンツ
山下　航汰,12,13,12,1,2,1,0,0,3,0,0,0,0,0,1,0,0,2,0,.167,0.25,0.231,Left,0.481,読売ジャイアンツ
山本　泰寛,92,212,177,31,41,7,3,2,60,10,2,0,6,0,22,1,7,51,3,.232,0.339,0.34,Right,0.679,読売ジャイアンツ
陽　岱鋼,110,231,208,28,57,8,1,4,79,21,0,1,0,0,22,0,1,66,9,.274,0.38,0.346,Right,0.726,読売ジャイアンツ
吉川　大幾,10,10,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,.000,0.0,0.1,Right,0.1,読売ジャイアンツ
吉川　尚輝,11,46,41,7,16,1,0,0,17,3,1,2,2,0,3,0,0,4,1,.390,0.415,0.432,Left,0.847,読売ジャイアンツ
吉川　光夫,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,読売ジャイアンツ
若林　晃弘,77,273,234,34,56,9,1,5,82,21,11,2,4,1,32,1,2,51,3,.239,0.35,0.335,Switch,0.685,読売ジャイアンツ
青柳　晃洋,25,43,37,0,0,0,0,0,0,1,0,0,4,1,1,0,0,19,3,.000,0.0,0.026,Right,0.026,阪神タイガース
秋山　拓巳,10,19,16,0,2,0,0,0,2,1,0,0,2,0,1,0,0,3,0,.125,0.125,0.176,Left,0.301,阪神タイガース
荒木　郁也,9,9,9,4,1,1,0,0,2,0,0,1,0,0,0,0,0,4,0,.111,0.222,0.111,Left,0.333,阪神タイガース
飯田　優也,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,阪神タイガース
石崎　剛,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
糸井　嘉男,103,444,382,45,120,22,1,5,159,42,9,5,0,3,52,7,7,63,10,.314,0.416,0.403,Left,0.819,阪神タイガース
糸原　健斗,143,572,491,66,131,20,4,2,165,45,6,5,11,3,60,2,7,70,7,.267,0.336,0.353,Left,0.689,阪神タイガース
岩崎　優,48,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Left,0.0,阪神タイガース
岩貞　祐太,8,12,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,.000,0.0,0.083,Left,0.083,阪神タイガース
岩田　稔,14,27,22,0,0,0,0,0,0,0,0,0,3,0,2,0,0,17,0,.000,0.0,0.083,Left,0.083,阪神タイガース
植田　海,81,37,33,22,8,0,0,1,11,2,12,2,2,0,1,0,1,8,0,.242,0.333,0.286,Switch,0.619,阪神タイガース
上本　博紀,62,119,104,10,20,4,0,1,27,6,5,0,3,1,11,0,0,37,1,.192,0.26,0.267,Right,0.527,阪神タイガース
梅野　隆太郎,129,492,433,49,115,22,3,9,170,59,14,3,16,3,34,4,6,83,16,.266,0.393,0.326,Right,0.719,阪神タイガース
江越　大賀,49,16,15,8,1,0,0,0,1,0,1,0,0,0,1,0,0,9,0,.067,0.067,0.125,Right,0.192,阪神タイガース
大山　悠輔,143,587,538,52,139,33,1,14,216,76,3,0,1,4,39,3,5,98,12,.258,0.401,0.312,Right,0.713,阪神タイガース
岡本　洋介,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
尾仲　祐哉,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,阪神タイガース
小野　泰己,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
ガルシア,21,33,30,1,4,0,0,0,4,1,0,0,3,0,0,0,0,9,1,.133,0.133,0.133,Left,0.266,阪神タイガース
木浪　聖也,113,390,363,32,95,18,2,4,129,32,2,0,6,0,18,5,3,77,8,.262,0.355,0.302,Left,0.657,阪神タイガース
桑原　謙太朗,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
才木　浩人,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,.000,0.0,0.0,Right,0.0,阪神タイガース
齋藤　友貴哉,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,阪神タイガース
坂本　誠志郎,20,44,40,2,7,0,0,2,13,3,0,0,3,0,1,1,0,8,2,.175,0.325,0.195,Right,0.52,阪神タイガース
ジョンソン,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
島田　海吏,7,5,4,2,1,1,0,0,2,0,0,0,0,0,1,0,0,1,0,.250,0.5,0.4,Left,0.9,阪神タイガース
島本　浩也,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,阪神タイガース
俊介,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Right,0.0,阪神タイガース
ソラーテ,20,80,69,6,13,3,0,4,28,9,0,0,0,2,9,0,0,13,4,.188,0.406,0.275,Switch,0.681,阪神タイガース
高野　圭佑,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
髙橋　聡文,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,阪神タイガース
髙橋　遥人,19,31,30,1,3,0,0,0,3,0,0,0,1,0,0,0,0,13,0,.100,0.1,0.1,Left,0.2,阪神タイガース
髙山　俊,105,300,271,25,73,12,0,5,100,29,9,3,2,0,24,4,3,56,3,.269,0.369,0.336,Left,0.705,阪神タイガース
谷川　昌希,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
近本　光司,142,640,586,81,159,20,7,9,220,42,36,15,14,3,31,2,6,110,2,.271,0.375,0.313,Left,0.688,阪神タイガース
ドリス,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
鳥谷　敬,74,105,92,9,19,3,1,0,24,4,1,0,1,0,12,0,0,16,2,.207,0.261,0.298,Left,0.559,阪神タイガース
ナバーロ,15,45,43,1,9,2,0,0,11,2,0,0,0,0,2,0,0,9,2,.209,0.256,0.244,Left,0.5,阪神タイガース
長坂　拳弥,3,1,1,2,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,1.000,4.0,1.0,Right,5.0,阪神タイガース
中谷　将大,62,131,116,14,21,5,0,6,44,19,0,0,2,0,12,0,1,37,0,.181,0.379,0.264,Right,0.643,阪神タイガース
西　勇輝,26,60,44,2,9,2,0,0,11,4,0,0,13,0,3,0,0,18,1,.205,0.25,0.255,Right,0.505,阪神タイガース
能見　篤史,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,阪神タイガース
馬場　皐輔,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
浜地　真澄,21,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.000,1.0,1.0,Right,2.0,阪神タイガース
原口　文仁,43,94,87,8,24,4,0,1,31,11,0,0,0,2,4,0,1,23,3,.276,0.356,0.309,Right,0.665,阪神タイガース
福留　孝介,104,403,348,39,89,16,1,10,137,47,0,0,2,3,49,1,1,85,5,.256,0.394,0.347,Left,0.741,阪神タイガース
福永　春吾,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,阪神タイガース
藤川　球児,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,阪神タイガース
藤浪　晋太郎,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Right,0.0,阪神タイガース
北條　史也,82,211,174,18,43,7,0,5,65,20,2,0,13,0,23,0,1,40,3,.247,0.374,0.338,Right,0.712,阪神タイガース
マルテ,105,412,349,36,99,20,0,12,155,49,0,2,0,5,51,2,7,73,14,.284,0.444,0.381,Right,0.825,阪神タイガース
メッセンジャー,14,19,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1,.000,0.0,0.0,Right,0.0,阪神タイガース
望月　惇志,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,.000,0.0,0.0,Right,0.0,阪神タイガース
守屋　功輝,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
山崎　憲晴,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Right,0.0,阪神タイガース
陽川　尚将,28,60,55,3,6,1,0,3,16,4,0,0,1,0,4,1,0,19,2,.109,0.291,0.169,Right,0.46,阪神タイガース
アドゥワ　誠,19,28,25,2,2,0,0,0,2,1,0,0,3,0,0,0,0,19,0,.080,0.08,0.08,Right,0.16,広島東洋カープ
會澤　翼,126,447,376,38,104,21,2,12,165,63,2,1,3,0,58,5,10,81,6,.277,0.439,0.387,Right,0.826,広島東洋カープ
赤松　真人,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
安部　友裕,114,295,264,23,67,12,0,8,103,28,5,2,6,1,23,0,1,60,9,.254,0.39,0.315,Left,0.705,広島東洋カープ
石原　慶幸,31,67,56,3,11,2,0,1,16,5,0,0,5,1,5,0,0,18,1,.196,0.286,0.258,Right,0.544,広島東洋カープ
磯村　嘉孝,65,117,108,10,30,9,0,4,51,21,0,1,3,1,5,0,0,24,3,.278,0.472,0.307,Right,0.779,広島東洋カープ
一岡　竜司,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
今村　猛,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
岩本　貴裕,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
上本　崇司,31,22,21,5,3,0,0,0,3,0,0,1,1,0,0,0,0,5,1,.143,0.143,0.143,Switch,0.286,広島東洋カープ
遠藤　淳志,34,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
大瀬良　大地,26,60,47,3,6,1,0,0,7,0,0,0,7,0,6,0,0,31,0,.128,0.149,0.226,Right,0.375,広島東洋カープ
岡田　明丈,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,0.0,0.5,Left,0.5,広島東洋カープ
菊池　保則,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
菊池　涼介,138,619,547,77,143,36,2,13,222,48,14,5,28,2,41,0,1,102,5,.261,0.406,0.313,Right,0.719,広島東洋カープ
九里　亜蓮,27,41,36,1,1,0,0,0,1,0,0,0,4,0,1,0,0,23,0,.028,0.028,0.054,Right,0.082,広島東洋カープ
ケムナ　誠,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
小窪　哲也,51,125,114,5,28,3,0,1,34,5,0,0,1,0,10,2,0,19,3,.246,0.298,0.306,Right,0.604,広島東洋カープ
小園　海斗,58,197,188,17,40,9,0,4,61,16,1,0,2,0,6,1,1,42,1,.213,0.324,0.241,Left,0.565,広島東洋カープ
サンタナ,13,34,33,1,6,0,0,0,6,5,0,0,0,0,1,0,0,5,2,.182,0.182,0.206,Right,0.388,広島東洋カープ
坂倉　将吾,51,64,61,4,14,4,0,1,21,7,0,0,0,0,3,0,0,19,0,.230,0.344,0.266,Left,0.61,広島東洋カープ
ジョンソン,27,48,44,1,5,0,0,0,5,3,0,0,2,0,2,0,0,15,5,.114,0.114,0.152,Left,0.266,広島東洋カープ
島内　颯太郎,25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
下水流　昂,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,.000,0.0,0.0,Right,0.0,広島東洋カープ
鈴木　誠也,140,612,499,112,167,31,0,28,282,87,25,16,0,3,103,12,7,81,3,.335,0.565,0.453,Right,1.018,広島東洋カープ
曽根　海成,64,31,25,17,5,0,0,0,5,2,5,2,2,0,3,1,1,10,0,.200,0.2,0.31,Left,0.51,広島東洋カープ
髙橋　大樹,27,48,43,5,12,1,1,1,18,3,0,1,1,0,4,0,0,11,0,.279,0.419,0.34,Right,0.759,広島東洋カープ
田中　広輔,97,355,311,33,60,13,0,3,82,27,8,3,4,6,32,2,2,89,4,.193,0.264,0.268,Left,0.532,広島東洋カープ
長野　久義,72,197,180,13,45,7,1,5,69,20,0,2,0,1,15,2,1,40,11,.250,0.383,0.31,Right,0.693,広島東洋カープ
堂林　翔太,28,38,34,1,7,0,1,0,9,2,0,0,2,0,2,0,0,9,0,.206,0.265,0.25,Right,0.515,広島東洋カープ
床田　寛樹,25,49,39,1,5,1,0,0,6,1,0,0,6,0,4,0,0,16,1,.128,0.154,0.209,Left,0.363,広島東洋カープ
永川　勝浩,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
中﨑　翔太,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
中田　廉,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
中村　恭平,43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
中村　祐太,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
西川　龍馬,138,585,535,70,159,23,3,16,236,64,6,7,11,5,32,4,2,81,9,.297,0.441,0.336,Left,0.777,広島東洋カープ
野間　峻祥,123,353,314,52,78,10,5,2,104,16,14,2,6,1,27,3,5,56,5,.248,0.331,0.317,Left,0.648,広島東洋カープ
野村　祐輔,18,32,24,0,1,1,0,0,2,1,0,0,7,0,1,0,0,10,0,.042,0.083,0.08,Right,0.163,広島東洋カープ
バティスタ,103,423,372,54,100,11,1,26,191,64,0,0,0,3,45,2,3,108,6,.269,0.513,0.35,Right,0.863,広島東洋カープ
フランスア,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
藤井　皓哉,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
ヘルウェグ,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
塹江　敦哉,11,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.500,0.5,0.5,Left,1.0,広島東洋カープ
松山　竜平,110,327,294,21,76,14,1,6,110,49,0,0,0,2,29,1,2,42,7,.259,0.374,0.327,Left,0.701,広島東洋カープ
三好　匠,43,92,77,9,14,1,0,2,21,7,1,0,6,0,9,2,0,28,1,.182,0.273,0.267,Right,0.54,広島東洋カープ
メヒア,56,173,162,13,42,6,0,7,69,17,0,0,0,0,11,3,0,46,2,.259,0.426,0.306,Right,0.732,広島東洋カープ
モンティージャ,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
矢崎　拓也,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
薮田　和樹,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
山口　翔,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
レグナルト,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
ローレンス,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
赤間　謙,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,横浜DeNAベイスターズ
東　克樹,7,13,10,0,1,0,0,0,1,0,0,0,2,0,1,0,0,8,0,.100,0.1,0.182,Left,0.282,横浜DeNAベイスターズ
飯塚　悟史,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Left,0.0,横浜DeNAベイスターズ
石川　雄洋,50,113,101,14,21,3,1,2,32,5,1,3,6,0,5,0,1,34,1,.208,0.317,0.252,Left,0.569,横浜DeNAベイスターズ
石田　健大,40,15,12,1,2,1,0,0,3,4,0,0,3,0,0,0,0,4,1,.167,0.25,0.167,Left,0.417,横浜DeNAベイスターズ
伊藤　光,84,301,256,30,65,8,0,8,97,27,5,5,3,2,37,6,3,45,4,.254,0.379,0.352,Right,0.731,横浜DeNAベイスターズ
伊藤　裕季也,21,57,52,7,15,4,0,4,31,7,0,0,0,1,3,0,1,17,1,.288,0.596,0.333,Right,0.929,横浜DeNAベイスターズ
井納　翔一,15,21,17,1,4,0,0,0,4,1,0,0,3,0,1,0,0,5,0,.235,0.235,0.278,Right,0.513,横浜DeNAベイスターズ
今永　昇太,25,56,43,2,7,0,0,0,7,1,0,0,11,0,2,0,0,9,2,.163,0.163,0.2,Left,0.363,横浜DeNAベイスターズ
エスコバー,74,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Left,0.0,横浜DeNAベイスターズ
大貫　晋一,15,19,16,1,3,0,0,0,3,0,0,0,3,0,0,0,0,6,0,.188,0.188,0.188,Right,0.376,横浜DeNAベイスターズ
乙坂　智,97,179,159,19,39,8,2,2,57,17,6,3,3,1,14,2,2,33,3,.245,0.358,0.313,Left,0.671,横浜DeNAベイスターズ
笠井　崇正,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Right,0.0,横浜DeNAベイスターズ
梶谷　隆幸,41,110,93,13,20,5,0,5,40,15,3,0,1,0,16,1,0,20,1,.215,0.43,0.33,Left,0.76,横浜DeNAベイスターズ
神里　和毅,123,458,427,62,119,31,3,6,174,35,15,10,3,0,26,2,2,121,7,.279,0.407,0.323,Left,0.73,横浜DeNAベイスターズ
上茶谷　大河,25,48,44,4,8,0,0,0,8,4,0,0,4,0,0,0,0,15,0,.182,0.182,0.182,Right,0.364,横浜DeNAベイスターズ
京山　将弥,9,12,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,.000,0.0,0.0,Right,0.0,横浜DeNAベイスターズ
楠本　泰史,39,81,72,6,15,4,0,1,22,6,0,2,0,0,7,0,2,19,1,.208,0.306,0.296,Left,0.602,横浜DeNAベイスターズ
国吉　佑樹,53,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,.000,0.0,0.0,Right,0.0,横浜DeNAベイスターズ
