Name,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SAC,SF,BB,IBB,HBP,SO,GDP,BA,SLG,OBP,Hand,OPS,Team
今成　亮太,82,132,119,5,27,3,0,0,30,5,1,2,1,1,10,0,1,27,3,.227,0.252,0.29,Left,0.542,阪神タイガース
岩崎　優,16,25,22,0,0,0,0,0,0,1,0,0,1,0,1,0,1,9,0,.000,0.0,0.083,Left,0.083,阪神タイガース
岩貞　祐太,25,50,42,0,3,0,0,0,3,1,0,0,8,0,0,0,0,26,1,.071,0.071,0.071,Left,0.142,阪神タイガース
岩田　稔,6,7,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,.000,0.0,0.143,Left,0.143,阪神タイガース
植田　海,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,0.0,0.0,Switch,0.0,阪神タイガース
上本　博紀,45,113,101,18,26,7,0,2,39,8,3,0,0,0,12,0,0,14,0,.257,0.386,0.336,Right,0.722,阪神タイガース
梅野　隆太郎,37,98,89,3,12,0,0,0,12,4,1,0,3,0,6,1,0,22,4,.135,0.135,0.189,Right,0.324,阪神タイガース
江越　大賀,72,217,191,33,40,6,1,7,69,20,4,3,2,3,18,0,3,78,2,.209,0.361,0.284,Right,0.645,阪神タイガース
榎田　大樹,35,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,阪神タイガース
岡﨑　太一,38,76,65,4,13,3,0,0,16,5,1,0,3,1,7,0,0,16,0,.200,0.246,0.274,Right,0.52,阪神タイガース
緒方　凌介,21,25,24,2,4,1,0,0,5,0,0,0,1,0,0,0,0,6,1,.167,0.208,0.167,Left,0.375,阪神タイガース
金田　和之,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
狩野　恵輔,66,95,87,6,21,1,0,3,31,17,0,0,1,1,5,0,1,18,2,.241,0.356,0.287,Right,0.643,阪神タイガース
ゴメス,139,554,498,58,127,20,0,22,213,79,2,1,0,3,48,3,5,130,13,.255,0.428,0.325,Right,0.753,阪神タイガース
小宮山　慎二,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
サターホワイト,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
歳内　宏明,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
坂本　誠志郎,28,55,45,4,9,2,1,1,16,2,0,0,6,0,4,1,0,14,3,.200,0.356,0.265,Right,0.621,阪神タイガース
柴田　講平,10,17,14,0,3,1,0,0,4,0,0,0,1,0,1,0,1,3,0,.214,0.286,0.313,Left,0.599,阪神タイガース
島本　浩也,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,阪神タイガース
清水　誉,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,.000,0.0,0.0,Right,0.0,阪神タイガース
俊介,41,56,43,4,8,2,0,0,10,2,2,1,3,1,9,0,0,12,1,.186,0.233,0.321,Right,0.554,阪神タイガース
髙橋　聡文,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,阪神タイガース
高宮　和也,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,阪神タイガース
髙山　俊,134,530,494,48,136,23,5,8,193,65,5,4,2,3,27,1,4,109,8,.275,0.391,0.316,Left,0.707,阪神タイガース
田面　巧二郎,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
筒井　和也,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
鶴　直人,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,阪神タイガース
鶴岡　一成,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Right,0.0,阪神タイガース
ドリス,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
鳥谷　敬,143,533,449,49,106,16,1,7,145,36,13,3,1,6,75,0,2,80,12,.236,0.323,0.344,Left,0.667,阪神タイガース
中谷　将大,64,163,154,18,41,7,0,4,60,14,1,1,0,0,8,0,1,49,2,.266,0.39,0.307,Right,0.697,阪神タイガース
西岡　剛,55,205,190,16,56,7,1,0,65,15,6,1,0,0,13,1,2,25,5,.295,0.342,0.346,Switch,0.688,阪神タイガース
能見　篤史,26,49,36,3,3,0,0,0,3,1,0,0,7,1,5,0,0,20,0,.083,0.083,0.19,Left,0.273,阪神タイガース
原口　文仁,107,364,318,38,95,16,0,11,144,46,1,2,2,3,26,0,15,52,8,.299,0.453,0.376,Right,0.829,阪神タイガース
福留　孝介,131,523,453,52,141,25,3,11,205,59,0,1,0,6,61,5,3,78,6,.311,0.453,0.392,Left,0.845,阪神タイガース
福原　忍,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
藤川　球児,43,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,.000,0.0,0.0,Left,0.0,阪神タイガース
藤浪　晋太郎,26,57,48,4,8,2,1,0,12,1,0,0,7,0,2,0,0,30,1,.167,0.25,0.2,Right,0.45,阪神タイガース
ヘイグ,31,124,104,13,24,6,0,2,36,11,1,0,0,2,16,0,2,21,3,.231,0.346,0.339,Right,0.685,阪神タイガース
北條　史也,122,438,385,44,105,25,1,5,147,33,6,0,7,4,38,4,4,91,10,.273,0.382,0.341,Right,0.723,阪神タイガース
マテオ,52,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,0.0,0.5,Right,0.5,阪神タイガース
松田　遼馬,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
メッセンジャー,28,67,65,4,9,1,0,0,10,3,1,0,2,0,0,0,0,28,0,.138,0.154,0.138,Right,0.292,阪神タイガース
望月　惇志,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,阪神タイガース
森越　祐人,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Right,0.0,阪神タイガース
守屋　功輝,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Right,0.0,阪神タイガース
大和,111,259,229,24,53,16,1,1,74,20,3,2,15,2,12,0,1,53,9,.231,0.323,0.27,Right,0.593,阪神タイガース
山本　翔也,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,阪神タイガース
陽川　尚将,29,77,72,6,12,0,0,2,18,4,0,0,0,0,4,0,1,22,0,.167,0.25,0.221,Right,0.471,阪神タイガース
横田　慎太郎,38,109,105,14,20,2,0,0,22,4,4,2,0,0,2,0,2,13,3,.190,0.21,0.22,Left,0.43,阪神タイガース
横山　雄哉,3,7,6,2,1,1,0,0,2,0,0,0,1,0,0,0,0,4,0,.167,0.333,0.167,Left,0.5,阪神タイガース
會澤　翼,83,220,197,18,47,7,0,7,75,26,1,1,4,1,14,0,4,42,7,.239,0.381,0.301,Right,0.682,広島東洋カープ
赤松　真人,89,21,19,15,7,1,1,0,10,3,12,2,0,0,2,0,0,4,0,.368,0.526,0.429,Right,0.955,広島東洋カープ
安部　友裕,115,292,259,23,73,12,4,6,111,33,7,0,7,5,19,2,1,64,3,.282,0.429,0.327,Left,0.756,広島東洋カープ
天谷　宗一郎,55,96,80,12,14,2,0,1,19,8,3,0,0,1,13,0,2,16,1,.175,0.238,0.302,Left,0.54,広島東洋カープ
新井　貴浩,132,513,454,66,136,23,2,19,220,101,0,1,0,4,54,1,1,101,12,.300,0.485,0.372,Right,0.857,広島東洋カープ
飯田　哲矢,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
石原　慶幸,106,289,243,19,49,7,0,0,56,17,4,1,12,1,29,5,4,54,8,.202,0.23,0.296,Right,0.526,広島東洋カープ
磯村　嘉孝,24,32,31,2,5,1,0,0,6,2,0,0,0,0,1,1,0,5,1,.161,0.194,0.188,Right,0.382,広島東洋カープ
一岡　竜司,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
今村　猛,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
岩本　貴裕,27,22,21,2,7,2,1,0,11,5,0,0,0,0,1,0,0,8,0,.333,0.524,0.364,Left,0.888,広島東洋カープ
上本　崇司,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Switch,0.0,広島東洋カープ
エルドレッド,95,354,316,42,93,14,0,21,170,53,1,0,0,3,31,0,4,86,8,.294,0.538,0.362,Right,0.9,広島東洋カープ
江草　仁貴,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
オスカル,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
大瀬良　大地,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
岡田　明丈,18,29,27,2,2,0,0,0,2,0,0,0,2,0,0,0,0,13,0,.074,0.074,0.074,Left,0.148,広島東洋カープ
小野　淳平,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
菊池　涼介,141,640,574,92,181,22,3,13,248,56,13,5,23,3,40,0,0,106,3,.315,0.432,0.358,Right,0.79,広島東洋カープ
九里　亜蓮,27,21,18,0,1,0,0,0,1,0,0,0,3,0,0,0,0,11,0,.056,0.056,0.056,Right,0.112,広島東洋カープ
黒田　博樹,24,52,45,2,4,1,0,0,5,5,0,0,5,0,2,0,0,21,0,.089,0.111,0.128,Right,0.239,広島東洋カープ
小窪　哲也,69,107,92,8,20,9,1,2,37,10,0,0,1,0,11,0,3,23,2,.217,0.402,0.321,Right,0.723,広島東洋カープ
佐藤　祥万,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
ジャクソン,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
ジョンソン,26,66,55,1,6,1,0,0,7,0,0,0,10,0,1,0,0,20,0,.109,0.127,0.125,Left,0.252,広島東洋カープ
下水流　昂,48,116,104,11,26,6,0,5,47,18,0,0,0,0,12,0,0,26,7,.250,0.452,0.328,Right,0.78,広島東洋カープ
庄司　隼人,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
白濱　裕太,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
鈴木　誠也,129,528,466,76,156,26,8,29,285,95,16,11,3,3,53,1,3,79,10,.335,0.612,0.404,Right,1.016,広島東洋カープ
梵　英心,7,12,9,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,.000,0.0,0.25,Right,0.25,広島東洋カープ
田中　広輔,143,679,581,102,154,17,3,13,216,39,28,19,3,1,77,1,17,119,1,.265,0.372,0.367,Left,0.739,広島東洋カープ
デラバー,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
堂林　翔太,47,60,56,6,14,0,0,2,20,2,3,1,1,0,3,0,0,11,0,.250,0.357,0.288,Right,0.645,広島東洋カープ
戸田　隆矢,17,15,15,0,4,0,0,0,4,2,0,0,0,0,0,0,0,7,0,.267,0.267,0.267,Left,0.534,広島東洋カープ
永川　勝浩,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
中﨑　翔太,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
中田　廉,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
中村　恭平,8,10,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,.100,0.1,0.1,Left,0.2,広島東洋カープ
西川　龍馬,62,58,51,8,15,3,1,0,20,3,0,1,2,1,4,0,0,9,0,.294,0.392,0.339,Left,0.731,広島東洋カープ
西原　圭大,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
野間　峻祥,21,25,24,4,7,0,0,0,7,1,1,1,1,0,0,0,0,3,1,.292,0.292,0.292,Left,0.584,広島東洋カープ
野村　祐輔,25,54,43,1,7,0,0,0,7,3,0,0,9,0,2,0,0,15,1,.163,0.163,0.2,Right,0.363,広島東洋カープ
土生　翔平,5,9,8,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,.125,0.125,0.222,Left,0.347,広島東洋カープ
久本　祐一,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
廣瀬　純,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,広島東洋カープ
福井　優也,13,27,26,1,2,1,0,0,3,0,0,0,1,0,0,0,0,16,0,.077,0.115,0.077,Right,0.192,広島東洋カープ
船越　涼太,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.000,1.0,1.0,Right,2.0,広島東洋カープ
ヘーゲンズ,50,14,14,1,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,.143,0.143,0.143,Right,0.286,広島東洋カープ
塹江　敦哉,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Left,0.0,広島東洋カープ
松山　竜平,103,275,254,34,74,10,2,10,118,41,0,0,0,1,20,1,0,29,4,.291,0.465,0.342,Left,0.807,広島東洋カープ
丸　佳浩,143,652,557,98,162,30,8,20,268,90,23,9,1,3,84,1,7,107,9,.291,0.481,0.389,Left,0.87,広島東洋カープ
薮田　和樹,16,7,6,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,0,.167,0.167,0.167,Right,0.334,広島東洋カープ
横山　弘樹,6,12,9,0,0,0,0,0,0,2,0,0,2,0,1,0,0,6,0,.000,0.0,0.1,Left,0.1,広島東洋カープ
ルナ,67,268,243,35,66,8,1,5,91,34,6,0,0,2,22,0,1,47,5,.272,0.374,0.332,Right,0.706,広島東洋カープ
荒波　翔,36,96,87,8,17,2,1,0,21,7,0,1,1,0,7,0,1,17,1,.195,0.241,0.263,Left,0.504,横浜DeNAベイスターズ
石川　雄洋,95,329,297,35,62,8,2,2,80,14,6,4,11,1,18,0,2,67,3,.209,0.269,0.258,Left,0.527,横浜DeNAベイスターズ
石田　健大,25,50,44,3,8,0,0,0,8,3,0,0,6,0,0,0,0,24,0,.182,0.182,0.182,Left,0.364,横浜DeNAベイスターズ
井手　正太郎,11,29,27,4,7,0,0,1,10,4,0,0,0,1,1,0,0,5,0,.259,0.37,0.276,Right,0.646,横浜DeNAベイスターズ
井納　翔一,23,48,40,1,6,1,0,0,7,0,0,0,7,0,1,0,0,14,1,.150,0.175,0.171,Right,0.346,横浜DeNAベイスターズ
今永　昇太,22,43,36,0,5,0,0,0,5,1,0,0,5,0,2,0,0,13,0,.139,0.139,0.184,Left,0.323,横浜DeNAベイスターズ
エリアン,79,274,257,30,56,12,2,5,87,33,2,1,3,0,13,0,1,57,3,.218,0.339,0.258,Switch,0.597,横浜DeNAベイスターズ
大原　慎司,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Left,0.0,横浜DeNAベイスターズ
長田　秀一郎,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,横浜DeNAベイスターズ
乙坂　智,55,124,115,12,31,9,0,1,43,8,3,0,1,0,7,0,1,28,2,.270,0.374,0.317,Left,0.691,横浜DeNAベイスターズ
加賀　繁,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0,0.0,Right,0.0,横浜DeNAベイスターズ
梶谷　隆幸,107,450,396,69,108,20,4,18,190,56,26,7,1,0,49,0,4,110,2,.273,0.48,0.359,Left,0.839,横浜DeNAベイスターズ
国吉　佑樹,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Right,0.0,横浜DeNAベイスターズ
久保　康友,15,30,27,0,2,0,0,0,2,1,0,0,3,0,0,0,0,16,0,.074,0.074,0.074,Right,0.148,横浜DeNAベイスターズ
久保　裕也,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,0.0,0.0,Right,0.0,横浜DeNAベイスターズ
熊原　健人,18,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,.000,0.0,0.0,Left,0.0,横浜DeNAベイスターズ
倉本　寿彦,141,566,534,38,157,19,2,1,183,38,2,3,5,3,22,0,2,98,13,.294,0.343,0.323,Left,0.666,横浜DeNAベイスターズ
